cell_id,cell_type,interval_count,unique_workers,worker_seconds,move_worker_seconds,pick_worker_seconds,wait_worker_seconds,occupied_seconds,congested_seconds,max_concurrent_workers,method
NODE:AISLE:x=2.360000:y=12.910000,node,3,2,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=2.360000:y=13.810000,node,3,1,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=2.360000:y=7.510000,node,5,2,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=2.360000:y=8.410000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=2.360000:y=9.310000,node,15,5,42.03333333333333,0.0,42.0,0.03333333333333144,42.03333333333333,0.0,1,baseline
NODE:AISLE:x=2.520000:y=10.210000,node,20,4,60.0,0.0,60.0,0.0,60.0,0.0,1,baseline
NODE:AISLE:x=2.520000:y=11.110000,node,16,3,45.71666666666715,0.0,39.0,6.716666666667152,39.0,6.716666666667152,2,baseline
NODE:AISLE:x=2.520000:y=12.010000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=2.520000:y=12.910000,node,6,4,18.0,0.0,18.0,0.0,18.0,0.0,1,baseline
NODE:AISLE:x=2.520000:y=6.310000,node,4,1,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=2.520000:y=7.510000,node,6,3,18.0,0.0,18.0,0.0,18.0,0.0,1,baseline
NODE:AISLE:x=2.520000:y=9.310000,node,9,5,27.0,0.0,27.0,0.0,27.0,0.0,1,baseline
NODE:AISLE:x=2.680000:y=10.210000,node,42,4,124.95000000000437,0.0,105.0,19.950000000004366,105.0,19.950000000004366,2,baseline
NODE:AISLE:x=2.680000:y=11.110000,node,4,2,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=2.680000:y=12.010000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=2.680000:y=12.910000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=2.680000:y=13.810000,node,2,1,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=2.680000:y=7.510000,node,7,2,21.0,0.0,21.0,0.0,21.0,0.0,1,baseline
NODE:AISLE:x=2.680000:y=8.410000,node,8,3,24.0,0.0,24.0,0.0,24.0,0.0,1,baseline
NODE:AISLE:x=2.680000:y=9.310000,node,14,5,42.0,0.0,42.0,0.0,42.0,0.0,1,baseline
NODE:AISLE:x=2.860000:y=10.210000,node,32,6,96.0,0.0,96.0,0.0,96.0,0.0,1,baseline
NODE:AISLE:x=2.860000:y=11.110000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=2.860000:y=12.010000,node,3,3,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=2.860000:y=12.910000,node,7,2,21.0,0.0,21.0,0.0,21.0,0.0,1,baseline
NODE:AISLE:x=2.860000:y=13.810000,node,5,2,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=2.860000:y=6.310000,node,14,2,41.99999999999997,0.0,41.99999999999997,0.0,41.99999999999997,0.0,1,baseline
NODE:AISLE:x=2.860000:y=7.510000,node,3,1,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=2.860000:y=8.410000,node,18,4,54.0,0.0,54.0,0.0,54.0,0.0,1,baseline
NODE:AISLE:x=2.860000:y=9.310000,node,9,5,27.0,0.0,27.0,0.0,27.0,0.0,1,baseline
NODE:AISLE:x=3.020000:y=10.210000,node,32,5,93.4000000000051,0.0,87.0,6.400000000005093,87.0,6.400000000005093,2,baseline
NODE:AISLE:x=3.020000:y=11.110000,node,4,3,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=3.020000:y=12.010000,node,19,6,57.0,0.0,57.0,0.0,57.0,0.0,1,baseline
NODE:AISLE:x=3.020000:y=12.910000,node,7,4,21.0,0.0,21.0,0.0,21.0,0.0,1,baseline
NODE:AISLE:x=3.020000:y=13.810000,node,5,3,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=3.020000:y=7.510000,node,4,1,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=3.020000:y=8.410000,node,23,6,69.0,0.0,69.0,0.0,69.0,0.0,1,baseline
NODE:AISLE:x=3.020000:y=9.310000,node,11,4,33.0,0.0,33.0,0.0,33.0,0.0,1,baseline
NODE:AISLE:x=3.180000:y=10.210000,node,19,4,54.149999999999636,0.0,54.0,0.1499999999996362,54.149999999999636,0.0,1,baseline
NODE:AISLE:x=3.180000:y=11.110000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=3.180000:y=12.010000,node,15,4,44.99999999999997,0.0,44.99999999999997,0.0,44.99999999999997,0.0,1,baseline
NODE:AISLE:x=3.180000:y=12.910000,node,3,2,6.033333333333303,0.0,6.0,0.03333333333330302,6.033333333333303,0.0,1,baseline
NODE:AISLE:x=3.180000:y=14.710000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=3.180000:y=7.510000,node,2,1,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=3.180000:y=8.410000,node,34,7,96.65000000000055,0.0,81.0,15.650000000000546,81.11666666666645,15.533333333334099,2,baseline
NODE:AISLE:x=3.180000:y=9.310000,node,12,4,36.0,0.0,36.0,0.0,36.0,0.0,1,baseline
NODE:AISLE:x=3.360000:y=10.210000,node,14,4,42.0,0.0,42.0,0.0,42.0,0.0,1,baseline
NODE:AISLE:x=3.360000:y=11.110000,node,9,2,27.0,0.0,27.0,0.0,27.0,0.0,1,baseline
NODE:AISLE:x=3.360000:y=12.010000,node,15,5,39.51666666666699,0.0,39.0,0.5166666666669926,39.11666666666679,0.40000000000020464,2,baseline
NODE:AISLE:x=3.360000:y=12.910000,node,9,4,27.0,0.0,27.0,0.0,27.0,0.0,1,baseline
NODE:AISLE:x=3.360000:y=13.810000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=3.360000:y=7.510000,node,5,3,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=3.360000:y=8.410000,node,9,4,24.066666666666436,0.0,24.0,0.0666666666664355,24.066666666666436,0.0,1,baseline
NODE:AISLE:x=3.360000:y=9.310000,node,4,1,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=3.520000:y=10.210000,node,14,3,42.0,0.0,42.0,0.0,42.0,0.0,1,baseline
NODE:AISLE:x=3.520000:y=11.110000,node,6,3,18.0,0.0,18.0,0.0,18.0,0.0,1,baseline
NODE:AISLE:x=3.520000:y=12.010000,node,11,4,30.13333333333378,0.0,30.0,0.1333333333337805,30.0,0.1333333333337805,2,baseline
NODE:AISLE:x=3.520000:y=12.910000,node,6,5,18.0,0.0,18.0,0.0,18.0,0.0,1,baseline
NODE:AISLE:x=3.520000:y=13.810000,node,7,5,21.0,0.0,21.0,0.0,21.0,0.0,1,baseline
NODE:AISLE:x=3.520000:y=6.310000,node,4,2,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=3.520000:y=8.410000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=3.520000:y=9.310000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=3.680000:y=10.210000,node,14,5,39.133333333327755,0.0,39.0,0.1333333333277551,39.133333333327755,0.0,1,baseline
NODE:AISLE:x=3.680000:y=11.110000,node,17,5,48.16666666666623,0.0,48.0,0.16666666666623087,48.16666666666623,0.0,1,baseline
NODE:AISLE:x=3.680000:y=12.010000,node,37,7,106.96666666666329,0.0,102.0,4.966666666663286,102.0,4.966666666663286,2,baseline
NODE:AISLE:x=3.680000:y=12.910000,node,22,5,66.0,0.0,66.0,0.0,66.0,0.0,1,baseline
NODE:AISLE:x=3.680000:y=13.810000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=3.680000:y=6.310000,node,9,4,24.099999999994907,0.0,24.0,0.09999999999490683,24.099999999994907,0.0,1,baseline
NODE:AISLE:x=3.680000:y=7.510000,node,9,6,27.0,0.0,27.0,0.0,27.0,0.0,1,baseline
NODE:AISLE:x=3.680000:y=8.410000,node,15,5,44.999999999999986,0.0,44.999999999999986,0.0,44.999999999999986,0.0,1,baseline
NODE:AISLE:x=3.680000:y=9.310000,node,9,4,26.566666666666436,0.0,21.0,5.5666666666664355,21.0,5.5666666666664355,2,baseline
NODE:AISLE:x=4.030000:y=11.110000,node,1,1,0.433333333332655,0.0,0.0,0.433333333332655,0.433333333332655,0.0,1,baseline
NODE:AISLE:x=4.340000:y=10.210000,node,1,1,2.999999999999943,0.0,2.999999999999943,0.0,2.999999999999943,0.0,1,baseline
NODE:AISLE:x=4.340000:y=11.110000,node,36,4,103.08333333334849,0.0,84.0,19.08333333334849,84.06666666667297,19.01666666667552,2,baseline
NODE:AISLE:x=4.340000:y=12.010000,node,17,6,51.0,0.0,51.0,0.0,51.0,0.0,1,baseline
NODE:AISLE:x=4.340000:y=12.910000,node,12,5,36.0,0.0,36.0,0.0,36.0,0.0,1,baseline
NODE:AISLE:x=4.340000:y=13.810000,node,12,5,36.0,0.0,36.0,0.0,36.0,0.0,1,baseline
NODE:AISLE:x=4.340000:y=14.710000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=4.340000:y=7.510000,node,10,4,30.0,0.0,30.0,0.0,30.0,0.0,1,baseline
NODE:AISLE:x=4.340000:y=8.410000,node,23,6,68.25,0.0,66.0,2.25,66.0,2.25,2,baseline
NODE:AISLE:x=4.340000:y=9.310000,node,16,5,48.0,0.0,48.0,0.0,48.0,0.0,1,baseline
NODE:AISLE:x=4.500000:y=10.210000,node,3,2,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=4.500000:y=11.110000,node,29,5,84.13333333333321,0.0,84.0,0.13333333333321207,84.13333333333321,0.0,1,baseline
NODE:AISLE:x=4.500000:y=12.010000,node,8,3,24.0,0.0,24.0,0.0,24.0,0.0,1,baseline
NODE:AISLE:x=4.500000:y=12.910000,node,5,2,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=4.500000:y=13.810000,node,3,2,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=4.500000:y=8.410000,node,11,4,31.76666666666756,0.0,30.0,1.766666666667561,30.0,1.766666666667561,2,baseline
NODE:AISLE:x=4.500000:y=9.310000,node,12,3,36.0,0.0,36.0,0.0,36.0,0.0,1,baseline
NODE:AISLE:x=4.660000:y=10.210000,node,5,3,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=4.660000:y=11.110000,node,31,4,90.01666666666642,0.0,90.0,0.016666666666424135,90.01666666666642,0.0,1,baseline
NODE:AISLE:x=4.660000:y=12.010000,node,26,4,78.0,0.0,78.0,0.0,78.0,0.0,1,baseline
NODE:AISLE:x=4.660000:y=13.810000,node,7,5,21.000000000000014,0.0,21.000000000000014,0.0,21.000000000000014,0.0,1,baseline
NODE:AISLE:x=4.660000:y=7.510000,node,6,5,18.0,0.0,18.0,0.0,18.0,0.0,1,baseline
NODE:AISLE:x=4.660000:y=8.410000,node,4,3,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=4.840000:y=10.210000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=4.840000:y=11.110000,node,23,4,68.51666666666665,0.0,63.0,5.5166666666666515,63.0,5.5166666666666515,2,baseline
NODE:AISLE:x=4.840000:y=12.910000,node,4,2,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=4.840000:y=14.710000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=4.840000:y=7.510000,node,8,4,24.0,0.0,24.0,0.0,24.0,0.0,1,baseline
NODE:AISLE:x=4.840000:y=8.410000,node,9,5,27.0,0.0,27.0,0.0,27.0,0.0,1,baseline
NODE:AISLE:x=4.840000:y=9.310000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=5.000000:y=11.110000,node,4,2,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=5.000000:y=12.010000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=5.000000:y=13.810000,node,4,3,10.80000000000041,0.0,9.0,1.8000000000004093,9.0,1.8000000000004093,2,baseline
NODE:AISLE:x=5.000000:y=7.510000,node,11,4,30.099999999994964,0.0,30.000000000000057,0.09999999999490683,30.000000000000057,0.09999999999490683,2,baseline
NODE:AISLE:x=5.000000:y=8.410000,node,15,5,45.0,0.0,45.0,0.0,45.0,0.0,1,baseline
NODE:AISLE:x=5.160000:y=11.110000,node,13,5,39.0,0.0,39.0,0.0,39.0,0.0,1,baseline
NODE:AISLE:x=5.160000:y=12.010000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=5.160000:y=13.810000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=5.160000:y=7.510000,node,9,3,27.0,0.0,27.0,0.0,27.0,0.0,1,baseline
NODE:AISLE:x=5.340000:y=10.210000,node,2,1,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=5.340000:y=11.110000,node,15,4,42.11666666666622,0.0,42.0,0.1166666666662195,42.11666666666622,0.0,1,baseline
NODE:AISLE:x=5.340000:y=12.910000,node,2,1,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=5.340000:y=6.310000,node,12,3,36.0,0.0,36.0,0.0,36.0,0.0,1,baseline
NODE:AISLE:x=5.340000:y=7.510000,node,11,3,33.0,0.0,33.0,0.0,33.0,0.0,1,baseline
NODE:AISLE:x=5.340000:y=8.410000,node,4,3,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=5.340000:y=9.310000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=5.500000:y=11.110000,node,17,5,51.0,0.0,51.0,0.0,51.0,0.0,1,baseline
NODE:AISLE:x=5.500000:y=12.010000,node,3,1,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=5.500000:y=12.910000,node,4,2,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=5.500000:y=6.310000,node,5,1,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=5.500000:y=9.310000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=5.660000:y=10.210000,node,4,3,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=5.660000:y=11.110000,node,14,5,39.01666666666665,0.0,39.0,0.01666666666665151,39.01666666666665,0.0,1,baseline
NODE:AISLE:x=5.660000:y=12.910000,node,5,2,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=5.660000:y=13.810000,node,3,2,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=5.660000:y=6.310000,node,5,1,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=5.660000:y=7.510000,node,10,3,30.0,0.0,30.0,0.0,30.0,0.0,1,baseline
NODE:AISLE:x=5.660000:y=8.410000,node,3,3,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=5.840000:y=10.210000,node,8,3,24.0,0.0,24.0,0.0,24.0,0.0,1,baseline
NODE:AISLE:x=5.840000:y=11.110000,node,30,7,87.80000000000001,0.0,87.0,0.8000000000000185,87.0,0.8000000000000185,2,baseline
NODE:AISLE:x=5.840000:y=12.910000,node,5,1,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=5.840000:y=13.810000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=5.840000:y=6.310000,node,7,2,21.0,0.0,21.0,0.0,21.0,0.0,1,baseline
NODE:AISLE:x=5.840000:y=8.410000,node,21,5,63.0,0.0,63.0,0.0,63.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=10.210000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=11.110000,node,34,7,102.0,0.0,102.0,0.0,102.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=12.910000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=13.810000,node,3,1,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=14.710000,node,2,1,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=6.310000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=7.510000,node,8,3,24.0,0.0,24.0,0.0,24.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=8.410000,node,16,6,48.0,0.0,48.0,0.0,48.0,0.0,1,baseline
NODE:AISLE:x=6.000000:y=9.310000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=10.210000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=11.110000,node,46,7,138.0,0.0,138.0,0.0,138.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=12.010000,node,4,2,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=12.910000,node,6,2,18.0,0.0,18.0,0.0,18.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=13.810000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=14.710000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=7.510000,node,3,2,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=8.410000,node,14,3,42.0,0.0,42.0,0.0,42.0,0.0,1,baseline
NODE:AISLE:x=6.160000:y=9.310000,node,3,2,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=6.340000:y=10.210000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.340000:y=11.110000,node,35,6,102.01666666666665,0.0,90.0,12.016666666666652,90.09999999999957,11.916666666667084,2,baseline
NODE:AISLE:x=6.340000:y=12.010000,node,5,1,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=6.340000:y=12.910000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.340000:y=6.310000,node,10,1,30.0,0.0,30.0,0.0,30.0,0.0,1,baseline
NODE:AISLE:x=6.340000:y=7.510000,node,8,3,24.0,0.0,24.0,0.0,24.0,0.0,1,baseline
NODE:AISLE:x=6.340000:y=8.410000,node,5,3,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=6.340000:y=9.310000,node,2,2,6.0,0.0,6.0,0.0,6.0,0.0,1,baseline
NODE:AISLE:x=6.500000:y=10.210000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.500000:y=11.110000,node,51,7,152.1333333333314,0.0,150.0,2.133333333331393,150.0,2.133333333331393,2,baseline
NODE:AISLE:x=6.500000:y=12.010000,node,3,2,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=6.500000:y=13.810000,node,3,2,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=6.500000:y=6.310000,node,4,1,12.0,0.0,12.0,0.0,12.0,0.0,1,baseline
NODE:AISLE:x=6.500000:y=7.510000,node,14,6,42.0,0.0,42.0,0.0,42.0,0.0,1,baseline
NODE:AISLE:x=6.500000:y=8.410000,node,5,3,15.0,0.0,15.0,0.0,15.0,0.0,1,baseline
NODE:AISLE:x=6.660000:y=10.210000,node,3,3,9.0,0.0,9.0,0.0,9.0,0.0,1,baseline
NODE:AISLE:x=6.660000:y=11.110000,node,33,6,97.41666666666683,0.0,90.0,7.416666666666828,90.0,7.416666666666828,2,baseline
NODE:AISLE:x=6.660000:y=12.010000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.660000:y=6.310000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.660000:y=7.510000,node,14,4,42.0,0.0,42.0,0.0,42.0,0.0,1,baseline
NODE:AISLE:x=6.660000:y=8.410000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:AISLE:x=6.660000:y=9.310000,node,1,1,3.0,0.0,3.0,0.0,3.0,0.0,1,baseline
NODE:SUP:CC-01,node,12,7,21.0,0.0,0.0,21.0,9.0,5.25,5,baseline
NODE:SUP:CC-02,node,5,4,2.2333333333663177,0.0,0.0,2.2333333333663177,2.2333333333663177,0.0,1,baseline
NODE:SUP:CC-03,node,7,4,2.833333333337549,0.0,0.0,2.833333333337549,2.833333333337549,0.0,1,baseline
NODE:SUP:CC-04,node,3,2,1.4166666666707215,0.0,0.0,1.4166666666707215,1.4166666666707215,0.0,1,baseline
NODE:SUP:CC-05,node,6,4,2.316666666671381,0.0,0.0,2.316666666671381,2.316666666671381,0.0,1,baseline
NODE:SUP:CC-06,node,4,3,1.2500000000152625,0.0,0.0,1.2500000000152625,1.2500000000152625,0.0,1,baseline
NODE:SUP:CC-07,node,17,7,9.599999999992662,0.0,0.0,9.599999999992662,9.349999999992662,0.25,2,baseline
NODE:SUP:CC-08,node,5,5,1.5000000000080718,0.0,0.0,1.5000000000080718,1.5000000000080718,0.0,1,baseline
NODE:SUP:CC-09,node,10,7,3.733333333340994,0.0,0.0,3.733333333340994,3.733333333340994,0.0,1,baseline
NODE:SUP:CC-10,node,10,6,3.4000000000003467,0.0,0.0,3.4000000000003467,3.4000000000003467,0.0,1,baseline
NODE:SUP:CC-11,node,8,5,2.7333333333283463,0.0,0.0,2.7333333333283463,2.7333333333283463,0.0,1,baseline
NODE:SUP:CC-12,node,5,4,1.6833333333320013,0.0,0.0,1.6833333333320013,1.6833333333320013,0.0,1,baseline
NODE:SUP:CC-13,node,2,2,0.8000000000004661,0.0,0.0,0.8000000000004661,0.8000000000004661,0.0,1,baseline
NODE:SUP:CC-14,node,5,3,1.5166666666673194,0.0,0.0,1.5166666666673194,1.5166666666673194,0.0,1,baseline
NODE:SUP:CC-15,node,3,3,1.3333333333340533,0.0,0.0,1.3333333333340533,1.3333333333340533,0.0,1,baseline
NODE:SUP:LC-11,node,1,1,0.38333333333342523,0.0,0.0,0.38333333333342523,0.38333333333342523,0.0,1,baseline
NODE:SUP:LC-13,node,1,1,0.016666666666722563,0.0,0.0,0.016666666666722563,0.016666666666722563,0.0,1,baseline
NODE:SUP:RC-10,node,1,1,0.6333333333341784,0.0,0.0,0.6333333333341784,0.6333333333341784,0.0,1,baseline
EDGE:AISLE:x=0.860000:y=10.210000<->AISLE:x=1.020000:y=10.210000,edge,22,3,2.9333333333328255,2.9333333333328255,0.0,0.0,2.9333333333328255,0.0,1,random
EDGE:AISLE:x=0.860000:y=10.210000<->SUP:LC-12,edge,22,3,3.666666666661399,3.666666666661399,0.0,0.0,3.666666666661399,0.0,1,random
EDGE:AISLE:x=0.860000:y=11.110000<->AISLE:x=1.020000:y=11.110000,edge,23,5,3.066666666666279,3.066666666666279,0.0,0.0,3.066666666666279,0.0,1,random
EDGE:AISLE:x=0.860000:y=11.110000<->SUP:LC-13,edge,25,5,4.16666666666093,4.16666666666093,0.0,0.0,4.16666666666093,0.0,1,random
EDGE:AISLE:x=0.860000:y=12.010000<->AISLE:x=1.020000:y=12.010000,edge,24,5,3.1999999999997044,3.1999999999997044,0.0,0.0,3.1999999999997044,0.0,1,random
EDGE:AISLE:x=0.860000:y=12.010000<->SUP:LC-14,edge,20,5,3.333333333330728,3.333333333330728,0.0,0.0,3.333333333330728,0.0,1,random
EDGE:AISLE:x=0.860000:y=12.910000<->AISLE:x=1.020000:y=12.910000,edge,21,7,2.7999999999997556,2.7999999999997556,0.0,0.0,2.7999999999997556,0.0,1,random
EDGE:AISLE:x=0.860000:y=12.910000<->SUP:LC-15,edge,21,7,3.4999999999967315,3.4999999999967315,0.0,0.0,3.4999999999967315,0.0,1,random
EDGE:AISLE:x=0.860000:y=13.810000<->AISLE:x=1.020000:y=13.810000,edge,11,5,1.4666666666664838,1.4666666666664838,0.0,0.0,1.4666666666664838,0.0,1,random
EDGE:AISLE:x=0.860000:y=13.810000<->SUP:LC-16,edge,11,5,1.8333333333315949,1.8333333333315949,0.0,0.0,1.8333333333315949,0.0,1,random
EDGE:AISLE:x=0.860000:y=6.310000<->AISLE:x=1.020000:y=6.310000,edge,8,4,1.0666666666683255,1.0666666666683255,0.0,0.0,1.0666666666683255,0.0,1,random
EDGE:AISLE:x=0.860000:y=6.310000<->SUP:LC-08,edge,6,3,1.0000000000007248,1.0000000000007248,0.0,0.0,1.0000000000007248,0.0,1,random
EDGE:AISLE:x=0.860000:y=7.510000<->AISLE:x=1.020000:y=7.510000,edge,12,6,1.6000000000004775,1.6000000000004775,0.0,0.0,1.6000000000004775,0.0,1,random
EDGE:AISLE:x=0.860000:y=7.510000<->SUP:LC-09,edge,14,6,2.3333333333285964,2.3333333333285964,0.0,0.0,2.3333333333285964,0.0,1,random
EDGE:AISLE:x=0.860000:y=8.410000<->AISLE:x=1.020000:y=8.410000,edge,19,5,2.533333333332976,2.533333333332976,0.0,0.0,2.533333333332976,0.0,1,random
EDGE:AISLE:x=0.860000:y=8.410000<->SUP:LC-10,edge,21,5,3.49999999999595,3.49999999999595,0.0,0.0,3.49999999999595,0.0,1,random
EDGE:AISLE:x=0.860000:y=9.310000<->AISLE:x=1.020000:y=9.310000,edge,36,5,4.799999999997937,4.799999999997937,0.0,0.0,4.799999999997937,0.0,1,random
EDGE:AISLE:x=0.860000:y=9.310000<->SUP:LC-11,edge,38,5,6.333333333320525,6.333333333320525,0.0,0.0,6.333333333320525,0.0,1,random
EDGE:AISLE:x=1.020000:y=10.210000<->AISLE:x=1.180000:y=10.210000,edge,22,3,2.9333333333328255,2.9333333333328255,0.0,0.0,2.9333333333328255,0.0,1,random
EDGE:AISLE:x=1.020000:y=11.110000<->AISLE:x=1.180000:y=11.110000,edge,23,5,3.066666666666279,3.066666666666279,0.0,0.0,3.066666666666279,0.0,1,random
EDGE:AISLE:x=1.020000:y=12.010000<->AISLE:x=1.180000:y=12.010000,edge,20,5,2.6666666666666288,2.6666666666666288,0.0,0.0,2.6666666666666288,0.0,1,random
EDGE:AISLE:x=1.020000:y=12.910000<->AISLE:x=1.180000:y=12.910000,edge,19,7,2.5333333333328767,2.5333333333328767,0.0,0.0,2.5333333333328767,0.0,1,random
EDGE:AISLE:x=1.020000:y=13.810000<->AISLE:x=1.180000:y=13.810000,edge,11,5,1.4666666666664838,1.4666666666664838,0.0,0.0,1.4666666666664838,0.0,1,random
