target,feature,importance,importance_normalized
mean_flow_time_seconds,microzone_concentration_Z02,0.006212929729372263,0.006212929737689985
mean_flow_time_seconds,picking_lists,0.0060783433727920055,0.006078343380929547
mean_flow_time_seconds,workers_Z02,0.004985347855836153,0.004985347862510418
mean_flow_time_seconds,effective_workers,0.0043929219245910645,0.004392921930472204
mean_flow_time_seconds,workload_share_Z03,0.004068718291819096,0.0040687182972661984
mean_flow_time_seconds,workload_share_Z01,0.003434518352150917,0.0034345183567489686
mean_flow_time_seconds,macro_workload_entropy_normalized,0.003360903821885586,0.0033609038263850838
mean_flow_time_seconds,worker_share_Z03,0.0033519999124109745,0.0033519999168985523
mean_flow_time_seconds,workers_Z03,0.0031835143454372883,0.0031835143496993013
mean_flow_time_seconds,observed_workers,0.0028231688775122166,0.002823168881291808
mean_flow_time_seconds,microzone_concentration_Z04,0.0027358944062143564,0.0027358944098771066
mean_flow_time_seconds,worker_share_Z02,0.0022193582262843847,0.0022193582292556087
mean_flow_time_seconds,active_zones,0.0020599598065018654,0.0020599598092596906
mean_flow_time_seconds,worker_share_Z01,0.0019368857610970736,0.0019368857636901302
mean_flow_time_seconds,worker_share_Z04,0.0012845756718888879,0.0012845756736086472
mean_flow_time_seconds,workers_Z04,0.0007054785382933915,0.0007054785392378694
mean_flow_time_seconds,workers_Z01,0.0007027367828413844,0.0007027367837821917
