entropy_weight,metric,metric_label,n_dates,reference_mean,candidate_mean,reference_mean_display,candidate_mean_display,improve_pct,wins,ties,losses,wilcoxon_p_value,significant_at_0_05
0.25,congestion_conflicts,Conflicts,92,146.54347826086956,129.83695652173913,146.54347826086956,129.83695652173913,11.400385699451121,22,66,4,0.0006643643855197334,True
0.25,congestion_wait_seconds,Wait(s),92,320.79611956521904,248.10749456523615,320.79611956521904,248.10749456523615,22.658823023950273,22,65,5,0.0019402769234137046,True
0.25,congestion_delay_ratio,Congestion(%),92,0.08051368300604833,0.06878594642336106,8.051368300604834,6.878594642336106,14.566140989732475,22,65,5,0.0019402769234137046,True
