method,operator,zone_id,distance_m,picked_units,movement_events,pick_events,congestion_conflicts,congestion_wait_seconds,entropy_weight,allocation_id
entropy_based,ENTROPY_LAMBDA_0:Z02:W01,Z02,209.37999999999988,120.0,642,120,9,9.949999999990055,0.0,A001
entropy_based,ENTROPY_LAMBDA_0:Z03:W01,Z03,562.9400000000024,261.0,1604,261,53,74.34999999999253,0.0,A001
entropy_based,ENTROPY_LAMBDA_0:Z03:W02,Z03,533.4000000000049,240.0,1598,240,60,63.45000000000927,0.0,A001
entropy_based,ENTROPY_LAMBDA_0:Z03:W03,Z03,606.5199999999998,289.0,1750,289,55,66.21666666668135,0.0,A001
entropy_based,ENTROPY_LAMBDA_0:Z03:W04,Z03,561.2200000000039,252.0,1696,252,47,56.63333333334495,0.0,A001
entropy_based,ENTROPY_LAMBDA_0:Z03:W05,Z03,584.8400000000016,284.0,1754,284,38,51.00000000000935,0.0,A001
entropy_based,ENTROPY_LAMBDA_0:Z03:W06,Z03,581.220000000005,252.0,1842,252,40,50.933333333390934,0.0,A001
entropy_based,ENTROPY_LAMBDA_0:Z04:W01,Z04,652.9999999999934,298.0,1816,298,22,13.883333333356731,0.0,A001
