time_seconds,active_workers,occupied_cells,entropy_bits,entropy_normalized,max_concentration,congested_cells,workers_in_shared_cells,excess_workers,entropy_weight,allocation_id,timestamp
14780.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:48:20
14785.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:48:25
14790.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:48:30
14795.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:48:35
14800.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:48:40
14805.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:48:45
14810.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:48:50
14815.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:48:55
14820.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:00
14825.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:49:05
14830.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:10
14835.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:15
14840.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:20
14845.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:25
14850.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:30
14855.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:35
14860.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:40
14865.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:45
14870.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:50
14875.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:49:55
14880.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:00
14885.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:05
14890.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:10
14895.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:15
14900.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:20
14905.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:25
14910.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:30
14915.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:35
14920.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:50:40
14925.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:50:45
14930.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:50:50
14935.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:50:55
14940.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:51:00
14945.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:51:05
14950.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:51:10
14955.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:51:15
14960.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:51:20
14965.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:51:25
14970.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:51:30
14975.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:51:35
14980.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:51:40
14985.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:51:45
14990.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:51:50
14995.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:51:55
15000.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:52:00
15005.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:52:05
15010.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:52:10
15015.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,0.0,A001,2023-01-05 11:52:15
15020.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,0.0,A001,2023-01-05 11:52:20
15025.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:52:25
15030.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:52:30
15035.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:52:35
15040.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:52:40
15045.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:52:45
15050.0,5,4,1.9219280948873623,0.8277293767706428,0.4,1,2,1,0.0,A001,2023-01-05 11:52:50
15055.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:52:55
15060.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:53:00
15065.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:53:05
15070.0,5,4,1.9219280948873623,0.8277293767706428,0.4,1,2,1,0.0,A001,2023-01-05 11:53:10
15075.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,0.0,A001,2023-01-05 11:53:15
15080.0,4,4,2.0,1.0,0.25,0,0,0,0.0,A001,2023-01-05 11:53:20
15085.0,4,4,2.0,1.0,0.25,0,0,0,0.0,A001,2023-01-05 11:53:25
15090.0,4,4,2.0,1.0,0.25,0,0,0,0.0,A001,2023-01-05 11:53:30
15095.0,2,2,1.0,1.0,0.5,0,0,0,0.0,A001,2023-01-05 11:53:35
15100.0,2,2,1.0,1.0,0.5,0,0,0,0.0,A001,2023-01-05 11:53:40
15105.0,2,2,1.0,1.0,0.5,0,0,0,0.0,A001,2023-01-05 11:53:45
15110.0,1,1,0.0,0.0,1.0,0,0,0,0.0,A001,2023-01-05 11:53:50
15115.0,1,1,0.0,0.0,1.0,0,0,0,0.0,A001,2023-01-05 11:53:55
15120.0,1,1,0.0,0.0,1.0,0,0,0,0.0,A001,2023-01-05 11:54:00
15125.0,1,1,0.0,0.0,1.0,0,0,0,0.0,A001,2023-01-05 11:54:05
15130.0,1,1,0.0,0.0,1.0,0,0,0,0.0,A001,2023-01-05 11:54:10
