selected_date,entropy_weight,allocation_id,zone_id,workload,workload_share,workers,worker_share
2023-01-17,0.0,A001,Z04,52.0,0.06641123882503193,1,0.14285714285714285
2023-01-17,0.05,A001,Z01,0.0,0.0,0,0.0
2023-01-17,0.05,A001,Z02,22.0,0.0280970625798212,1,0.14285714285714285
2023-01-17,0.05,A001,Z03,709.0,0.9054916985951469,5,0.7142857142857143
2023-01-17,0.05,A001,Z04,52.0,0.06641123882503193,1,0.14285714285714285
2023-01-17,0.1,A001,Z01,0.0,0.0,0,0.0
2023-01-17,0.1,A001,Z02,22.0,0.0280970625798212,1,0.14285714285714285
2023-01-17,0.1,A001,Z03,709.0,0.9054916985951469,5,0.7142857142857143
2023-01-17,0.1,A001,Z04,52.0,0.06641123882503193,1,0.14285714285714285
2023-01-17,0.25,A001,Z01,0.0,0.0,0,0.0
2023-01-17,0.25,A001,Z02,22.0,0.0280970625798212,1,0.14285714285714285
2023-01-17,0.25,A001,Z03,709.0,0.9054916985951469,5,0.7142857142857143
2023-01-17,0.25,A001,Z04,52.0,0.06641123882503193,1,0.14285714285714285
2023-01-17,0.5,A001,Z01,0.0,0.0,0,0.0
2023-01-17,0.5,A001,Z02,22.0,0.0280970625798212,1,0.14285714285714285
2023-01-17,0.5,A001,Z03,709.0,0.9054916985951469,5,0.7142857142857143
2023-01-17,0.5,A001,Z04,52.0,0.06641123882503193,1,0.14285714285714285
2023-01-17,0.75,A001,Z01,0.0,0.0,0,0.0
2023-01-17,0.75,A001,Z02,22.0,0.0280970625798212,1,0.14285714285714285
2023-01-17,0.75,A001,Z03,709.0,0.9054916985951469,5,0.7142857142857143
2023-01-17,0.75,A001,Z04,52.0,0.06641123882503193,1,0.14285714285714285
2023-01-17,1.0,A001,Z01,0.0,0.0,0,0.0
2023-01-17,1.0,A001,Z02,22.0,0.0280970625798212,1,0.14285714285714285
2023-01-17,1.0,A001,Z03,709.0,0.9054916985951469,5,0.7142857142857143
2023-01-17,1.0,A001,Z04,52.0,0.06641123882503193,1,0.14285714285714285
2023-01-17,2.0,A002,Z01,0.0,0.0,0,0.0
2023-01-17,2.0,A002,Z02,22.0,0.0280970625798212,1,0.14285714285714285
2023-01-17,2.0,A002,Z03,709.0,0.9054916985951469,4,0.5714285714285714
2023-01-17,2.0,A002,Z04,52.0,0.06641123882503193,2,0.2857142857142857
2023-01-17,4.0,A003,Z01,0.0,0.0,0,0.0
2023-01-17,4.0,A003,Z02,22.0,0.0280970625798212,2,0.2857142857142857
2023-01-17,4.0,A003,Z03,709.0,0.9054916985951469,3,0.42857142857142855
2023-01-17,4.0,A003,Z04,52.0,0.06641123882503193,2,0.2857142857142857
2023-01-17,8.0,A003,Z01,0.0,0.0,0,0.0
2023-01-17,8.0,A003,Z02,22.0,0.0280970625798212,2,0.2857142857142857
2023-01-17,8.0,A003,Z03,709.0,0.9054916985951469,3,0.42857142857142855
2023-01-17,8.0,A003,Z04,52.0,0.06641123882503193,2,0.2857142857142857
2023-01-18,0.0,A001,Z01,0.0,0.0,0,0.0
2023-01-18,0.0,A001,Z02,702.0,0.4306748466257669,3,0.42857142857142855
2023-01-18,0.0,A001,Z03,739.0,0.45337423312883435,3,0.42857142857142855
2023-01-18,0.0,A001,Z04,189.0,0.11595092024539877,1,0.14285714285714285
2023-01-18,0.05,A001,Z01,0.0,0.0,0,0.0
2023-01-18,0.05,A001,Z02,702.0,0.4306748466257669,3,0.42857142857142855
2023-01-18,0.05,A001,Z03,739.0,0.45337423312883435,3,0.42857142857142855
2023-01-18,0.05,A001,Z04,189.0,0.11595092024539877,1,0.14285714285714285
2023-01-18,0.1,A001,Z01,0.0,0.0,0,0.0
2023-01-18,0.1,A001,Z02,702.0,0.4306748466257669,3,0.42857142857142855
2023-01-18,0.1,A001,Z03,739.0,0.45337423312883435,3,0.42857142857142855
2023-01-18,0.1,A001,Z04,189.0,0.11595092024539877,1,0.14285714285714285
2023-01-18,0.25,A001,Z01,0.0,0.0,0,0.0
2023-01-18,0.25,A001,Z02,702.0,0.4306748466257669,3,0.42857142857142855
2023-01-18,0.25,A001,Z03,739.0,0.45337423312883435,3,0.42857142857142855
