selected_date,method,entropy_weight,zone_id,side,support_labels,workload,workload_share,microzone_concentration,microzone_entropy_normalized,allocation_weight,pair_congestion_risk_contribution,workers,worker_share,D_demand_mismatch,R_congestion_risk,J_objective
2023-07-26,volume_proportional,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,87.0,0.20616113744075829,0.265695650544699,0.734304349455301,87.0,,1,0.14285714285714285,,,
2023-07-26,volume_proportional,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,126.0,0.2985781990521327,0.09776982118591859,0.9022301788140814,126.0,,2,0.2857142857142857,,,
2023-07-26,volume_proportional,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,44.0,0.10426540284360189,0.19933737698505705,0.800662623014943,44.0,,1,0.14285714285714285,,,
2023-07-26,entropy_based,0.25,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,165.0,0.3909952606635071,0.10738686377392392,0.8926131362260761,,0.32216059132177177,3,0.42857142857142855,0.07616790792146241,0.41993041250769036,0.181150511048385
2023-07-26,entropy_based,0.25,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,87.0,0.20616113744075829,0.265695650544699,0.734304349455301,,0.0,1,0.14285714285714285,0.07616790792146241,0.41993041250769036,0.181150511048385
2023-07-26,entropy_based,0.25,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,126.0,0.2985781990521327,0.09776982118591859,0.9022301788140814,,0.09776982118591859,2,0.2857142857142857,0.07616790792146241,0.41993041250769036,0.181150511048385
2023-07-26,entropy_based,0.25,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,44.0,0.10426540284360189,0.19933737698505705,0.800662623014943,,0.0,1,0.14285714285714285,0.07616790792146241,0.41993041250769036,0.181150511048385
2023-07-27,random,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,271.0,0.5018518518518519,0.2556445492656002,0.7443554507343998,271.0,,3,0.5,,,
2023-07-27,random,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,13.0,0.024074074074074074,0.18909803114149093,0.8109019688585091,13.0,,1,0.16666666666666666,,,
2023-07-27,random,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,256.0,0.4740740740740741,0.45811668690212104,0.541883313097879,256.0,,2,0.3333333333333333,,,
2023-07-27,random,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,0.0,0.0,0.18783681703085042,0.8121631829691496,0.0,,0,0.0,,,
2023-07-27,equal,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,271.0,0.5018518518518519,0.2556445492656002,0.7443554507343998,271.0,,2,0.3333333333333333,,,
2023-07-27,equal,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,13.0,0.024074074074074074,0.18909803114149093,0.8109019688585091,13.0,,2,0.3333333333333333,,,
2023-07-27,equal,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,256.0,0.4740740740740741,0.45811668690212104,0.541883313097879,256.0,,2,0.3333333333333333,,,
2023-07-27,equal,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,0.0,0.0,0.18783681703085042,0.8121631829691496,0.0,,0,0.0,,,
2023-07-27,volume_proportional,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,271.0,0.5018518518518519,0.2556445492656002,0.7443554507343998,271.0,,3,0.5,,,
2023-07-27,volume_proportional,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,13.0,0.024074074074074074,0.18909803114149093,0.8109019688585091,13.0,,1,0.16666666666666666,,,
2023-07-27,volume_proportional,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,256.0,0.4740740740740741,0.45811668690212104,0.541883313097879,256.0,,2,0.3333333333333333,,,
2023-07-27,volume_proportional,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,0.0,0.0,0.18783681703085042,0.8121631829691496,0.0,,0,0.0,,,
2023-07-27,entropy_based,0.25,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,271.0,0.5018518518518519,0.2556445492656002,0.7443554507343998,,0.7669336477968006,3,0.5,0.1425925925925926,1.2250503346989217,0.448855176267323
2023-07-27,entropy_based,0.25,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,13.0,0.024074074074074074,0.18909803114149093,0.8109019688585091,,0.0,1,0.16666666666666666,0.1425925925925926,1.2250503346989217,0.448855176267323
2023-07-27,entropy_based,0.25,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,256.0,0.4740740740740741,0.45811668690212104,0.541883313097879,,0.45811668690212104,2,0.3333333333333333,0.1425925925925926,1.2250503346989217,0.448855176267323
2023-07-27,entropy_based,0.25,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,0.0,0.0,0.18783681703085042,0.8121631829691496,,0.0,0,0.0,0.1425925925925926,1.2250503346989217,0.448855176267323
2023-07-28,random,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,441.0,0.7135922330097088,0.025216925886092256,0.9747830741139077,441.0,,3,0.3,,,
2023-07-28,random,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,66.0,0.10679611650485436,0.27824873034442366,0.7217512696555763,66.0,,2,0.2,,,
2023-07-28,random,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,65.0,0.10517799352750809,0.28055273128634317,0.7194472687136568,65.0,,3,0.3,,,
2023-07-28,random,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,46.0,0.0744336569579288,0.17861576661271028,0.8213842333872897,46.0,,2,0.2,,,
2023-07-28,equal,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,441.0,0.7135922330097088,0.025216925886092256,0.9747830741139077,441.0,,3,0.3,,,
2023-07-28,equal,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,66.0,0.10679611650485436,0.27824873034442366,0.7217512696555763,66.0,,3,0.3,,,
2023-07-28,equal,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,65.0,0.10517799352750809,0.28055273128634317,0.7194472687136568,65.0,,2,0.2,,,
2023-07-28,equal,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,46.0,0.0744336569579288,0.17861576661271028,0.8213842333872897,46.0,,2,0.2,,,
2023-07-28,volume_proportional,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,441.0,0.7135922330097088,0.025216925886092256,0.9747830741139077,441.0,,7,0.7,,,
2023-07-28,volume_proportional,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,66.0,0.10679611650485436,0.27824873034442366,0.7217512696555763,66.0,,1,0.1,,,
2023-07-28,volume_proportional,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,65.0,0.10517799352750809,0.28055273128634317,0.7194472687136568,65.0,,1,0.1,,,
