selected_date,method,entropy_weight,worker_counts,entropy_reused_from,observed_workers,effective_workers,seed,total_workers,zones,active_zones,worker_allocation_entropy_normalized,demand_worker_l1_gap,picking_lists,pick_tasks,picked_units,total_distance_m,movement_events,movement_seconds,congestion_conflicts,edge_conflicts,pick_node_conflicts,congestion_wait_seconds,mean_conflict_wait_seconds,p95_conflict_wait_seconds,max_conflict_wait_seconds,congestion_delay_ratio,mean_release_delay_seconds,max_release_delay_seconds,mean_flow_time_seconds,makespan_seconds,entropy_samples,mean_spatial_entropy_normalized,mean_spatial_entropy_multiworker,min_spatial_entropy_normalized,max_spatial_entropy_normalized,mean_max_concentration,shared_worker_ratio,occupied_spatial_cells,congested_cell_seconds,max_cell_occupancy,simulation_elapsed_seconds
2023-07-25,baseline,,,,5,5,,5,4,3,,,31,662,662.0,1220.2000000000057,3424,1016.8333333333408,53,36,17,67.94999999999119,1.282075471697947,3.0,3.0,0.0626392367139287,353.2564516129021,1030.550000000006,452.31397849462246,14267.66666666665,253,0.8677105756973312,0.967095927979845,0.0,1.0,0.49874835309617915,0.040257648953301126,485,48.11666666665752,4,14267.66666666665
2023-07-25,random,,0|2|1|2,,5,5,42.0,5,4,3,0.7609640474436812,0.29879154078549847,31,662,662.0,1220.2000000000048,3424,1016.8333333333479,36,23,13,49.7500000000053,1.3819444444445916,3.0,3.0,0.04664426908352625,288.62204301075343,1012.200000000033,387.09247311828096,14267.66666666665,255,0.6171173641943819,0.9774219122333377,0.0,1.0,0.5913725490196078,0.03257328990228013,481,35.91666666666816,4,14267.66666666665
2023-07-25,equal,,0|2|2|1,,5,5,42.0,5,4,3,0.7609640474436812,0.11812688821752265,31,662,662.0,1220.200000000001,3424,1016.8333333332993,64,34,30,95.32499999999892,1.4894531249999832,3.0,3.0,0.08571171670700538,203.733064516127,578.3333333333278,303.6736559139753,14267.66666666665,173,0.8040173105984826,0.9659374634273437,0.0,1.0,0.41127167630057804,0.052715654952076675,483,76.64999999999912,4,14267.66666666665
2023-07-25,volume_proportional,,0|2|2|1,,5,5,42.0,5,4,3,0.7609640474436812,0.11812688821752265,31,662,662.0,1220.200000000001,3424,1016.8333333332993,64,34,30,95.32499999999892,1.4894531249999832,3.0,3.0,0.08571171670700538,203.733064516127,578.3333333333278,303.6736559139753,14267.66666666665,173,0.8040173105984826,0.9659374634273437,0.0,1.0,0.41127167630057804,0.052715654952076675,483,76.64999999999912,4,14267.66666666665
2023-07-25,entropy_based,0.05,0|2|2|1,equal,5,5,42.0,5,4,3,0.7609640474436812,0.11812688821752265,31,662,662.0,1220.200000000001,3424,1016.8333333332993,64,34,30,95.32499999999892,1.4894531249999832,3.0,3.0,0.08571171670700538,203.733064516127,578.3333333333278,303.6736559139753,14267.66666666665,173,0.8040173105984826,0.9659374634273437,0.0,1.0,0.41127167630057804,0.052715654952076675,483,76.64999999999912,4,14267.66666666665
2023-07-26,baseline,,,,7,7,,7,4,3,,,24,422,422.0,1069.5400000000006,2902,891.2833333341976,58,37,21,76.04999999995825,1.3112068965510042,3.0,3.0,0.07861819434861501,58.738888888888326,327.94999999999686,151.79444444447816,20268.116666666858,181,0.734532758168734,0.9232668696426448,0.0,1.0,0.547329650092081,0.06153846153846154,462,60.91666666666572,2,20268.116666666858
2023-07-26,random,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.20954637779282326,24,422,422.0,1069.5400000000002,2902,891.2833333341983,41,34,7,30.78333333329381,0.7508130081291173,3.0,3.0,0.0333851493022192,40.56249999999957,289.6333333333306,131.73194444447842,20268.16666666686,165,0.7392582223166959,0.9836903764697971,0.0,1.0,0.5273304473304473,0.022321428571428572,463,16.333333333333428,2,20268.16666666686
2023-07-26,equal,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.20954637779282326,24,422,422.0,1069.5400000000002,2902,891.2833333341983,41,34,7,30.78333333329381,0.7508130081291173,3.0,3.0,0.0333851493022192,40.56249999999957,289.6333333333306,131.73194444447842,20268.16666666686,165,0.7392582223166959,0.9836903764697971,0.0,1.0,0.5273304473304473,0.022321428571428572,463,16.333333333333428,2,20268.16666666686
2023-07-26,volume_proportional,,0|2|3|2,,7,7,42.0,7,4,3,0.7783283537314115,0.06668923493568042,24,422,422.0,1069.5400000000002,2902,891.2833333341993,56,36,20,72.96666666662865,1.3029761904755117,3.0,3.0,0.07567193846675241,20.80347222222203,139.53333333333194,113.73055555558986,20268.16666666686,137,0.773032970470936,0.9806066384677614,0.0,1.0,0.46772679874869655,0.06140350877192982,462,57.31666666666678,2,20268.16666666686
2023-07-26,entropy_based,0.05,0|2|3|2,volume_proportional,7,7,42.0,7,4,3,0.7783283537314115,0.06668923493568042,24,422,422.0,1069.5400000000002,2902,891.2833333341993,56,36,20,72.96666666662865,1.3029761904755117,3.0,3.0,0.07567193846675241,20.80347222222203,139.53333333333194,113.73055555558986,20268.16666666686,137,0.773032970470936,0.9806066384677614,0.0,1.0,0.46772679874869655,0.06140350877192982,462,57.31666666666678,2,20268.16666666686
2023-07-27,baseline,,,,6,6,,6,4,3,,,27,540,540.0,1012.2800000000027,2686,843.5666666665836,41,32,9,45.26666666666715,1.1040650406504182,3.0,3.0,0.050928183011443494,154.40555555555503,557.6666666666647,247.3253086419717,14328.083333333307,191,0.8523650100217979,0.9866770722070508,0.0,1.0,0.481413612565445,0.023622047244094488,405,26.4833333333345,4,14328.083333333307
2023-07-27,random,,0|3|1|2,,6,6,42.0,6,4,3,0.7295739585136223,0.4037037037037037,27,540,540.0,1012.280000000002,2686,843.5666666665829,32,25,7,30.53333333333454,0.9541666666667044,3.0,3.0,0.03493116729588997,186.5024691358018,578.1166666666644,278.8765432098728,14327.083333333307,196,0.8647354106778423,0.9911587163324975,0.0,1.0,0.4604591836734694,0.015873015873015872,406,17.55000000000213,2,14327.083333333307
