selected_date,method,entropy_weight,worker_counts,entropy_reused_from,observed_workers,effective_workers,seed,total_workers,zones,active_zones,worker_allocation_entropy_normalized,demand_worker_l1_gap,picking_lists,pick_tasks,picked_units,total_distance_m,movement_events,movement_seconds,congestion_conflicts,edge_conflicts,pick_node_conflicts,congestion_wait_seconds,mean_conflict_wait_seconds,p95_conflict_wait_seconds,max_conflict_wait_seconds,congestion_delay_ratio,mean_release_delay_seconds,max_release_delay_seconds,mean_flow_time_seconds,makespan_seconds,entropy_samples,mean_spatial_entropy_normalized,mean_spatial_entropy_multiworker,min_spatial_entropy_normalized,max_spatial_entropy_normalized,mean_max_concentration,shared_worker_ratio,occupied_spatial_cells,congested_cell_seconds,max_cell_occupancy,simulation_elapsed_seconds
2023-07-27,equal,,0|2|2|2,,6,6,42.0,6,4,3,0.792481250360578,0.5703703703703704,27,540,540.0,1012.2800000000068,2686,843.5666666665942,33,19,14,47.04999999999943,1.4257575757575585,3.0,3.0,0.052828564477799975,299.4580246913566,905.3333333333273,392.4438271604897,14327.083333333307,261,0.842911877394636,0.9691629955947136,0.0,1.0,0.566411238825032,0.027613412228796843,403,38.016666666667234,2,14327.083333333307
2023-07-27,volume_proportional,,0|4|1|1,,6,6,42.0,6,4,3,0.6258145836939114,0.23703703703703705,27,540,540.0,1012.2800000000002,2686,843.5666666665841,60,39,21,74.48333333333373,1.2413888888888955,3.0,3.0,0.0811321097253313,135.1160493827157,413.5999999999989,229.1179012345645,14327.083333333307,163,0.8855241489773522,0.9752732181304622,0.0,1.0,0.41319018404907976,0.04483430799220273,406,53.533333333334284,3,14327.083333333307
2023-07-27,entropy_based,0.05,0|4|1|1,volume_proportional,6,6,42.0,6,4,3,0.6258145836939114,0.23703703703703705,27,540,540.0,1012.2800000000002,2686,843.5666666665841,60,39,21,74.48333333333373,1.2413888888888955,3.0,3.0,0.0811321097253313,135.1160493827157,413.5999999999989,229.1179012345645,14327.083333333307,163,0.8855241489773522,0.9752732181304622,0.0,1.0,0.41319018404907976,0.04483430799220273,406,53.533333333334284,3,14327.083333333307
2023-07-28,baseline,,,,10,10,,10,4,3,,,31,618,618.0,1495.800000000004,4566,1246.4999999992792,93,78,15,105.4500000000009,1.1338709677419452,4.050000000000004,6.0,0.07799844668815936,142.4491935483521,603.7166666665144,245.86693548381302,11941.416666666497,178,0.5016573807383625,0.9812638875981157,0.0,1.0,0.6114143035491351,0.043209876543209874,515,41.500000000025466,8,11941.416666666497
2023-07-28,random,,0|4|3|3,,10,10,42.0,10,4,3,0.7854752972273344,0.34563106796116505,31,618,618.0,1495.8000000000022,4566,1246.4999999992795,105,83,22,120.06666666660948,1.1434920634915189,3.0,6.0,0.08786008732347084,150.9209677418959,585.8666666665194,254.81021505369878,11898.966666666496,168,0.7780255619116987,0.9682095881567806,0.0,1.0,0.43307350718065,0.05683563748079877,520,62.075000000024374,8,11898.966666666496
2023-07-28,equal,,0|4|3|3,,10,10,42.0,10,4,3,0.7854752972273344,0.34563106796116505,31,618,618.0,1495.8000000000022,4566,1246.4999999992795,105,83,22,120.06666666660948,1.1434920634915189,3.0,6.0,0.08786008732347084,150.9209677418959,585.8666666665194,254.81021505369878,11898.966666666496,168,0.7780255619116987,0.9682095881567806,0.0,1.0,0.43307350718065,0.05683563748079877,520,62.075000000024374,8,11898.966666666496
2023-07-28,volume_proportional,,0|1|7|2,,10,10,42.0,10,4,3,0.5783898247235197,0.0543689320388349,31,618,618.0,1495.8,4566,1246.499999999279,161,117,44,188.76666666666137,1.1724637681159091,3.0,6.75,0.1315202749779996,90.07419354836648,259.66666666660603,196.17956989242907,11602.183333333232,112,0.7902641976348828,0.9620607623381181,0.0,1.0,0.3933779761904762,0.09323308270676692,518,108.22500000002219,9,11602.183333333232
2023-07-28,entropy_based,0.05,0|2|6|2,,10,10,42.0,10,4,3,0.6854752972273344,0.0689320388349515,31,618,618.0,1495.8000000000002,4566,1246.4999999992795,148,117,31,157.55833333325873,1.0645833333328294,3.4875000000000043,6.75,0.1122163727765451,86.42473118277184,263.8499999999294,191.5233870967247,11608.416666666555,110,0.7403368115564585,0.9694886818001242,0.0,1.0,0.38496031746031745,0.06990881458966565,520,76.55833333335613,9,11608.416666666555
2023-07-31,baseline,,,,7,7,,7,4,3,,,27,515,515.0,1379.2800000000075,4258,1149.4000000018445,38,33,5,27.299999999827882,0.7184210526270496,2.362499999999999,3.0,0.02320047590701885,97.45185185186274,377.56666666666376,198.25555555562838,18416.850000000253,173,0.9155565607838398,0.9899455313475268,0.0,1.0,0.39002202036884115,0.021739130434782608,532,12.24999999996993,3,18416.850000000253
2023-07-31,random,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.37059639389736476,27,515,515.0,1379.2800000000093,4258,1149.4000000018468,55,45,10,51.36666666699581,0.9339393939453784,3.0,3.0,0.04277822502309863,79.41234567904237,419.09999999999604,181.10740740751802,18456.5833333338,187,0.8977310731725854,0.987504180489844,0.0,1.0,0.45364145658263305,0.03770197486535009,536,27.416666666666316,3,18456.5833333338
2023-07-31,equal,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.37059639389736476,27,515,515.0,1379.2800000000093,4258,1149.4000000018468,55,45,10,51.36666666699581,0.9339393939453784,3.0,3.0,0.04277822502309863,79.41234567904237,419.09999999999604,181.10740740751802,18456.5833333338,187,0.8977310731725854,0.987504180489844,0.0,1.0,0.45364145658263305,0.03770197486535009,536,27.416666666666316,3,18456.5833333338
2023-07-31,volume_proportional,,0|2|4|1,,7,7,42.0,7,4,3,0.6893917467430879,0.08488210818307905,27,515,515.0,1379.2799999999995,4258,1149.4000000018514,83,76,7,56.83333333331679,0.6847389558230939,2.5800000000003926,3.0,0.04711636775629121,25.38333333335495,124.31666666666646,127.28086419762045,18407.650000000278,118,0.9502747254699151,0.9836176982934208,0.0,1.0,0.27687651331719126,0.02857142857142857,537,21.23333333333389,4,18407.650000000278
2023-07-31,entropy_based,0.05,0|2|4|1,volume_proportional,7,7,42.0,7,4,3,0.6893917467430879,0.08488210818307905,27,515,515.0,1379.2799999999995,4258,1149.4000000018514,83,76,7,56.83333333331679,0.6847389558230939,2.5800000000003926,3.0,0.04711636775629121,25.38333333335495,124.31666666666646,127.28086419762045,18407.650000000278,118,0.9502747254699151,0.9836176982934208,0.0,1.0,0.27687651331719126,0.02857142857142857,537,21.23333333333389,4,18407.650000000278
2023-08-03,baseline,,,,6,6,,6,4,3,,,25,482,482.0,1057.4200000000062,3022,881.1833333338069,20,18,2,15.566666666488175,0.7783333333244087,2.2516666666666794,2.2833333333335872,0.017358981507090105,141.3180000000035,569.1833333333309,235.0280000000153,18391.966666666893,194,0.6790057595619875,0.9904294537971847,0.0,1.0,0.5849656357388316,0.018947368421052633,470,6.083333333333385,3,18391.966666666893
2023-08-03,random,,0|3|1|2,,6,6,42.0,6,4,3,0.7295739585136223,0.3789764868603043,25,482,482.0,1057.4200000000035,3022,881.1833333338172,18,18,0,12.050000000258734,0.6694444444588186,1.612499999999999,2.25,0.013490316080436672,214.87800000000595,990.3166666666616,308.447333333369,18319.716666666973,253,0.3331094392351175,0.9914904485468791,0.0,1.0,0.7752305665349144,0.01059322033898305,468,2.25,3,18319.716666666973
2023-08-03,equal,,0|2|2|2,,6,6,42.0,6,4,3,0.792481250360578,0.2503457814661134,25,482,482.0,1057.4200000000021,3022,881.1833333338058,36,32,4,27.91666666692646,0.7754629629701795,2.4375,3.0,0.030708026253331838,120.73199999999979,471.5333333333309,214.93600000002908,18319.716666666973,149,0.9389109878573145,0.9921825332676587,0.0,1.0,0.3895973154362416,0.018947368421052633,473,11.733333333333462,3,18319.716666666973
2023-08-03,volume_proportional,,0|2|3|1,,6,6,42.0,6,4,3,0.7295739585136224,0.08367911479944673,25,482,482.0,1057.4200000000003,3022,881.1833333338075,45,34,11,49.308333333593566,1.0957407407465236,3.0,3.0,0.052991697937708186,86.888,307.98333333333284,181.94766666669605,18319.716666666973,116,0.926376403659751,0.985868466280102,0.0,1.0,0.3297413793103448,0.035416666666666666,473,31.899999999999892,3,18319.716666666973
2023-08-03,entropy_based,0.05,0|2|3|1,volume_proportional,6,6,42.0,6,4,3,0.7295739585136224,0.08367911479944673,25,482,482.0,1057.4200000000003,3022,881.1833333338075,45,34,11,49.308333333593566,1.0957407407465236,3.0,3.0,0.052991697937708186,86.888,307.98333333333284,181.94766666669605,18319.716666666973,116,0.926376403659751,0.985868466280102,0.0,1.0,0.3297413793103448,0.035416666666666666,473,31.899999999999892,3,18319.716666666973
2023-08-07,baseline,,,,8,8,,8,4,3,,,69,1557,1557.0,3068.6799999999744,8748,2557.2333333398456,132,72,60,200.15000000106107,1.5162878787959173,3.0,3.75,0.07258693326420991,376.51147343028595,1140.1166666666684,484.1692028989947,24267.41666666897,522,0.8423470565063483,0.9496871781777837,0.0,1.0,0.4818463783981025,0.044906166219839144,590,162.88333333304087,5,24267.41666666897
2023-08-07,random,,0|3|2|3,,8,8,42.0,8,4,3,0.7806390622295665,0.4250160565189467,69,1557,1557.0,3068.6799999999303,8748,2557.2333333398533,161,86,75,262.36666666883616,1.6296066252722743,3.0,4.5,0.09305102378636246,429.5990338166945,1473.366666666666,538.1584541066757,23929.833333334813,517,0.8973208069450495,0.922295938748689,0.0,1.0,0.47119830524085843,0.06308100929614874,589,214.54166666697495,6,23929.833333334813
2023-08-07,equal,,0|3|3|2,,8,8,42.0,8,4,3,0.7806390622295665,0.3000160565189467,69,1557,1557.0,3068.679999999985,8748,2557.2333333398433,229,110,119,477.44166666786185,2.084898107719921,6.0,6.0,0.1573287639258404,292.4474637683345,1018.7999999999972,404.1239130438085,23659.933333334367,371,0.8731887906095384,0.8948979041882286,0.0,1.0,0.36970542934154793,0.1065891472868217,590,348.0166666663754,6,23659.933333334367
2023-08-07,volume_proportional,,0|2|5|1,,8,8,42.0,8,4,3,0.6493974703476992,0.05001605651894669,69,1557,1557.0,3068.6800000000326,8748,2557.2333333398183,286,118,168,934.8833333367199,3.2688228438346854,9.0,9.000000000000057,0.267712514377835,214.84685990366074,658.5499999999992,333.152898551148,23772.03333333499,331,0.8594081257825645,0.8672685659574051,0.0,1.0,0.36286865199251905,0.1696156192800488,592,489.2333333333422,5,23772.03333333499
2023-08-07,entropy_based,0.05,0|2|5|1,volume_proportional,8,8,42.0,8,4,3,0.6493974703476992,0.05001605651894669,69,1557,1557.0,3068.6800000000326,8748,2557.2333333398183,286,118,168,934.8833333367199,3.2688228438346854,9.0,9.000000000000057,0.267712514377835,214.84685990366074,658.5499999999992,333.152898551148,23772.03333333499,331,0.8594081257825645,0.8672685659574051,0.0,1.0,0.36286865199251905,0.1696156192800488,592,489.2333333333422,5,23772.03333333499
2023-08-08,baseline,,,,7,7,,7,4,3,,,25,557,557.0,1054.6000000000024,2866,878.8333333333195,46,31,15,56.0666666666662,1.2188405797101347,3.0,3.0,0.05997076336150076,165.33199999999914,624.916666666662,269.56799999999856,918.6166666666606,184,0.6596629120223221,0.9788546436460263,0.0,1.0,0.5368659420289855,0.03619047619047619,481,39.40000000000121,3,918.6166666666606
2023-08-08,random,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.21749166452936652,25,557,557.0,1054.6000000000001,2866,878.833333333322,66,38,28,102.0666666666653,1.546464646464626,3.0,4.5,0.10405409997621227,99.46933333333278,374.0166666666638,205.54533333333228,637.1999999999965,128,0.9248362980175829,0.9470323691700049,0.0,1.0,0.3385230654761905,0.06716417910447761,480,77.61666666666659,6,637.1999999999965
2023-08-08,equal,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.21749166452936652,25,557,557.0,1054.6000000000001,2866,878.833333333322,66,38,28,102.0666666666653,1.546464646464626,3.0,4.5,0.10405409997621227,99.46933333333278,374.0166666666638,205.54533333333228,637.1999999999965,128,0.9248362980175829,0.9470323691700049,0.0,1.0,0.3385230654761905,0.06716417910447761,480,77.61666666666659,6,637.1999999999965
2023-08-08,volume_proportional,,0|3|3|1,,7,7,42.0,7,4,3,0.7244078178625923,0.07463452167222367,25,557,557.0,1054.6000000000001,2866,878.8333333333235,81,46,35,124.93333333333199,1.5423868312757036,3.0,6.0,0.12446451698601937,64.27733333333308,221.66666666666572,171.26799999999932,515.5666666666646,104,0.9301273732802856,0.9577549190212842,0.0,1.0,0.2804029304029304,0.08671586715867159,481,90.23333333333346,5,515.5666666666646
2023-08-08,entropy_based,0.05,0|3|3|1,volume_proportional,7,7,42.0,7,4,3,0.7244078178625923,0.07463452167222367,25,557,557.0,1054.6000000000001,2866,878.8333333333235,81,46,35,124.93333333333199,1.5423868312757036,3.0,6.0,0.12446451698601937,64.27733333333308,221.66666666666572,171.26799999999932,515.5666666666646,104,0.9301273732802856,0.9577549190212842,0.0,1.0,0.2804029304029304,0.08671586715867159,481,90.23333333333346,5,515.5666666666646
2023-08-10,baseline,,,,8,8,,8,4,3,,,27,606,606.0,1285.5200000000095,3638,1071.2666666666528,86,26,60,282.30000000000035,3.282558139534888,9.0,9.0,0.20856010047528986,313.21234567901035,987.2333333333245,430.67777777777525,1085.0999999999935,218,0.7182920784802088,0.9606605712189297,0.0,1.0,0.5597094801223241,0.14040561622464898,511,171.61666666666656,6,1085.0999999999935
2023-08-10,random,,0|3|2|3,,8,8,42.0,8,4,3,0.7806390622295665,0.39026402640264024,27,606,606.0,1285.5200000000116,3638,1071.2666666666494,88,48,40,167.51666666666705,1.9035984848484893,5.737500000000004,6.0,0.1352267681999833,274.2981481481469,803.8833333333267,387.5123456790105,988.7833333333245,198,0.9114749506601311,0.9448797917838008,0.0,1.0,0.4679834054834055,0.09283387622149837,514,116.6833333333334,7,988.7833333333245
2023-08-10,equal,,0|3|3|2,,8,8,42.0,8,4,3,0.7806390622295665,0.26526402640264024,27,606,606.0,1285.5200000000023,3638,1071.26666666665,124,51,73,312.64999999999947,2.521370967741931,6.0,9.0,0.22591678207984828,201.84012345678954,583.4166666666623,320.42962962962844,768.9333333333267,154,0.8251963718465186,0.9275930019296632,0.0,1.0,0.412847866419295,0.16149068322981366,517,210.30000000000038,7,768.9333333333267
2023-08-10,volume_proportional,,0|2|5|1,,8,8,42.0,8,4,3,0.6493974703476992,0.04042904290429042,27,606,606.0,1285.5200000000002,3638,1071.2666666666519,128,47,81,387.43333333333374,3.02682291666667,9.0,11.0,0.26560179154955615,145.46851851851832,356.8499999999988,266.82777777777704,469.9666666666641,94,0.9162287672815935,0.9162287672815935,0.1811881477331988,1.0,0.2528115501519757,0.18968133535660092,514,232.95833333333314,7,469.9666666666641
2023-08-10,entropy_based,0.05,0|2|5|1,volume_proportional,8,8,42.0,8,4,3,0.6493974703476992,0.04042904290429042,27,606,606.0,1285.5200000000002,3638,1071.2666666666519,128,47,81,387.43333333333374,3.02682291666667,9.0,11.0,0.26560179154955615,145.46851851851832,356.8499999999988,266.82777777777704,469.9666666666641,94,0.9162287672815935,0.9162287672815935,0.1811881477331988,1.0,0.2528115501519757,0.18968133535660092,514,232.95833333333314,7,469.9666666666641
2023-08-13,baseline,,,,6,6,,6,4,3,,,51,1130,1130.0,2221.140000000019,5950,1850.950000000017,70,51,19,66.083333333336,0.9440476190476572,3.0,3.0,0.034471666289928184,428.75424836601246,1387.9833333333454,532.8137254901959,1553.533333333346,311,0.7854140947686445,0.9889222002957427,0.0,1.0,0.4292604501607717,0.020676691729323307,567,42.983333333333476,4,1553.533333333346
2023-08-13,random,,0|3|1|2,,6,6,42.0,6,4,3,0.7295739585136223,0.3713864306784661,51,1130,1130.0,2221.1399999999976,5950,1850.9499999999553,75,59,16,53.65000000000336,0.7153333333333781,2.1683333333334076,3.0,0.028168644334770832,768.1228758169962,2532.583333333311,871.9385620915051,2758.516666666641,552,0.28263569691379214,0.9874361056735017,0.0,1.0,0.7892210144927536,0.015977443609022556,568,28.88333333333354,3,2758.516666666641
2023-08-13,equal,,0|2|2|2,,6,6,42.0,6,4,3,0.792481250360578,0.26784660766961654,51,1130,1130.0,2221.1400000000067,5950,1850.9500000000658,152,75,77,275.6166666666595,1.8132675438596022,5.945000000000361,6.0,0.12960640782481242,471.23562091503135,1263.0833333333496,579.4035947712416,1500.2500000000462,301,0.9441947529181808,0.9537000692227262,0.0,1.0,0.35725359911406424,0.09115523465703972,567,217.60000000000667,3,1500.2500000000462
2023-08-13,volume_proportional,,0|2|3|1,,6,6,42.0,6,4,3,0.7295739585136224,0.10117994100294986,51,1130,1130.0,2221.140000000021,5950,1850.9499999999834,196,68,128,484.2000000000103,2.4704081632653585,6.0,6.0,0.2073528467122076,349.80915032679604,892.3499999999957,462.0669934640508,1118.5333333333333,224,0.9136843622012691,0.9260873173442727,0.0,1.0,0.29248511904761904,0.14608695652173914,567,368.13333333333475,4,1118.5333333333333
2023-08-13,entropy_based,0.05,0|2|3|1,volume_proportional,6,6,42.0,6,4,3,0.7295739585136224,0.10117994100294986,51,1130,1130.0,2221.140000000021,5950,1850.9499999999834,196,68,128,484.2000000000103,2.4704081632653585,6.0,6.0,0.2073528467122076,349.80915032679604,892.3499999999957,462.0669934640508,1118.5333333333333,224,0.9136843622012691,0.9260873173442727,0.0,1.0,0.29248511904761904,0.14608695652173914,567,368.13333333333475,4,1118.5333333333333
2023-08-15,baseline,,,,5,5,,5,4,3,,,44,1017,1017.0,2129.6999999999844,6364,1774.750000000111,42,34,8,35.083333333333016,0.8353174603174528,3.0,3.0,0.019384842066487266,640.5534090909119,1580.5166666667126,751.0268939393993,1802.133333333389,361,0.9454596052827772,0.989307007266906,0.0,1.0,0.4172206832871653,0.01026694045174538,585,18.366666666659654,4,1802.133333333389
2023-08-15,random,,0|2|1|2,,5,5,42.0,5,4,3,0.7609640474436812,0.29164208456243856,44,1017,1017.0,2129.699999999976,6364,1774.7500000000512,44,32,12,49.6500000000011,1.128409090909116,3.0,3.0,0.02721442666081982,671.0750000000133,2171.150000000077,781.87954545456,2408.7666666667346,482,0.3937493744663833,0.9833533600663044,0.0,1.0,0.7246542185338866,0.016359918200409,583,32.03333333333353,4,2408.7666666667346
2023-08-15,equal,,0|2|2|1,,5,5,42.0,5,4,3,0.7609640474436812,0.09164208456243852,44,1017,1017.0,2129.700000000017,6364,1774.7500000000116,71,51,20,82.85833333333439,1.1670187793427378,3.0,6.0,0.044604845836716825,391.5702651515129,999.9166666666695,503.1295454545435,1237.5333333333476,248,0.9599065021932752,0.9877876039167314,0.0,1.0,0.3105510752688172,0.023350253807106598,585,52.324999999999434,4,1237.5333333333476
2023-08-15,volume_proportional,,0|2|2|1,,5,5,42.0,5,4,3,0.7609640474436812,0.09164208456243852,44,1017,1017.0,2129.700000000017,6364,1774.7500000000116,71,51,20,82.85833333333439,1.1670187793427378,3.0,6.0,0.044604845836716825,391.5702651515129,999.9166666666695,503.1295454545435,1237.5333333333476,248,0.9599065021932752,0.9877876039167314,0.0,1.0,0.3105510752688172,0.023350253807106598,585,52.324999999999434,4,1237.5333333333476
2023-08-15,entropy_based,0.05,0|2|2|1,equal,5,5,42.0,5,4,3,0.7609640474436812,0.09164208456243852,44,1017,1017.0,2129.700000000017,6364,1774.7500000000116,71,51,20,82.85833333333439,1.1670187793427378,3.0,6.0,0.044604845836716825,391.5702651515129,999.9166666666695,503.1295454545435,1237.5333333333476,248,0.9599065021932752,0.9877876039167314,0.0,1.0,0.3105510752688172,0.023350253807106598,585,52.324999999999434,4,1237.5333333333476
2023-08-16,baseline,,,,6,6,,6,4,2,,,38,853,853.0,1429.4800000000077,3814,1191.2333333333472,46,37,9,36.816666666668795,0.800362318840626,3.0,3.0,0.02997977823921527,431.3910087719286,1138.9333333333295,531.0502192982449,1342.3166666666918,269,0.9469819349176843,0.9873571336932445,0.0,1.0,0.4148079306071871,0.013157894736842105,481,23.18333333333385,2,1342.3166666666918
2023-08-16,random,,0|4|2|0,,6,6,42.0,6,4,2,0.4591479170272448,0.22118014849550607,38,853,853.0,1429.4800000000093,3814,1191.2333333333422,107,41,66,205.6333333333349,1.9218068535825692,3.0,3.0,0.14721042332840167,316.93114035087615,941.4666666666697,421.03289473684134,1174.1500000000099,235,0.9550555128682439,0.9550555128682439,0.0,1.0,0.41836879432624113,0.10201511335012595,479,188.0000000000005,3,1174.1500000000099
2023-08-16,equal,,0|3|3|0,,6,6,42.0,6,4,2,0.5,0.054513481828839416,38,853,853.0,1429.4800000000025,3814,1191.233333333309,123,69,54,193.60000000000738,1.5739837398374583,3.7500000000002434,6.0,0.13980021663257414,234.81184210526263,554.5999999999962,338.5969298245604,841.0166666666627,169,0.9548657370426629,0.9721223467482532,0.0,1.0,0.29240631163708086,0.07944514501891552,481,145.48333333333545,3,841.0166666666627
2023-08-16,volume_proportional,,0|3|3|0,,6,6,42.0,6,4,2,0.5,0.054513481828839416,38,853,853.0,1429.4800000000025,3814,1191.233333333309,123,69,54,193.60000000000738,1.5739837398374583,3.7500000000002434,6.0,0.13980021663257414,234.81184210526263,554.5999999999962,338.5969298245604,841.0166666666627,169,0.9548657370426629,0.9721223467482532,0.0,1.0,0.29240631163708086,0.07944514501891552,481,145.48333333333545,3,841.0166666666627
2023-08-16,entropy_based,0.05,0|3|3|0,equal,6,6,42.0,6,4,2,0.5,0.054513481828839416,38,853,853.0,1429.4800000000025,3814,1191.233333333309,123,69,54,193.60000000000738,1.5739837398374583,3.7500000000002434,6.0,0.13980021663257414,234.81184210526263,554.5999999999962,338.5969298245604,841.0166666666627,169,0.9548657370426629,0.9721223467482532,0.0,1.0,0.29240631163708086,0.07944514501891552,481,145.48333333333545,3,841.0166666666627
2023-08-17,baseline,,,,5,5,,5,4,3,,,48,1126,1126.0,1435.4400000000096,3364,1196.2000000000828,261,36,225,673.733333333316,2.5813537675605973,3.0,3.0,0.36029804984132713,630.7649305555581,1671.1333333333585,740.0968750000038,1798.2166666667074,360,0.7400103208821808,0.7835403397576032,0.0,1.0,0.5443981481481481,0.2509505703422053,399,655.949999999992,4,1798.2166666667074
2023-08-17,random,,0|2|1|2,,5,5,42.0,5,4,3,0.7609640474436812,0.33516873889875665,48,1126,1126.0,1435.4399999999887,3364,1196.200000000071,209,19,190,567.9333333333287,2.7173843700159273,3.0,3.0000000000001137,0.32193333837199045,723.6156250000023,1938.3000000000422,830.7434027777815,2069.8833333333864,414,0.5494283947203462,0.8301582314387713,0.0,1.0,0.6367149758454106,0.21532492725509214,394,555.8,4,2069.8833333333864
2023-08-17,equal,,0|2|2|1,,5,5,42.0,5,4,3,0.7609640474436812,0.13516873889875664,48,1126,1126.0,1435.4400000000069,3364,1196.2000000000148,212,25,187,609.2999999999946,2.8740566037735595,6.0,6.0,0.337468845195232,524.3548611111098,1284.216666666667,632.3444444444433,1340.5500000000031,269,0.8329108264855563,0.8519125943901696,0.0,1.0,0.4164807930607187,0.22329162656400384,396,539.0499999999994,4,1340.5500000000031
2023-08-17,volume_proportional,,0|2|2|1,,5,5,42.0,5,4,3,0.7609640474436812,0.13516873889875664,48,1126,1126.0,1435.4400000000069,3364,1196.2000000000148,212,25,187,609.2999999999946,2.8740566037735595,6.0,6.0,0.337468845195232,524.3548611111098,1284.216666666667,632.3444444444433,1340.5500000000031,269,0.8329108264855563,0.8519125943901696,0.0,1.0,0.4164807930607187,0.22329162656400384,396,539.0499999999994,4,1340.5500000000031
2023-08-17,entropy_based,0.05,0|2|2|1,equal,5,5,42.0,5,4,3,0.7609640474436812,0.13516873889875664,48,1126,1126.0,1435.4400000000069,3364,1196.2000000000148,212,25,187,609.2999999999946,2.8740566037735595,6.0,6.0,0.337468845195232,524.3548611111098,1284.216666666667,632.3444444444433,1340.5500000000031,269,0.8329108264855563,0.8519125943901696,0.0,1.0,0.4164807930607187,0.22329162656400384,396,539.0499999999994,4,1340.5500000000031
2023-08-22,baseline,,,,7,7,,7,4,3,,,191,4459,4459.0,8882.860000000108,25018,7402.3833333531675,337,260,77,312.2333333363601,0.926508407526291,3.0,4.5,0.0404729550185602,899.3139616066858,2929.2333333375573,1009.7412739977307,19642.083333337592,1022,0.7768733985843391,0.9912167457592941,0.0,1.0,0.407333892461094,0.022006625650733556,667,188.8666666676008,6,19642.083333337592
2023-08-22,random,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.22135007849293561,191,4459,4459.0,8882.86000000029,25018,7402.383333353096,525,268,257,818.4749999999565,1.5589999999999171,3.0,4.5,0.09956077173587835,983.4144851669207,3454.225000004237,1096.492277488142,20173.158333337586,1088,0.8892585574340233,0.9196894586389899,0.0,1.0,0.39609156162464987,0.06470996071180957,664,690.6583333329593,6,20173.158333337586
2023-08-22,equal,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.22135007849293561,191,4459,4459.0,8882.86000000029,25018,7402.383333353096,525,268,257,818.4749999999565,1.5589999999999171,3.0,4.5,0.09956077173587835,983.4144851669207,3454.225000004237,1096.492277488142,20173.158333337586,1088,0.8892585574340233,0.9196894586389899,0.0,1.0,0.39609156162464987,0.06470996071180957,664,690.6583333329593,6,20173.158333337586
2023-08-22,volume_proportional,,0|2|3|2,,7,7,42.0,7,4,3,0.7783283537314115,0.07849293563579277,191,4459,4459.0,8882.86000000007,25018,7402.383333353026,568,305,263,1167.1916666649606,2.054914906100283,6.0,6.0,0.1362018147530666,826.9430628280938,2417.508333336078,941.8465968596016,19136.441666669427,770,0.9325185293024268,0.962519125419395,0.0,1.0,0.2595918367346939,0.08166515013648772,667,732.8749999994648,6,19136.441666669427
2023-08-22,entropy_based,0.05,0|2|3|2,volume_proportional,7,7,42.0,7,4,3,0.7783283537314115,0.07849293563579277,191,4459,4459.0,8882.86000000007,25018,7402.383333353026,568,305,263,1167.1916666649606,2.054914906100283,6.0,6.0,0.1362018147530666,826.9430628280938,2417.508333336078,941.8465968596016,19136.441666669427,770,0.9325185293024268,0.962519125419395,0.0,1.0,0.2595918367346939,0.08166515013648772,667,732.8749999994648,6,19136.441666669427
2023-08-24,baseline,,,,7,7,,7,4,3,,,120,2771,2771.0,4794.319999999931,12420,3995.2666666668542,255,120,135,487.54999999993674,1.9119607843134774,6.0,6.0,0.10875974554686746,1001.0535416666748,2829.0666666666566,1107.6853472222315,3100.033333333322,621,0.8621200457969603,0.9560295507855577,0.0,1.0,0.38724407637451114,0.06515801794771751,625,375.15833333331716,3,3100.033333333322
2023-08-24,random,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.4324380058771975,120,2771,2771.0,4794.320000000129,12420,3995.2666666666532,171,73,98,308.41666666667885,1.8036062378168354,3.0,6.0,0.07166342009364357,1570.2666666666926,4145.266666666665,1675.4056944444703,4492.633333333319,899,0.9405224213339077,0.9532465127161027,0.0,1.0,0.4522935536839875,0.04352987732489118,623,267.58333333333917,4,4492.633333333319
2023-08-24,equal,,0|3|2|2,,7,7,42.0,7,4,3,0.7783283537314115,0.4324380058771975,120,2771,2771.0,4794.320000000129,12420,3995.2666666666532,171,73,98,308.41666666667885,1.8036062378168354,3.0,6.0,0.07166342009364357,1570.2666666666926,4145.266666666665,1675.4056944444703,4492.633333333319,899,0.9405224213339077,0.9532465127161027,0.0,1.0,0.4522935536839875,0.04352987732489118,623,267.58333333333917,4,4492.633333333319
2023-08-24,volume_proportional,,0|1|5|1,,7,7,42.0,7,4,3,0.5744174271404583,0.05011084188276536,120,2771,2771.0,4794.31999999995,12420,3995.2666666668233,406,195,211,881.5999999999123,2.1714285714283554,6.0,9.0,0.1807718070345508,784.0743749999989,2137.4833333333427,893.989930555555,2429.166666666669,486,0.7652029154953878,0.9438797384029403,0.0,1.0,0.37014011365863214,0.10753502461188943,624,596.7916666666599,6,2429.166666666669
