waveNumber;reference;Size (US);quantityToPick (units);locations;operator
40733;37VA62;10.0;1;R-23-22     ;Operator_8
40733;37VA62;8.5;1;R-23-22     ;Operator_8
40733;DGAONE;9.0;1;J-16-23     ;Operator_8
40733;SSQFQA;10.0;1;K-09-21     ;Operator_8
40733;TNAHD4;10.5;1;K-07-22     ;Operator_8
40733;TNAHD4;10.0;1;K-07-11     ;Operator_8
40733;TNAHD4;9.5;1;K-05-23     ;Operator_8
40733;TNAHD4;9.0;1;K-05-12     ;Operator_8
40732;SSQFQA;7.5;1;O-03-22     ;Operator_4
40732;37VA62;6.0;1;Q-01-22     ;Operator_4
40732;TNAHD4;8.0;1;K-03-13     ;Operator_4
40732;TNAHD4;8.0;1;K-03-13     ;Operator_4
40732;TNAHD4;7.5;1;K-03-22     ;Operator_4
40732;DGAONE;6.0;1;J-14-21     ;Operator_4
40732;SSQFQA;6.5;1;O-13-13     ;Operator_4
40732;SSQFQA;7.0;1;P-24-11     ;Operator_4
40732;SSQFQA;7.0;1;P-24-11     ;Operator_4
40732;37VA62;6.5;1;R-17-23     ;Operator_4
40732;37VA62;7.0;1;R-17-23     ;Operator_4
40732;37VA62;7.0;1;R-17-23     ;Operator_4
40732;37VA62;7.5;1;R-15-11     ;Operator_4
40732;SSQFQA;6.0;1;Q-09-13     ;Operator_4
40732;SSQFQA;8.0;1;Q-09-13     ;Operator_4
40732;SSQFQA;8.0;1;Q-09-13     ;Operator_4
40732;37VA62;8.0;1;O-09-11     ;Operator_4
40732;DGAONE;6.5;1;J-14-21     ;Operator_4
40732;DGAONE;7.0;1;J-14-22     ;Operator_4
40732;DGAONE;7.0;1;J-14-22     ;Operator_4
40732;DGAONE;7.5;1;J-14-12     ;Operator_4
40732;TNAHD4;7.0;1;K-03-21     ;Operator_4
40732;TNAHD4;7.0;1;K-03-21     ;Operator_4
40732;TNAHD4;8.5;1;K-05-11     ;Operator_4
40731;G8ASPE;10.5;1;J-08-11     ;Operator_8
40731;G8ASPE;12.0;1;J-08-12     ;Operator_8
40731;G8ASPE;12.0;1;J-08-12     ;Operator_8
40731;G8ASPE;12.0;1;J-08-12     ;Operator_8
40731;G8ASPE;12.0;1;J-08-12     ;Operator_8
40731;G8ASPE;12.0;1;J-08-12     ;Operator_8
40731;G8ASPE;12.0;1;J-08-12     ;Operator_8
40731;EBKM6C;10.5;1;O-09-11     ;Operator_8
40731;RN2DSQ;10.5;1;O-15-21     ;Operator_8
40731;800OVF;13.0;1;O-16-12     ;Operator_8
40731;XUZJ74;13.0;1;K-18-13     ;Operator_8
40731;XUZJ74;11.0;1;K-18-22     ;Operator_8
40731;XUZJ74;11.0;1;K-18-22     ;Operator_8
40731;XUZJ74;12.0;1;K-18-23     ;Operator_8
40731;AKP0A7;7.5;1;K-19-11     ;Operator_8
40731;SMMRK3;12.0;1;I-23-23     ;Operator_8
40731;SMMRK3;11.0;1;I-23-12     ;Operator_8
40731;SMMRK3;9.0;1;I-21-12     ;Operator_8
40731;8D9SAW;10.0;1;I-17-11     ;Operator_8
40731;2T1DJM;6.0;1;I-14-21     ;Operator_8
40730;0LNUOV;8.0;1;N-03-12     ;Operator_15
40730;0LNUOV;9.0;1;N-05-21     ;Operator_15
40730;IA7X1P;10.5;1;M-05-11     ;Operator_15
40730;32ZKOX;6.5;1;M-13-21     ;Operator_15
40730;32ZKOX;6.5;1;M-13-21     ;Operator_15
40730;G8ASPE;12.0;1;J-08-12     ;Operator_15
40730;NJVZEL;10.5;1;K-09-23     ;Operator_15
40730;NJVZEL;10.5;1;K-09-23     ;Operator_15
40730;NJVZEL;11.0;1;J-10-23     ;Operator_15
40730;G8ASPE;10.5;1;J-08-11     ;Operator_15
40730;G8ASPE;10.5;1;J-08-11     ;Operator_15
40730;Z8KPP8;10.5;1;L-19-22     ;Operator_15
40730;Z8KPP8;10.5;1;L-19-22     ;Operator_15
40730;IJBSQT;13.0;1;L-23-23     ;Operator_15
40730;SMMRK3;11.0;1;I-23-12     ;Operator_15
40730;SMMRK3;7.0;1;I-19-22     ;Operator_15
40730;WRRW1W;9.0;1;I-05-23     ;Operator_15
40730;WRRW1W;10.0;1;I-07-12     ;Operator_15
40730;I1KDJ0;11.0;1;I-10-11     ;Operator_15
40730;I1KDJ0;11.0;1;I-10-11     ;Operator_15
40730;I1KDJ0;11.0;1;I-10-11     ;Operator_15
40730;8N10W9;11.0;1;H-10-11     ;Operator_15
40730;8N10W9;10.5;1;H-08-13     ;Operator_15
40730;8N10W9;10.5;1;H-08-13     ;Operator_15
40729;NJVZEL;9.0;1;P-01-22     ;Operator_4
40729;NJVZEL;9.5;1;K-09-23     ;Operator_4
40729;NJVZEL;9.5;1;K-09-23     ;Operator_4
40729;NJVZEL;10.0;1;J-10-12     ;Operator_4
40729;NJVZEL;10.0;1;J-10-12     ;Operator_4
40729;LXJQVG;8.5;1;J-22-11     ;Operator_4
40729;LXJQVG;8.5;1;J-22-22     ;Operator_4
40729;I1KDJ0;10.5;1;I-08-23     ;Operator_4
40729;I1KDJ0;10.5;1;I-08-23     ;Operator_4
40729;I1KDJ0;10.5;1;I-08-23     ;Operator_4
40729;I1KDJ0;10.0;1;I-08-22     ;Operator_4
40729;I1KDJ0;10.0;1;I-08-22     ;Operator_4
40729;I1KDJ0;10.0;1;I-08-22     ;Operator_4
40729;I1KDJ0;9.5;1;I-08-21     ;Operator_4
40729;I1KDJ0;9.5;1;I-08-21     ;Operator_4
40729;I1KDJ0;9.5;1;I-08-21     ;Operator_4
40729;I1KDJ0;9.0;1;I-06-13     ;Operator_4
40729;I1KDJ0;9.0;1;I-06-13     ;Operator_4
40729;I1KDJ0;9.0;1;I-06-13     ;Operator_4
40729;8N10W9;10.0;1;H-08-22     ;Operator_4
40729;8N10W9;10.0;1;H-08-22     ;Operator_4
40729;8N10W9;9.5;1;H-08-21     ;Operator_4
40729;8N10W9;9.5;1;H-08-21     ;Operator_4
40729;8N10W9;9.0;1;H-06-23     ;Operator_4
40728;2OAVPY;11.0;1;RC-01       ;Operator_2
40728;2OAVPY;10.5;1;RC-01       ;Operator_2
40728;2OAVPY;9.5;1;RC-01       ;Operator_2
40728;32ZKOX;6.5;1;M-13-21     ;Operator_2
40728;32ZKOX;7.0;1;M-13-11     ;Operator_2
40728;2OAVPY;10.0;1;J-10-23     ;Operator_2
40728;SMMRK3;12.0;1;I-23-23     ;Operator_2
40728;SMMRK3;10.5;1;I-23-22     ;Operator_2
40728;SMMRK3;10.5;1;I-23-22     ;Operator_2
40728;SMMRK3;10.5;1;I-23-22     ;Operator_2
40728;SMMRK3;11.0;1;I-23-12     ;Operator_2
40728;SMMRK3;11.0;1;I-23-12     ;Operator_2
40728;SMMRK3;11.0;1;I-23-12     ;Operator_2
40728;SMMRK3;11.0;1;I-23-12     ;Operator_2
40728;SMMRK3;10.0;1;I-23-11     ;Operator_2
40728;SMMRK3;10.0;1;I-23-11     ;Operator_2
40728;SMMRK3;10.0;1;I-23-11     ;Operator_2
40728;SMMRK3;10.0;1;I-23-11     ;Operator_2
40728;SMMRK3;8.5;1;I-21-11     ;Operator_2
40728;SMMRK3;8.0;1;I-19-13     ;Operator_2
40728;I1KDJ0;8.5;1;I-06-12     ;Operator_2
40728;I1KDJ0;8.5;1;I-06-12     ;Operator_2
40728;I1KDJ0;8.0;1;I-06-11     ;Operator_2
40728;I1KDJ0;7.5;1;I-04-13     ;Operator_2
40727;8N10W9;11.0;1;H-10-11     ;Operator_15
40727;8N10W9;11.0;1;H-10-11     ;Operator_15
40727;8N10W9;11.0;1;H-10-11     ;Operator_15
40727;8N10W9;11.0;1;H-10-11     ;Operator_15
40727;8N10W9;11.0;1;H-10-11     ;Operator_15
40727;8N10W9;10.0;1;H-08-12     ;Operator_15
40727;8N10W9;10.0;1;H-08-12     ;Operator_15
40727;8N10W9;10.5;1;H-08-13     ;Operator_15
40727;8N10W9;10.5;1;H-08-13     ;Operator_15
40727;8N10W9;10.5;1;H-08-13     ;Operator_15
40727;8N10W9;10.5;1;H-08-13     ;Operator_15
40727;8N10W9;10.5;1;H-08-13     ;Operator_15
40727;8N10W9;10.5;1;H-08-13     ;Operator_15
40727;8N10W9;10.5;1;H-08-13     ;Operator_15
40727;8N10W9;11.0;1;H-10-11     ;Operator_15
40727;8N10W9;11.0;1;H-10-11     ;Operator_15
40727;8N10W9;11.0;1;H-10-11     ;Operator_15
40727;8N10W9;12.0;1;H-10-22     ;Operator_15
40727;8N10W9;12.0;1;H-10-22     ;Operator_15
40727;8N10W9;12.0;1;H-10-22     ;Operator_15
40727;8N10W9;13.0;1;H-10-12     ;Operator_15
40727;WRRW1W;10.0;1;I-07-12     ;Operator_15
40727;WRRW1W;10.5;1;I-07-13     ;Operator_15
40727;WRRW1W;11.0;1;I-09-11     ;Operator_15
40726;W25EZN;10.5;1;L-24-22     ;Operator_2
40726;WRRW1W;9.5;1;I-07-11     ;Operator_2
40726;WRRW1W;9.0;1;I-05-23     ;Operator_2
40726;8N10W9;10.0;1;H-08-12     ;Operator_2
40726;8N10W9;10.0;1;H-08-12     ;Operator_2
40726;8N10W9;10.0;1;H-08-12     ;Operator_2
40726;8N10W9;10.0;1;H-08-12     ;Operator_2
40726;8N10W9;10.0;1;H-08-12     ;Operator_2
40726;8N10W9;10.0;1;H-08-12     ;Operator_2
40726;8N10W9;10.0;1;H-08-12     ;Operator_2
40726;8N10W9;10.0;1;H-08-12     ;Operator_2
40726;8N10W9;9.5;1;H-08-21     ;Operator_2
40726;8N10W9;9.5;1;H-08-21     ;Operator_2
40726;8N10W9;9.5;1;H-08-21     ;Operator_2
40726;8N10W9;9.5;1;H-08-21     ;Operator_2
40726;8N10W9;9.0;1;H-06-13     ;Operator_2
40726;8N10W9;9.0;1;H-06-13     ;Operator_2
40726;8N10W9;9.0;1;H-06-13     ;Operator_2
40726;8N10W9;9.0;1;H-06-13     ;Operator_2
40726;8N10W9;9.0;1;H-06-23     ;Operator_2
40726;8N10W9;8.0;1;H-06-21     ;Operator_2
40726;8N10W9;8.5;1;H-06-12     ;Operator_2
40726;8N10W9;8.5;1;H-06-12     ;Operator_2
40726;8N10W9;6.0;1;H-04-11     ;Operator_2
40725;TNAHD4;12.0;1;K-07-23     ;Operator_3
40725;TNAHD4;12.0;1;K-07-23     ;Operator_3
40725;TNAHD4;11.0;1;K-07-12     ;Operator_3
40725;2LPO6D;9.5;1;O-01-13     ;Operator_3
40725;EUMBM7;15.0;1;O-18-13     ;Operator_3
40725;Z8KPP8;8.0;1;L-17-12     ;Operator_3
40725;Z8KPP8;8.0;1;L-17-12     ;Operator_3
40725;8N10W9;12.0;1;H-10-22     ;Operator_3
40725;8N10W9;12.0;1;H-10-22     ;Operator_3
40725;8N10W9;11.0;1;H-10-11     ;Operator_3
40724;TNAHD4;9.0;1;K-05-12     ;Operator_8
40724;TNAHD4;10.0;1;K-07-11     ;Operator_8
40724;TNAHD4;10.5;1;K-07-22     ;Operator_8
40724;TNAHD4;10.5;1;K-07-22     ;Operator_8
40724;XUZJ74;10.0;1;K-16-13     ;Operator_8
40724;XUZJ74;10.0;1;K-16-13     ;Operator_8
40724;XUZJ74;10.0;1;K-16-13     ;Operator_8
40724;XUZJ74;11.0;1;K-18-22     ;Operator_8
40724;XUZJ74;11.0;1;K-18-22     ;Operator_8
40724;XUZJ74;12.0;1;K-18-23     ;Operator_8
40724;7BU1V7;10.0;1;M-20-11     ;Operator_8
40724;7BU1V7;10.0;1;M-20-11     ;Operator_8
40724;7BU1V7;10.5;1;M-20-22     ;Operator_8
40724;SMMRK3;13.0;1;I-23-23     ;Operator_8
40724;SMMRK3;10.5;1;I-23-22     ;Operator_8
40724;SMMRK3;14.0;1;I-23-13     ;Operator_8
40724;SMMRK3;11.0;1;I-23-12     ;Operator_8
40724;SMMRK3;10.0;1;I-23-11     ;Operator_8
40724;SMMRK3;10.0;1;I-23-11     ;Operator_8
40724;SMMRK3;9.0;1;I-21-12     ;Operator_8
40724;8N10W9;10.0;1;H-08-12     ;Operator_8
40724;8N10W9;10.0;1;H-08-12     ;Operator_8
40724;8N10W9;10.5;1;H-08-13     ;Operator_8
40724;8N10W9;10.5;1;H-08-13     ;Operator_8
40723;IJBSQT;12.0;1;L-23-12     ;Operator_6
40723;7BU1V7;9.0;1;M-18-13     ;Operator_6
40723;7BU1V7;9.0;1;M-18-13     ;Operator_6
40723;7BU1V7;8.0;1;M-18-12     ;Operator_6
40723;U95NWB;12.0;1;L-16-23     ;Operator_6
40723;U95NWB;11.0;1;L-16-12     ;Operator_6
40723;U95NWB;11.0;1;L-16-12     ;Operator_6
40723;U95NWB;10.0;1;L-16-11     ;Operator_6
40723;U95NWB;10.0;1;L-16-11     ;Operator_6
40723;XUZJ74;9.0;1;K-16-21     ;Operator_6
40723;XUZJ74;9.0;1;K-16-21     ;Operator_6
40723;XUZJ74;9.0;1;K-16-21     ;Operator_6
40723;TNAHD4;13.0;1;K-07-13     ;Operator_6
40723;TNAHD4;10.0;1;K-07-11     ;Operator_6
40723;TNAHD4;11.0;1;K-07-12     ;Operator_6
40723;WRRW1W;10.0;1;I-07-22     ;Operator_6
40723;WRRW1W;11.0;1;I-09-11     ;Operator_6
40723;WRRW1W;11.0;1;I-09-11     ;Operator_6
40723;WRRW1W;14.0;1;I-09-13     ;Operator_6
40723;8N10W9;14.0;1;H-10-23     ;Operator_6
40723;8N10W9;11.0;1;H-10-11     ;Operator_6
40723;8N10W9;11.0;1;H-10-11     ;Operator_6
40723;8N10W9;10.0;1;H-08-22     ;Operator_6
40723;8N10W9;10.0;1;H-08-22     ;Operator_6
40722;F29V5I;7.5;1;O-09-11     ;Operator_2
40722;TAHFOD;10.0;1;O-09-11     ;Operator_2
40722;1ENECA;10.0;1;N-10-11     ;Operator_2
40722;O9YFO8;11.0;1;M-10-12     ;Operator_2
40722;O9YFO8;9.5;1;M-10-21     ;Operator_2
40722;O9YFO8;5.0;1;M-08-21     ;Operator_2
40722;O9YFO8;9.0;1;M-08-13     ;Operator_2
40722;U95NWB;9.0;1;L-14-13     ;Operator_2
40722;U95NWB;8.0;1;L-14-12     ;Operator_2
40722;W25EZN;8.0;1;L-22-22     ;Operator_2
40722;W25EZN;12.0;1;L-24-23     ;Operator_2
40722;QVFB0Q;9.5;1;K-10-22     ;Operator_2
40722;QVFB0Q;11.0;1;K-10-23     ;Operator_2
40722;TNAHD4;7.0;1;K-03-21     ;Operator_2
40722;XUZJ74;10.5;1;K-18-11     ;Operator_2
40722;WRRW1W;9.0;1;I-05-23     ;Operator_2
40722;WRRW1W;9.0;1;I-05-23     ;Operator_2
40722;WRRW1W;7.0;1;I-03-22     ;Operator_2
40722;WRRW1W;10.0;1;I-07-22     ;Operator_2
40722;SMMRK3;11.0;1;I-23-12     ;Operator_2
40722;SMMRK3;11.0;1;I-23-12     ;Operator_2
40722;SMMRK3;10.5;1;I-23-22     ;Operator_2
40722;SMMRK3;13.0;1;I-23-23     ;Operator_2
40722;8N10W9;8.0;1;H-06-21     ;Operator_2
40721;2OAVPY;9.5;1;K-09-12     ;Operator_3
40721;TNAHD4;12.0;1;K-07-23     ;Operator_3
40721;TNAHD4;11.0;1;K-07-12     ;Operator_3
40721;IA7X1P;10.0;1;M-05-21     ;Operator_3
40721;IA7X1P;10.5;1;M-05-11     ;Operator_3
40721;IA7X1P;11.0;1;M-05-22     ;Operator_3
40721;7BU1V7;9.0;1;M-18-13     ;Operator_3
40721;7BU1V7;9.5;1;M-20-21     ;Operator_3
40721;SMMRK3;9.0;1;I-21-12     ;Operator_3
40721;8D9SAW;10.0;1;I-17-11     ;Operator_3
40721;8D9SAW;10.0;1;I-17-11     ;Operator_3
40721;W25EZN;8.0;1;L-22-22     ;Operator_3
40721;XUZJ74;10.0;1;K-16-13     ;Operator_3
40721;AKP0A7;12.0;1;K-23-23     ;Operator_3
40721;KTDZY0;10.5;1;K-24-22     ;Operator_3
40721;KTDZY0;10.5;1;K-24-22     ;Operator_3
40721;SMMRK3;12.0;1;I-23-23     ;Operator_3
40721;8D9SAW;12.0;1;I-17-23     ;Operator_3
40721;8D9SAW;10.5;1;I-17-22     ;Operator_3
40721;8D9SAW;13.0;1;I-17-13     ;Operator_3
40721;8D9SAW;11.0;1;I-17-12     ;Operator_3
40721;8N10W9;11.0;1;H-10-11     ;Operator_3
40721;8N10W9;11.0;1;H-10-11     ;Operator_3
40721;8N10W9;11.0;1;H-10-11     ;Operator_3
40720;IA7X1P;8.5;1;M-03-12     ;Operator_6
40720;KTDZY0;9.0;1;K-22-12     ;Operator_6
40720;KTDZY0;9.0;1;K-22-12     ;Operator_6
40720;KTDZY0;8.5;1;K-22-21     ;Operator_6
40720;TNAHD4;9.0;1;K-05-12     ;Operator_6
40720;TNAHD4;9.0;1;K-05-12     ;Operator_6
40720;WRRW1W;9.5;1;I-07-11     ;Operator_6
40720;WRRW1W;9.5;1;I-07-11     ;Operator_6
40720;WRRW1W;8.5;1;I-05-22     ;Operator_6
40720;WRRW1W;9.0;1;I-05-23     ;Operator_6
40720;WRRW1W;9.0;1;I-05-23     ;Operator_6
40720;2T1DJM;10.0;1;I-18-21     ;Operator_6
40720;8D9SAW;9.5;1;I-15-23     ;Operator_6
40720;8D9SAW;9.5;1;I-15-23     ;Operator_6
40720;8D9SAW;9.0;1;I-15-22     ;Operator_6
40720;8D9SAW;9.0;1;I-15-22     ;Operator_6
40720;8D9SAW;8.5;1;I-15-11     ;Operator_6
40720;8N10W9;10.0;1;H-08-22     ;Operator_6
40720;8N10W9;10.0;1;H-08-22     ;Operator_6
40720;8N10W9;9.5;1;H-08-21     ;Operator_6
40720;8N10W9;9.5;1;H-08-21     ;Operator_6
40720;8N10W9;9.0;1;H-06-23     ;Operator_6
40720;8N10W9;9.0;1;H-06-23     ;Operator_6
40720;8N10W9;8.5;1;H-06-12     ;Operator_6
40719;0LNUOV;11.0;1;N-05-23     ;Operator_15
40719;IA7X1P;7.0;1;M-03-21     ;Operator_15
40719;TBCCF7;10.0;1;M-06-11     ;Operator_15
40719;TBCCF7;10.0;1;M-06-11     ;Operator_15
40719;TBCCF7;11.0;1;M-06-12     ;Operator_15
40719;TBCCF7;11.0;1;M-06-12     ;Operator_15
40719;TBCCF7;13.0;1;M-06-23     ;Operator_15
40719;TBCCF7;12.0;1;M-06-23     ;Operator_15
40719;KTDZY0;7.5;1;K-20-12     ;Operator_15
40719;V7JUQL;13.0;1;K-17-23     ;Operator_15
40719;V7JUQL;13.0;1;K-17-23     ;Operator_15
40719;TNAHD4;8.5;1;K-05-11     ;Operator_15
40719;TNAHD4;8.0;1;K-03-13     ;Operator_15
40719;TNAHD4;7.5;1;K-03-22     ;Operator_15
40719;TNAHD4;7.0;1;K-03-21     ;Operator_15
40719;WRRW1W;7.0;1;I-03-12     ;Operator_15
40719;WRRW1W;10.0;1;I-07-12     ;Operator_15
40719;WRRW1W;11.0;1;I-09-11     ;Operator_15
40719;WRRW1W;12.0;1;I-09-12     ;Operator_15
40719;8D9SAW;7.5;1;I-13-12     ;Operator_15
40719;8N10W9;14.0;1;H-10-23     ;Operator_15
40719;8N10W9;11.0;1;H-10-11     ;Operator_15
40719;8N10W9;11.0;1;H-10-11     ;Operator_15
40719;8N10W9;11.0;1;H-10-11     ;Operator_15
40718;AB9XBU;9.5;1;O-13-21     ;Operator_8
40718;AKP0A7;12.0;1;K-23-23     ;Operator_8
40718;AKP0A7;11.0;1;K-23-22     ;Operator_8
40718;AKP0A7;9.5;1;K-21-22     ;Operator_8
40718;IA7X1P;9.5;1;M-03-13     ;Operator_8
40718;TBCCF7;10.0;1;M-06-11     ;Operator_8
40718;0LNUOV;9.5;1;N-05-11     ;Operator_8
40718;0LNUOV;8.0;1;N-03-22     ;Operator_8
40718;0LNUOV;8.0;1;N-03-22     ;Operator_8
40718;0LNUOV;8.5;1;N-03-23     ;Operator_8
40718;0LNUOV;11.0;1;N-05-23     ;Operator_8
40718;2Z7ZEP;9.5;1;O-18-21     ;Operator_8
40718;U95NWB;8.0;1;L-14-12     ;Operator_8
40718;U95NWB;10.0;1;L-16-11     ;Operator_8
40718;TNAHD4;13.0;1;K-07-13     ;Operator_8
40718;JEGRCL;8.0;1;J-13-23     ;Operator_8
40718;JEGRCL;11.0;1;J-17-23     ;Operator_8
40718;SMMRK3;10.5;1;I-23-22     ;Operator_8
40718;WRRW1W;10.0;1;I-07-22     ;Operator_8
40718;8N10W9;10.0;1;H-08-22     ;Operator_8
40718;8N10W9;10.0;1;H-08-22     ;Operator_8
40718;8N10W9;9.5;1;H-08-21     ;Operator_8
40718;8N10W9;9.0;1;H-06-23     ;Operator_8
40718;8N10W9;8.5;1;H-06-12     ;Operator_8
40717;WGHG3L;12.0;1;L-20-23     ;Operator_6
40717;WGHG3L;12.0;1;L-20-23     ;Operator_6
40717;WGHG3L;10.5;1;L-20-22     ;Operator_6
40717;WGHG3L;10.5;1;L-20-22     ;Operator_6
40717;WGHG3L;10.5;1;L-20-22     ;Operator_6
40717;WGHG3L;13.0;1;L-20-13     ;Operator_6
40717;WGHG3L;14.0;1;L-20-13     ;Operator_6
40717;WGHG3L;11.0;1;L-20-12     ;Operator_6
40717;WGHG3L;11.0;1;L-20-12     ;Operator_6
40717;WGHG3L;11.0;1;L-20-12     ;Operator_6
40717;WGHG3L;10.0;1;L-20-11     ;Operator_6
40717;I1X92B;12.0;1;L-10-23     ;Operator_6
40717;I1X92B;12.0;1;L-10-23     ;Operator_6
40717;I1X92B;12.5;1;L-10-23     ;Operator_6
40717;I1X92B;12.5;1;L-10-23     ;Operator_6
40717;I1X92B;11.0;1;L-10-22     ;Operator_6
40717;I1X92B;11.0;1;L-10-22     ;Operator_6
40717;I1X92B;11.5;1;L-10-12     ;Operator_6
40717;I1X92B;11.5;1;L-10-12     ;Operator_6
40717;I1X92B;10.5;1;L-10-11     ;Operator_6
40717;I1X92B;10.5;1;L-10-11     ;Operator_6
40717;I1X92B;10.5;1;L-10-11     ;Operator_6
40717;DGAONE;10.5;1;J-18-11     ;Operator_6
40717;WRRW1W;9.0;1;I-05-23     ;Operator_6
40716;I1X92B;8.5;1;L-08-12     ;Operator_3
40716;I1X92B;8.5;1;L-08-12     ;Operator_3
40716;I1X92B;9.5;1;L-08-13     ;Operator_3
40716;I1X92B;9.5;1;L-08-13     ;Operator_3
40716;I1X92B;9.5;1;L-08-13     ;Operator_3
40716;I1X92B;9.0;1;L-08-23     ;Operator_3
40716;I1X92B;9.0;1;L-08-23     ;Operator_3
40716;I1X92B;9.0;1;L-08-23     ;Operator_3
40716;I1X92B;10.0;1;L-10-21     ;Operator_3
40716;I1X92B;10.0;1;L-10-21     ;Operator_3
40716;I1X92B;10.0;1;L-10-21     ;Operator_3
40716;WGHG3L;9.5;1;L-20-21     ;Operator_3
40716;WGHG3L;9.5;1;L-20-21     ;Operator_3
40716;WGHG3L;9.5;1;L-20-21     ;Operator_3
40716;WGHG3L;10.0;1;L-20-11     ;Operator_3
40716;WGHG3L;10.0;1;L-20-11     ;Operator_3
40716;WGHG3L;8.5;1;L-18-23     ;Operator_3
40716;WGHG3L;8.5;1;L-18-23     ;Operator_3
40716;WGHG3L;8.5;1;L-18-23     ;Operator_3
40716;WGHG3L;9.0;1;L-18-13     ;Operator_3
40716;WGHG3L;9.0;1;L-18-13     ;Operator_3
40716;WGHG3L;9.0;1;L-18-13     ;Operator_3
40716;WGHG3L;8.0;1;L-18-12     ;Operator_3
40716;WGHG3L;8.0;1;L-18-12     ;Operator_3
40715;WGHG3L;7.0;1;L-18-21     ;Operator_15
40715;WGHG3L;7.0;1;L-18-21     ;Operator_15
40715;WGHG3L;7.0;1;L-18-21     ;Operator_15
40715;WGHG3L;7.0;1;L-18-21     ;Operator_15
40715;WGHG3L;8.0;1;L-18-12     ;Operator_15
40715;WGHG3L;7.5;1;L-18-11     ;Operator_15
40715;WGHG3L;7.5;1;L-18-11     ;Operator_15
40715;WGHG3L;7.5;1;L-18-11     ;Operator_15
40715;WGHG3L;7.5;1;L-18-11     ;Operator_15
40715;I1X92B;7.0;1;L-08-22     ;Operator_15
40715;I1X92B;7.0;1;L-08-22     ;Operator_15
40715;I1X92B;7.0;1;L-08-22     ;Operator_15
40715;I1X92B;7.5;1;L-08-22     ;Operator_15
40715;I1X92B;7.5;1;L-08-22     ;Operator_15
40715;I1X92B;7.5;1;L-08-22     ;Operator_15
40715;I1X92B;8.0;1;L-08-12     ;Operator_15
40715;I1X92B;8.0;1;L-08-12     ;Operator_15
40715;I1X92B;5.5;1;L-08-21     ;Operator_15
40715;I1X92B;6.0;1;L-08-11     ;Operator_15
40715;I1X92B;6.0;1;L-08-11     ;Operator_15
40715;I1X92B;6.0;1;L-08-11     ;Operator_15
40715;I1X92B;6.5;1;L-08-11     ;Operator_15
40715;I1X92B;6.5;1;L-08-11     ;Operator_15
40715;I1X92B;6.5;1;L-08-11     ;Operator_15
40714;SMMRK3;9.0;1;I-21-12     ;Operator_2
40714;XUZJ74;10.5;1;K-18-11     ;Operator_2
40714;IJBSQT;11.0;1;L-23-22     ;Operator_2
40714;IJBSQT;10.5;1;L-23-11     ;Operator_2
40714;F29V5I;11.0;1;R-15-23     ;Operator_2
40714;Q164T6;10.5;1;O-02-12     ;Operator_2
40714;Q164T6;12.0;1;O-02-12     ;Operator_2
40714;I1X92B;4.0;1;L-08-21     ;Operator_2
40714;I1X92B;4.5;1;L-08-21     ;Operator_2
40714;A7MDBC;7.0;1;O-22-22     ;Operator_2
40714;1ENECA;12.0;1;N-10-23     ;Operator_2
40714;U95NWB;12.0;1;L-16-23     ;Operator_2
40714;Z8KPP8;12.0;1;L-19-23     ;Operator_2
40714;Z8KPP8;12.0;1;L-19-23     ;Operator_2
40714;XUZJ74;9.0;1;K-16-21     ;Operator_2
40714;WRRW1W;11.0;1;I-09-11     ;Operator_3
40714;WRRW1W;9.5;1;I-07-11     ;Operator_3
40714;WRRW1W;8.0;1;I-05-21     ;Operator_3
40714;8N10W9;12.0;1;H-10-22     ;Operator_3
40714;8N10W9;11.0;1;H-10-11     ;Operator_3
40714;8N10W9;11.0;1;H-10-11     ;Operator_3
40714;8N10W9;10.0;1;H-08-22     ;Operator_3
40714;8N10W9;10.5;1;H-08-13     ;Operator_3
40713;NJVZEL;9.5;1;O-09-23     ;Operator_2
40713;1ENECA;10.0;1;N-10-11     ;Operator_2
40713;1ENECA;9.0;1;N-08-13     ;Operator_2
40713;IA7X1P;10.5;1;M-05-11     ;Operator_2
40713;IA7X1P;8.0;1;M-03-22     ;Operator_2
40713;IA7X1P;12.0;1;M-05-12     ;Operator_2
40713;7BU1V7;11.0;1;M-20-12     ;Operator_2
40713;WH1BJI;11.0;1;M-24-12     ;Operator_2
40713;U95NWB;8.5;1;L-14-23     ;Operator_2
40713;NJVZEL;8.5;1;J-10-22     ;Operator_2
40713;AKP0A7;9.0;1;K-21-21     ;Operator_2
40713;AKP0A7;11.0;1;K-23-22     ;Operator_2
40713;SMMRK3;12.0;1;I-23-23     ;Operator_2
40713;SMMRK3;10.5;1;I-23-22     ;Operator_2
40713;SMMRK3;8.5;1;I-21-11     ;Operator_2
40713;WRRW1W;8.0;1;I-05-21     ;Operator_2
40713;I1KDJ0;7.5;1;I-04-23     ;Operator_2
40713;8N10W9;11.0;1;H-10-11     ;Operator_2
40713;8N10W9;9.5;1;H-08-21     ;Operator_2
40713;8N10W9;10.5;1;H-08-13     ;Operator_2
40713;8N10W9;9.0;1;H-06-23     ;Operator_2
40713;8N10W9;9.0;1;H-06-23     ;Operator_2
40713;8N10W9;8.5;1;H-06-12     ;Operator_2
40712;AB9XBU;10.5;1;P-02-21     ;Operator_3
40712;1ENECA;10.0;1;N-10-11     ;Operator_3
