waveNumber;reference;Size (US);quantityToPick (units);locations;operator
43175;8N10W9;9.0;1;H-06-13     ;Operator_1
43175;8N10W9;9.0;1;H-06-13     ;Operator_1
43175;8N10W9;9.0;1;H-06-13     ;Operator_1
43175;8N10W9;9.0;1;H-06-13     ;Operator_1
43175;8N10W9;9.0;1;H-06-13     ;Operator_1
43175;8N10W9;9.0;1;H-06-13     ;Operator_1
43175;2T1DJM;13.0;1;I-18-23     ;Operator_1
43175;W25EZN;13.0;1;L-24-13     ;Operator_1
43175;W25EZN;11.0;1;L-24-12     ;Operator_1
43175;J3FI7N;11.0;1;N-16-12     ;Operator_1
43175;0LNUOV;8.5;1;N-03-23     ;Operator_1
43175;0LNUOV;10.0;1;N-05-22     ;Operator_1
43175;TNAHD4;10.0;1;K-07-21     ;Operator_1
43175;QVFB0Q;10.5;1;K-10-12     ;Operator_1
43175;05W6TK;9.5;1;J-07-21     ;Operator_1
43175;05W6TK;9.5;1;J-07-21     ;Operator_1
43175;05W6TK;9.5;1;J-07-21     ;Operator_1
43175;05W6TK;9.5;1;J-07-21     ;Operator_1
43175;05W6TK;9.5;1;J-07-21     ;Operator_1
43175;05W6TK;9.5;1;J-07-21     ;Operator_1
43175;05W6TK;9.5;1;J-07-21     ;Operator_1
43174;XUZJ74;11.0;1;K-18-12     ;Operator_2
43174;XUZJ74;11.0;1;K-18-12     ;Operator_2
43174;XUZJ74;10.5;1;K-18-21     ;Operator_2
43174;XUZJ74;10.5;1;K-18-21     ;Operator_2
43174;05W6TK;9.5;1;J-07-21     ;Operator_2
43174;05W6TK;9.5;1;J-07-21     ;Operator_2
43174;05W6TK;9.5;1;J-07-21     ;Operator_2
43174;05W6TK;9.5;1;J-07-21     ;Operator_2
43174;05W6TK;9.5;1;J-07-21     ;Operator_2
43174;7BU1V7;10.5;1;M-20-22     ;Operator_2
43174;QTMT7N;10.0;1;Q-07-11     ;Operator_2
43174;PP9DNA;10.5;1;O-23-22     ;Operator_2
43174;PP9DNA;10.5;1;O-23-22     ;Operator_2
43174;PP9DNA;10.5;1;P-02-11     ;Operator_2
43174;JUUL5B;9.0;1;P-18-21     ;Operator_2
43174;AX7BJ8;11.0;1;O-03-23     ;Operator_2
43174;AX7BJ8;11.0;1;O-03-23     ;Operator_2
43174;M8W7TS;8.5;1;O-13-22     ;Operator_2
43174;M8W7TS;8.5;1;O-13-22     ;Operator_2
43174;M8W7TS;8.5;1;O-13-22     ;Operator_2
43174;WH1BJI;9.0;1;M-22-13     ;Operator_2
43174;CD1NU9;13.0;1;M-23-23     ;Operator_2
43174;CD1NU9;13.0;1;M-23-23     ;Operator_2
43174;W25EZN;11.0;1;L-24-12     ;Operator_2
43173;QTMT7N;8.0;1;Q-07-22     ;Operator_3
43173;QTMT7N;8.0;1;Q-07-22     ;Operator_3
43173;QTMT7N;8.0;1;Q-07-22     ;Operator_3
43173;JUUL5B;6.0;1;O-08-13     ;Operator_3
43173;JUUL5B;13.0;1;P-17-21     ;Operator_3
43173;JUUL5B;9.0;1;P-18-21     ;Operator_3
43173;JUUL5B;9.0;1;P-18-21     ;Operator_3
43173;ASG1IT;6.0;1;P-19-21     ;Operator_3
43173;7BU1V7;8.0;1;M-18-12     ;Operator_3
43173;CD1NU9;8.5;1;M-21-23     ;Operator_3
43173;CD1NU9;8.5;1;M-21-23     ;Operator_3
43173;CD1NU9;8.5;1;M-21-23     ;Operator_3
43173;CD1NU9;8.0;1;M-21-12     ;Operator_3
43173;CD1NU9;8.0;1;M-21-12     ;Operator_3
43173;CD1NU9;8.0;1;M-21-12     ;Operator_3
43173;7BU1V7;11.0;1;M-20-12     ;Operator_3
43173;2OAVPY;11.0;1;K-09-21     ;Operator_3
43173;SMMRK3;10.0;1;I-23-21     ;Operator_3
43173;8D9SAW;9.0;1;I-15-22     ;Operator_3
43173;8D9SAW;9.0;1;I-15-22     ;Operator_3
43173;8D9SAW;9.0;1;I-15-22     ;Operator_3
43173;8D9SAW;9.0;1;I-15-22     ;Operator_3
43173;SMMRK3;14.0;1;I-23-13     ;Operator_3
43173;SMMRK3;10.5;1;I-23-22     ;Operator_3
43172;HOUGRO;6.0;1;L-09-21     ;Operator_3
43172;5HQR89;8.5;1;N-02-22     ;Operator_3
43172;70EPUK;7.5;1;O-01-21     ;Operator_3
43172;YXGRMP;12.0;1;P-02-13     ;Operator_3
43172;YXGRMP;12.0;1;P-02-13     ;Operator_3
43172;YXGRMP;12.0;1;P-02-13     ;Operator_3
43172;YXGRMP;12.0;1;P-02-13     ;Operator_3
43172;YXGRMP;12.0;1;P-04-21     ;Operator_3
43172;YXGRMP;12.0;1;P-04-21     ;Operator_3
43172;YXGRMP;12.0;1;P-04-21     ;Operator_3
43172;YXGRMP;12.0;1;P-04-21     ;Operator_3
43172;YXGRMP;12.0;1;P-04-21     ;Operator_3
43172;YXGRMP;12.0;1;P-04-21     ;Operator_3
43172;70EPUK;8.5;1;O-23-22     ;Operator_3
43172;YXGRMP;11.0;1;P-13-11     ;Operator_3
43172;70EPUK;8.5;1;P-21-21     ;Operator_3
43172;1D2ILZ;8.5;1;O-15-13     ;Operator_3
43172;XPZSZ1;12.0;1;O-18-11     ;Operator_3
43172;XPZSZ1;12.0;1;O-18-11     ;Operator_3
43172;XPZSZ1;8.0;1;O-18-11     ;Operator_3
43172;YXGRMP;16.0;1;O-23-13     ;Operator_3
43172;LXJQVG;5.0;1;J-20-21     ;Operator_3
43172;8D9SAW;10.0;1;I-17-11     ;Operator_3
43172;8D9SAW;10.0;1;I-17-11     ;Operator_3
43171;D8AMD3;8.5;1;O-01-12     ;Operator_3
43171;D8AMD3;8.5;1;O-01-12     ;Operator_3
43171;D8AMD3;8.5;1;O-01-12     ;Operator_3
43171;YXGRMP;8.0;1;P-01-13     ;Operator_3
43171;YXGRMP;8.0;1;P-03-11     ;Operator_3
43171;YXGRMP;8.0;1;P-03-11     ;Operator_3
43171;YXGRMP;8.0;1;P-03-11     ;Operator_3
43171;YXGRMP;8.0;1;P-03-11     ;Operator_3
43171;YXGRMP;8.0;1;P-03-11     ;Operator_3
43171;YXGRMP;8.0;1;P-21-21     ;Operator_3
43171;YXGRMP;8.0;1;P-21-21     ;Operator_3
43171;YXGRMP;8.0;1;P-21-21     ;Operator_3
43171;YXGRMP;8.0;1;P-21-21     ;Operator_3
43171;YXGRMP;8.0;1;P-21-21     ;Operator_3
43171;YXGRMP;10.0;1;O-24-23     ;Operator_3
43171;YXGRMP;10.0;1;O-24-23     ;Operator_3
43171;D8AMD3;8.5;1;O-19-21     ;Operator_3
43171;D8AMD3;8.5;1;O-19-21     ;Operator_3
43171;D8AMD3;8.5;1;O-19-21     ;Operator_3
43171;YXGRMP;11.0;1;O-14-21     ;Operator_3
43171;YXGRMP;11.0;1;O-14-21     ;Operator_3
43171;YXGRMP;11.0;1;O-14-21     ;Operator_3
43171;YXGRMP;11.0;1;O-14-21     ;Operator_3
43171;YXGRMP;11.0;1;O-14-21     ;Operator_3
43170;1D2ILZ;9.0;1;P-22-22     ;Operator_3
43170;1D2ILZ;9.0;1;P-22-22     ;Operator_3
43170;1D2ILZ;9.0;1;P-22-22     ;Operator_3
43170;QXS5D1;6.5;1;Q-09-11     ;Operator_3
43170;QXS5D1;6.5;1;Q-09-11     ;Operator_3
43170;QXS5D1;6.5;1;Q-01-11     ;Operator_3
43170;QXS5D1;6.5;1;Q-01-11     ;Operator_3
43170;QXS5D1;6.5;1;Q-01-11     ;Operator_3
43170;1D2ILZ;9.0;1;Q-01-11     ;Operator_3
43170;1D2ILZ;9.0;1;Q-01-11     ;Operator_3
43170;1D2ILZ;9.0;1;Q-01-11     ;Operator_3
43170;QXS5D1;9.0;1;Q-09-21     ;Operator_3
43170;H51IVV;11.0;1;R-13-11     ;Operator_3
43170;QXS5D1;10.0;1;P-19-21     ;Operator_3
43170;1D2ILZ;6.0;1;P-16-13     ;Operator_3
43170;IPGA7X;9.0;1;P-09-21     ;Operator_3
43170;IPGA7X;9.0;1;P-09-21     ;Operator_3
43170;IPGA7X;9.0;1;P-09-21     ;Operator_3
43170;YKQY4X;9.0;1;O-18-21     ;Operator_3
43170;YKQY4X;9.0;1;O-18-21     ;Operator_3
43170;QXS5D1;9.0;1;O-18-11     ;Operator_3
43170;QXS5D1;9.0;1;O-18-11     ;Operator_3
43170;QXS5D1;9.0;1;K-09-23     ;Operator_3
43170;QXS5D1;9.5;1;K-09-23     ;Operator_3
43169;O7AXAK;12.0;1;P-20-23     ;Operator_3
43169;W25EZN;8.5;1;L-22-23     ;Operator_3
43169;AKP0A7;11.0;1;K-23-22     ;Operator_3
43169;AKP0A7;9.5;1;K-21-12     ;Operator_3
43169;AKP0A7;8.5;1;K-19-13     ;Operator_3
43169;SMMRK3;9.0;1;I-21-12     ;Operator_3
43169;SMMRK3;9.0;1;I-21-12     ;Operator_3
43169;TNAHD4;10.5;1;K-07-22     ;Operator_3
43169;TNAHD4;10.5;1;K-07-22     ;Operator_3
43169;TNAHD4;10.0;1;K-07-21     ;Operator_3
43169;TNAHD4;10.0;1;K-07-21     ;Operator_3
43169;TNAHD4;11.0;1;K-07-12     ;Operator_3
43169;TNAHD4;11.0;1;K-07-12     ;Operator_3
43169;TNAHD4;11.0;1;K-07-12     ;Operator_3
43169;TNAHD4;9.5;1;K-05-13     ;Operator_3
43169;TNAHD4;9.0;1;K-05-22     ;Operator_3
43169;TNAHD4;8.5;1;K-05-11     ;Operator_3
43169;TNAHD4;8.0;1;K-03-23     ;Operator_3
43169;TNAHD4;7.0;1;K-03-21     ;Operator_3
43168;NM6C73;13.0;1;L-06-23     ;Operator_3
43168;YE890X;12.0;1;Q-07-11     ;Operator_3
43168;2OAVPY;11.0;1;K-09-21     ;Operator_3
43168;05W6TK;9.0;1;J-05-23     ;Operator_3
43168;05W6TK;9.0;1;J-05-23     ;Operator_3
43168;05W6TK;9.0;1;J-05-23     ;Operator_3
43168;05W6TK;9.0;1;J-05-23     ;Operator_3
43168;05W6TK;9.0;1;J-05-23     ;Operator_3
43168;05W6TK;9.0;1;J-05-23     ;Operator_3
43168;05W6TK;10.0;1;J-09-23     ;Operator_3
43168;JEGRCL;10.0;1;J-17-11     ;Operator_3
43168;JEGRCL;13.0;1;J-17-13     ;Operator_3
43168;SMMRK3;9.0;1;I-21-12     ;Operator_3
43168;SMMRK3;10.0;1;I-23-21     ;Operator_3
43168;WRRW1W;11.0;1;I-09-11     ;Operator_3
43168;WRRW1W;10.0;1;I-07-22     ;Operator_3
43168;8N10W9;13.0;1;H-10-12     ;Operator_3
43168;LXJQVG;7.0;1;J-20-22     ;Operator_2
43168;JEGRCL;8.0;1;J-13-13     ;Operator_2
43168;8N10W9;8.0;1;H-06-21     ;Operator_2
43168;8N10W9;8.0;1;H-06-21     ;Operator_2
43168;8N10W9;8.0;1;H-06-21     ;Operator_2
43167;2T1DJM;9.0;1;I-16-12     ;Operator_1
43167;SMMRK3;12.0;1;I-23-23     ;Operator_1
43167;SMMRK3;12.0;1;I-23-23     ;Operator_1
43167;56TC1Z;12.0;1;M-16-23     ;Operator_1
43167;56TC1Z;10.5;1;M-16-22     ;Operator_1
43167;56TC1Z;10.5;1;M-16-22     ;Operator_1
43167;56TC1Z;11.0;1;M-16-12     ;Operator_1
43167;56TC1Z;9.5;1;M-16-21     ;Operator_1
43167;32ZKOX;9.0;1;M-13-23     ;Operator_1
43167;56TC1Z;9.0;1;M-14-13     ;Operator_1
43167;O9YFO8;12.0;1;M-10-23     ;Operator_1
43167;U95NWB;10.5;1;L-16-22     ;Operator_1
43167;U95NWB;9.5;1;L-16-21     ;Operator_1
43167;U95NWB;9.0;1;L-14-13     ;Operator_1
43167;U95NWB;7.5;1;L-14-22     ;Operator_1
43167;U95NWB;7.5;1;L-14-22     ;Operator_1
43167;O7TSVL;9.5;1;O-18-11     ;Operator_1
43167;O7TSVL;9.0;1;O-16-13     ;Operator_1
43167;QTMT7N;8.5;1;O-09-22     ;Operator_1
43167;5HQR89;9.0;1;O-06-21     ;Operator_1
43166;SMMRK3;10.0;1;I-23-21     ;Operator_2
43166;SMMRK3;10.0;1;I-23-21     ;Operator_2
43166;WRRW1W;10.5;1;I-07-13     ;Operator_2
43166;I1KDJ0;10.5;1;I-08-23     ;Operator_2
43166;9KHDG3;11.0;1;P-09-12     ;Operator_2
43166;9KHDG3;12.0;1;N-01-23     ;Operator_2
43166;TBCCF7;12.0;1;M-06-23     ;Operator_2
43166;TBCCF7;10.5;1;M-06-22     ;Operator_2
43166;WGHG3L;13.0;1;L-20-13     ;Operator_2
43166;WGHG3L;11.0;1;L-20-12     ;Operator_2
43166;WGHG3L;11.0;1;L-20-12     ;Operator_2
43166;WGHG3L;11.0;1;L-20-12     ;Operator_2
43166;WGHG3L;12.0;1;L-20-23     ;Operator_2
43166;WGHG3L;12.0;1;L-20-23     ;Operator_2
43166;XUZJ74;10.5;1;K-18-21     ;Operator_2
43166;AKP0A7;10.5;1;K-23-21     ;Operator_2
43166;AKP0A7;10.5;1;K-23-21     ;Operator_2
43166;AKP0A7;10.5;1;K-23-21     ;Operator_2
43166;AKP0A7;11.0;1;K-23-22     ;Operator_2
43166;AKP0A7;12.0;1;K-23-23     ;Operator_2
43166;I1KDJ0;11.0;1;I-10-21     ;Operator_2
43166;SMMRK3;8.0;1;I-19-23     ;Operator_2
43166;SMMRK3;9.5;1;I-21-23     ;Operator_2
43166;SMMRK3;10.5;1;I-23-22     ;Operator_2
43165;I1KDJ0;9.0;1;I-06-13     ;Operator_1
43165;I1KDJ0;9.0;1;I-06-13     ;Operator_1
43165;I1KDJ0;10.0;1;I-08-12     ;Operator_1
43165;I1KDJ0;10.0;1;I-08-12     ;Operator_1
43165;AKP0A7;7.5;1;K-19-11     ;Operator_1
43165;AKP0A7;9.5;1;K-21-12     ;Operator_1
43165;AKP0A7;10.0;1;K-21-13     ;Operator_1
43165;CD1NU9;10.0;1;M-23-11     ;Operator_1
43165;WGHG3L;9.0;1;L-18-13     ;Operator_1
43165;WGHG3L;10.0;1;L-20-11     ;Operator_1
43165;WGHG3L;10.0;1;L-20-11     ;Operator_1
43165;WGHG3L;10.0;1;L-20-11     ;Operator_1
43165;CD1NU9;9.0;1;M-21-13     ;Operator_1
43165;CD1NU9;9.5;1;M-23-21     ;Operator_1
43165;J3FI7N;9.5;1;N-16-21     ;Operator_1
43165;J3FI7N;9.0;1;N-14-13     ;Operator_1
43165;1ENECA;10.0;1;N-10-11     ;Operator_1
43165;RAUDQ6;9.5;1;N-09-21     ;Operator_1
43165;F73ZE1;7.5;1;P-05-12     ;Operator_1
43165;X31OGS;10.0;1;P-05-12     ;Operator_1
43165;X31OGS;10.0;1;P-03-13     ;Operator_1
43165;F73ZE1;8.5;1;P-03-13     ;Operator_1
43165;05W6TK;7.5;1;J-03-13     ;Operator_1
43165;05W6TK;8.0;1;J-03-13     ;Operator_1
43164;WRRW1W;10.0;1;I-07-12     ;Operator_1
43164;WRRW1W;10.5;1;I-07-13     ;Operator_1
43164;AKP0A7;11.0;1;K-23-12     ;Operator_1
43164;AKP0A7;10.5;1;K-23-11     ;Operator_1
43164;AKP0A7;10.5;1;K-23-11     ;Operator_1
43164;AKP0A7;10.5;1;K-23-11     ;Operator_1
43164;AKP0A7;10.0;1;K-21-13     ;Operator_1
43164;AKP0A7;10.0;1;K-21-13     ;Operator_1
43164;J3FI7N;12.0;1;N-16-23     ;Operator_1
43164;J3FI7N;10.5;1;N-16-22     ;Operator_1
43164;J3FI7N;10.5;1;N-16-22     ;Operator_1
43164;J3FI7N;10.0;1;N-16-11     ;Operator_1
43164;1ENECA;11.0;1;N-10-12     ;Operator_1
43164;1ENECA;11.0;1;N-10-12     ;Operator_1
43164;1ENECA;11.0;1;N-10-12     ;Operator_1
43164;1ENECA;11.0;1;N-10-12     ;Operator_1
43164;1ENECA;11.0;1;N-10-12     ;Operator_1
43164;1ENECA;11.0;1;N-10-12     ;Operator_1
43164;1ENECA;12.0;1;N-10-23     ;Operator_1
43164;1ENECA;12.0;1;N-10-23     ;Operator_1
43164;RAUDQ6;10.5;1;N-09-22     ;Operator_1
43164;RAUDQ6;12.0;1;N-09-23     ;Operator_1
43164;F29V5I;7.5;1;O-08-21     ;Operator_1
43164;TBCCF7;9.5;1;M-06-21     ;Operator_1
43163;Q50W5L;9.5;1;L-05-22     ;Operator_3
43163;TBCCF7;9.5;1;M-06-21     ;Operator_3
43163;TBCCF7;10.5;1;M-06-22     ;Operator_3
43163;TBCCF7;13.0;1;M-06-23     ;Operator_3
43163;1ENECA;8.5;1;N-08-23     ;Operator_3
43163;RAUDQ6;10.0;1;N-09-11     ;Operator_3
43163;RAUDQ6;9.5;1;N-09-21     ;Operator_3
43163;RAUDQ6;10.5;1;N-09-22     ;Operator_3
43163;RAUDQ6;10.5;1;N-09-22     ;Operator_3
43163;1ENECA;9.5;1;N-10-21     ;Operator_3
43163;1ENECA;9.5;1;N-10-21     ;Operator_3
43163;1ENECA;9.5;1;N-10-21     ;Operator_3
43163;1ENECA;9.5;1;N-10-21     ;Operator_3
43163;1ENECA;12.0;1;N-10-23     ;Operator_3
43163;J3FI7N;10.0;1;N-16-11     ;Operator_3
43163;J3FI7N;11.0;1;N-16-12     ;Operator_3
43163;J3FI7N;9.5;1;N-16-21     ;Operator_3
43163;J3FI7N;10.5;1;N-16-22     ;Operator_3
43163;J3FI7N;12.0;1;N-16-23     ;Operator_3
43163;AKP0A7;11.0;1;K-23-22     ;Operator_3
43163;AKP0A7;11.0;1;K-23-22     ;Operator_3
43163;KTDZY0;9.5;1;K-22-23     ;Operator_3
43163;AKP0A7;9.5;1;K-21-12     ;Operator_3
43163;WRRW1W;9.0;1;I-05-23     ;Operator_3
43162;1ENECA;8.0;1;N-08-12     ;Operator_2
43162;WRRW1W;8.5;1;I-05-22     ;Operator_2
43162;WRRW1W;8.5;1;I-05-22     ;Operator_2
43162;WRRW1W;9.0;1;I-05-23     ;Operator_2
43162;WRRW1W;9.0;1;I-05-23     ;Operator_2
43162;WRRW1W;9.0;1;I-05-23     ;Operator_2
43162;RAUDQ6;10.0;1;N-09-11     ;Operator_2
43162;1ENECA;7.0;1;N-08-21     ;Operator_2
43162;RAUDQ6;9.0;1;N-07-13     ;Operator_2
43162;RAUDQ6;11.0;1;N-09-12     ;Operator_2
43162;J3FI7N;9.0;1;N-14-13     ;Operator_2
43162;J3FI7N;9.0;1;N-14-13     ;Operator_2
43162;Q50W5L;8.0;1;L-03-23     ;Operator_2
43162;TNAHD4;8.0;1;K-03-23     ;Operator_2
43162;TNAHD4;9.0;1;K-05-22     ;Operator_2
43162;TNAHD4;11.0;1;K-07-12     ;Operator_2
43162;TNAHD4;10.5;1;K-07-22     ;Operator_2
43162;TNAHD4;10.0;1;K-07-21     ;Operator_2
43162;TNAHD4;10.0;1;K-07-21     ;Operator_2
43162;TNAHD4;13.0;1;K-07-13     ;Operator_2
43162;AKP0A7;8.5;1;K-19-13     ;Operator_2
43162;AKP0A7;8.0;1;K-19-22     ;Operator_2
43162;AHR20O;8.5;1;J-19-23     ;Operator_2
43161;WRRW1W;12.0;1;I-09-13     ;Operator_1
43161;WRRW1W;12.0;1;I-09-13     ;Operator_1
43161;WRRW1W;12.0;1;I-09-13     ;Operator_1
43161;WRRW1W;12.0;1;I-09-13     ;Operator_1
43161;WRRW1W;12.0;1;I-09-13     ;Operator_1
43161;LXJQVG;14.0;1;J-24-23     ;Operator_1
43161;W25EZN;14.0;1;L-24-13     ;Operator_1
43161;XUZJ74;8.5;1;K-14-13     ;Operator_1
43161;XUZJ74;8.5;1;K-14-13     ;Operator_1
43161;XUZJ74;8.0;1;K-14-12     ;Operator_1
43161;UHYJ3A;13.0;1;R-13-23     ;Operator_1
43160;FQ53YY;10.0;1;P-02-22     ;Operator_3
43160;J3FI7N;12.0;1;N-01-11     ;Operator_3
43160;UHYJ3A;11.0;1;M-01-21     ;Operator_3
43160;TBCCF7;9.0;1;M-04-13     ;Operator_3
43160;TBCCF7;9.0;1;M-04-13     ;Operator_3
43160;TBCCF7;10.0;1;M-06-11     ;Operator_3
43160;TBCCF7;10.0;1;M-06-11     ;Operator_3
43160;TBCCF7;10.0;1;M-06-11     ;Operator_3
43160;TBCCF7;10.0;1;M-06-11     ;Operator_3
43160;TBCCF7;11.0;1;M-06-12     ;Operator_3
43160;TBCCF7;11.0;1;M-06-12     ;Operator_3
43160;TBCCF7;11.0;1;M-06-12     ;Operator_3
43160;TBCCF7;9.5;1;M-06-21     ;Operator_3
43160;TBCCF7;9.5;1;M-06-21     ;Operator_3
43160;TBCCF7;9.5;1;M-06-21     ;Operator_3
43160;TBCCF7;12.0;1;M-06-23     ;Operator_3
43160;O9YFO8;12.0;1;M-10-23     ;Operator_3
43160;J3FI7N;11.0;1;N-16-12     ;Operator_3
43160;J3FI7N;11.0;1;N-16-12     ;Operator_3
43160;J3FI7N;11.0;1;N-16-12     ;Operator_3
43160;IJBSQT;9.0;1;L-21-23     ;Operator_3
43160;NISP6K;12.0;1;K-26-20     ;Operator_3
43160;UHYJ3A;9.0;1;K-09-13     ;Operator_3
43159;8N10W9;7.0;1;H-04-22     ;Operator_1
43159;WRRW1W;6.0;1;I-03-11     ;Operator_1
43159;WRRW1W;6.0;1;I-03-11     ;Operator_1
43159;WRRW1W;6.0;1;I-03-11     ;Operator_1
43159;2T1DJM;7.5;1;I-14-12     ;Operator_1
43159;V7JUQL;7.5;1;K-13-12     ;Operator_1
43159;V7JUQL;7.5;1;K-13-12     ;Operator_1
43159;LXJQVG;7.5;1;J-20-12     ;Operator_1
43159;LXJQVG;7.5;1;J-20-12     ;Operator_1
43159;LXJQVG;7.5;1;J-20-12     ;Operator_1
43159;AKP0A7;7.0;1;K-19-11     ;Operator_1
43159;AKP0A7;7.5;1;K-19-11     ;Operator_1
43159;KTDZY0;6.5;1;K-20-11     ;Operator_1
43159;W25EZN;7.5;1;L-22-11     ;Operator_1
43159;W25EZN;7.0;1;L-22-21     ;Operator_1
43159;W25EZN;8.0;1;L-22-22     ;Operator_1
43159;W25EZN;8.0;1;L-22-22     ;Operator_1
43159;ZGYCSW;8.5;1;R-23-22     ;Operator_1
43159;ZGYCSW;9.0;1;P-23-13     ;Operator_1
43159;ZGYCSW;7.0;1;P-21-22     ;Operator_1
43159;FQ53YY;8.0;1;Q-09-13     ;Operator_1
43159;Y813MQ;8.5;1;Q-07-23     ;Operator_1
43159;5HQR89;8.5;1;N-02-22     ;Operator_1
43158;SMMRK3;11.0;1;I-23-12     ;Operator_2
43158;SMMRK3;11.0;1;I-23-12     ;Operator_2
43158;XUZJ74;9.5;1;RC-04       ;Operator_2
43158;XUZJ74;9.5;1;RC-04       ;Operator_2
43158;XUZJ74;12.0;1;RC-04       ;Operator_2
43158;XUZJ74;10.5;1;RC-04       ;Operator_2
43158;XUZJ74;10.5;1;RC-04       ;Operator_2
43158;SMMRK3;10.0;1;RC-01       ;Operator_2
43158;SMMRK3;10.0;1;RC-01       ;Operator_2
43158;XUZJ74;11.0;1;K-18-12     ;Operator_2
43158;XUZJ74;11.0;1;K-18-12     ;Operator_2
43158;7BU1V7;10.5;1;M-20-22     ;Operator_2
43158;7BU1V7;13.0;1;M-20-23     ;Operator_2
43158;7BU1V7;12.0;1;M-20-23     ;Operator_2
43158;7BU1V7;11.0;1;M-20-12     ;Operator_2
43158;7BU1V7;10.0;1;M-20-11     ;Operator_2
43158;XUZJ74;13.0;1;K-18-13     ;Operator_2
43158;XUZJ74;14.0;1;K-18-13     ;Operator_2
43158;SMMRK3;12.0;1;I-23-23     ;Operator_2
43158;SMMRK3;13.0;1;I-23-23     ;Operator_2
43158;SMMRK3;10.5;1;I-23-22     ;Operator_2
43158;SMMRK3;10.5;1;I-23-22     ;Operator_2
43158;SMMRK3;8.5;1;I-21-21     ;Operator_2
43157;WRRW1W;11.0;1;I-09-11     ;Operator_4
43157;8N10W9;13.0;1;H-10-12     ;Operator_4
43157;J3FI7N;12.0;1;N-01-11     ;Operator_4
43157;J3FI7N;11.0;1;N-16-12     ;Operator_4
43157;J3FI7N;13.0;1;N-16-23     ;Operator_4
43157;EUMBM7;11.0;1;N-24-13     ;Operator_4
43157;Z8KPP8;12.0;1;L-19-23     ;Operator_4
43157;TNAHD4;11.0;1;K-07-12     ;Operator_4
43157;TNAHD4;10.5;1;K-07-22     ;Operator_4
43157;TNAHD4;13.0;1;K-07-13     ;Operator_4
43157;TNAHD4;12.0;1;K-07-23     ;Operator_4
43157;V7JUQL;13.0;1;K-17-23     ;Operator_4
43157;AKP0A7;11.0;1;K-23-22     ;Operator_4
43157;KTDZY0;13.0;1;K-24-13     ;Operator_4
43157;KTDZY0;11.0;1;K-24-12     ;Operator_4
43157;JEGRCL;13.0;1;J-17-13     ;Operator_4
43157;JEGRCL;12.0;1;J-17-13     ;Operator_4
43157;JEGRCL;10.5;1;J-17-12     ;Operator_4
43157;JEGRCL;11.0;1;J-17-23     ;Operator_4
43157;DGAONE;13.0;1;J-18-23     ;Operator_4
43157;SMMRK3;8.5;1;I-21-21     ;Operator_4
43157;8D9SAW;12.0;1;I-17-23     ;Operator_4
43157;8D9SAW;11.0;1;I-17-12     ;Operator_4
43157;8N10W9;12.0;1;H-10-22     ;Operator_4
43156;8N10W9;9.5;1;H-08-11     ;Operator_1
43156;8N10W9;10.0;1;H-08-22     ;Operator_1
43156;8N10W9;10.5;1;H-08-23     ;Operator_1
43156;WRRW1W;9.5;1;I-07-11     ;Operator_1
43156;WRRW1W;9.5;1;I-07-11     ;Operator_1
43156;WRRW1W;10.0;1;I-07-12     ;Operator_1
43156;WRRW1W;10.0;1;I-07-12     ;Operator_1
43156;I1KDJ0;10.5;1;I-08-13     ;Operator_1
43156;I1KDJ0;10.0;1;I-08-12     ;Operator_1
43156;TNAHD4;9.5;1;K-05-23     ;Operator_1
43156;TNAHD4;10.0;1;K-07-21     ;Operator_1
43156;8D9SAW;9.5;1;I-15-23     ;Operator_1
43156;JEGRCL;10.0;1;J-17-11     ;Operator_1
43156;8D9SAW;10.0;1;I-17-11     ;Operator_1
43156;AKP0A7;9.5;1;K-21-12     ;Operator_1
43156;AKP0A7;10.0;1;K-21-23     ;Operator_1
43156;AKP0A7;10.5;1;K-23-21     ;Operator_1
43156;EUMBM7;10.5;1;O-20-22     ;Operator_1
43156;J2URNJ;10.0;1;P-16-11     ;Operator_1
43156;J3FI7N;10.0;1;N-16-11     ;Operator_1
43156;J3FI7N;10.5;1;N-16-22     ;Operator_1
43156;J3FI7N;9.5;1;N-16-21     ;Operator_1
43156;RAUDQ6;10.5;1;N-09-22     ;Operator_1
43156;RAUDQ6;10.0;1;N-09-11     ;Operator_1
43155;UNPPMJ;8.5;1;P-18-23     ;Operator_3
43155;EUMBM7;8.0;1;O-24-21     ;Operator_3
43155;Y813MQ;7.5;1;O-18-13     ;Operator_3
43155;EUMBM7;7.0;1;O-08-23     ;Operator_3
43155;EUMBM7;7.5;1;O-08-23     ;Operator_3
43155;RAUDQ6;9.0;1;N-07-13     ;Operator_3
43155;RAUDQ6;9.5;1;N-09-21     ;Operator_3
43155;J3FI7N;9.0;1;N-14-13     ;Operator_3
43155;J3FI7N;8.5;1;N-14-23     ;Operator_3
43155;EUMBM7;8.5;1;N-22-13     ;Operator_3
43155;EUMBM7;9.0;1;N-22-13     ;Operator_3
43155;AKP0A7;9.0;1;K-21-21     ;Operator_3
43155;AKP0A7;8.0;1;K-19-22     ;Operator_3
43155;AKP0A7;8.5;1;K-19-13     ;Operator_3
43155;V7JUQL;7.0;1;K-13-22     ;Operator_3
43155;TNAHD4;9.0;1;K-05-22     ;Operator_3
43155;TNAHD4;8.5;1;K-05-11     ;Operator_3
