codCustomer;orderNumber;orderToCollect;Reference;Size (US);quantity (units);creationDate;waveNumber;operator
C0000016            ;107476;2;U8203G;10;4;25/05/2023 07:16;38302;Operator_17
C0000016            ;107476;14;QVFB0Q;8;2;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;13;ZRCYSH;95;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;12;W25EZN;9;2;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;11;8D9SAW;9;3;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;9;PP9DNA;95;2;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;8;PP9DNA;85;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;7;PP9DNA;75;2;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;6;V7JUQL;6;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;5;32ZKOX;5;2;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;4;70EPUK;65;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107476;1;AX7BJ8;9;2;25/05/2023 07:16;38301;Operator_8
C0000016            ;107475;2;HOUGRO;6;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107475;1;O9YFO8;65;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107474;6;ZRCYSH;10;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107474;4;Z8KPP8;13;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107474;3;V6K6JX;10;1;25/05/2023 07:16;38301;Operator_8
C0000016            ;107474;5;ZRCYSH;95;1;25/05/2023 07:16;38300;Operator_5
C0000016            ;107474;2;V6K6JX;9;1;25/05/2023 07:16;38300;Operator_5
C0000016            ;107474;1;V6K6JX;5;1;25/05/2023 07:16;38300;Operator_5
C0000016            ;107473;2;XPZSZ1;115;1;25/05/2023 07:16;38300;Operator_5
C0000016            ;107473;1;05W6TK;85;2;25/05/2023 07:16;38300;Operator_5
C0000016            ;107472;1;YKQY4X;4;1;25/05/2023 07:16;38300;Operator_5
C0000016            ;107471;1;32ZKOX;9;1;25/05/2023 07:16;38300;Operator_5
C0000016            ;107470;3;05W6TK;10;16;25/05/2023 07:16;38300;Operator_5
C0000016            ;107470;3;05W6TK;10;8;25/05/2023 07:16;38299;Operator_2
C0000016            ;107470;2;05W6TK;9;13;25/05/2023 07:16;38299;Operator_2
C0000016            ;107470;1;05W6TK;65;1;25/05/2023 07:16;38299;Operator_2
C0000016            ;107469;3;V6K6JX;115;1;25/05/2023 07:16;38299;Operator_2
C0000016            ;107469;2;V6K6JX;9;1;25/05/2023 07:16;38299;Operator_2
C0000016            ;107469;1;XPZSZ1;85;1;25/05/2023 07:16;38298;Operator_17
C0000016            ;107468;2;ASG1IT;4;1;25/05/2023 07:16;38298;Operator_17
C0000016            ;107468;1;V6K6JX;9;1;25/05/2023 07:16;38298;Operator_17
C0000016            ;107467;1;XPZSZ1;13;1;25/05/2023 07:16;38298;Operator_17
C0000016            ;107466;2;1D2ILZ;7;2;25/05/2023 07:16;38298;Operator_17
C0000016            ;107466;1;1D2ILZ;55;1;25/05/2023 07:16;38298;Operator_17
C0000016            ;107465;7;EYEOXS;105;4;25/05/2023 07:16;38298;Operator_17
C0000016            ;107465;6;EYEOXS;95;1;25/05/2023 07:16;38298;Operator_17
C0000016            ;107465;5;EYEOXS;85;3;25/05/2023 07:16;38298;Operator_17
C0000016            ;107465;4;EYEOXS;75;3;25/05/2023 07:16;38298;Operator_17
C0000016            ;107465;3;EYEOXS;65;1;25/05/2023 07:16;38298;Operator_17
C0000016            ;107465;2;EYEOXS;55;1;25/05/2023 07:16;38298;Operator_17
C0000016            ;107465;1;EYEOXS;45;4;25/05/2023 07:16;38298;Operator_17
C0000016            ;107464;2;05W6TK;95;24;25/05/2023 07:16;38297;Operator_17
C0000016            ;107464;2;05W6TK;95;6;25/05/2023 07:16;38296;Operator_17
C0000016            ;107464;1;05W6TK;9;12;25/05/2023 07:16;38296;Operator_17
C0000016            ;107463;4;QXS5D1;75;1;25/05/2023 07:16;38296;Operator_17
C0000016            ;107463;3;QXS5D1;7;1;25/05/2023 07:16;38296;Operator_17
C0000016            ;107463;2;QXS5D1;6;1;25/05/2023 07:16;38296;Operator_17
C0000016            ;107463;1;05W6TK;55;2;25/05/2023 07:16;38296;Operator_17
C0000016            ;107462;1;QXS5D1;75;1;25/05/2023 07:16;38295;Operator_4
C0000016            ;107461;1;WRRW1W;85;6;25/05/2023 07:16;38295;Operator_4
C0000016            ;107460;3;VWXLZJ;11;1;25/05/2023 07:16;38295;Operator_4
C0000016            ;107460;2;VWXLZJ;9;1;25/05/2023 07:16;38295;Operator_4
C0000016            ;107460;1;CVU3QV;7;1;25/05/2023 07:16;38295;Operator_4
C0000016            ;107459;13;I1KDJ0;12;18;25/05/2023 07:16;38295;Operator_4
C0000016            ;107459;13;I1KDJ0;12;12;25/05/2023 07:16;38294;Operator_4
C0000016            ;107459;12;I1KDJ0;11;12;25/05/2023 07:16;38294;Operator_4
C0000016            ;107459;12;I1KDJ0;11;6;25/05/2023 07:16;38293;Operator_17
C0000016            ;107459;11;I1KDJ0;105;6;25/05/2023 07:16;38293;Operator_17
C0000016            ;107459;6;D8AMD3;105;6;25/05/2023 07:16;38293;Operator_17
C0000016            ;107459;2;O9YFO8;105;6;25/05/2023 07:16;38293;Operator_17
C0000016            ;107459;10;I1KDJ0;10;12;25/05/2023 07:16;38292;Operator_8
C0000016            ;107459;3;D05ZS7;10;6;25/05/2023 07:16;38292;Operator_8
C0000016            ;107459;1;O9YFO8;10;6;25/05/2023 07:16;38292;Operator_8
C0000016            ;107459;9;I1KDJ0;95;24;25/05/2023 07:16;38291;Operator_4
C0000016            ;107459;9;I1KDJ0;95;18;25/05/2023 07:16;38290;Operator_17
C0000016            ;107459;5;D8AMD3;9;6;25/05/2023 07:16;38290;Operator_17
C0000016            ;107459;8;I1KDJ0;8;12;25/05/2023 07:16;38289;Operator_17
C0000016            ;107459;5;D8AMD3;9;6;25/05/2023 07:16;38289;Operator_17
C0000016            ;107459;4;D8AMD3;85;6;25/05/2023 07:16;38289;Operator_17
C0000016            ;107459;8;I1KDJ0;8;24;25/05/2023 07:16;38288;Operator_4
C0000016            ;107459;7;I1KDJ0;7;12;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;14;FJ25W1;9;1;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;13;56TC1Z;9;1;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;12;56TC1Z;8;1;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;11;QVFB0Q;95;3;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;8;84ABYS;85;2;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;7;JUUL5B;8;1;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;6;YKQY4X;85;1;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;4;AX7BJ8;105;1;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;3;X31OGS;85;1;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;1;XPZSZ1;105;1;25/05/2023 07:16;38287;Operator_8
C0000016            ;107458;10;QVFB0Q;75;1;25/05/2023 07:16;38286;Operator_17
C0000016            ;107458;9;WRRW1W;4;2;25/05/2023 07:16;38286;Operator_17
C0000016            ;107458;7;JUUL5B;8;4;25/05/2023 07:16;38286;Operator_17
C0000016            ;107458;5;M8W7TS;75;3;25/05/2023 07:16;38286;Operator_17
C0000016            ;107458;2;ASG1IT;6;1;25/05/2023 07:16;38286;Operator_17
C0000016            ;107457;20;QVFB0Q;12;1;25/05/2023 07:16;38286;Operator_17
C0000016            ;107457;14;LXJQVG;13;6;25/05/2023 07:16;38286;Operator_17
C0000016            ;107457;13;LXJQVG;12;6;25/05/2023 07:16;38286;Operator_17
C0000016            ;107457;30;8N10W9;11;13;25/05/2023 07:16;38285;Operator_4
C0000016            ;107457;25;TBCCF7;12;6;25/05/2023 07:16;38285;Operator_4
C0000016            ;107457;20;QVFB0Q;12;5;25/05/2023 07:16;38285;Operator_4
C0000016            ;107457;30;8N10W9;11;5;25/05/2023 07:16;38284;Operator_8
C0000016            ;107457;24;TBCCF7;11;6;25/05/2023 07:16;38284;Operator_8
C0000016            ;107457;9;WRRW1W;11;6;25/05/2023 07:16;38284;Operator_8
C0000016            ;107457;6;JEGRCL;11;7;25/05/2023 07:16;38284;Operator_8
C0000016            ;107457;18;V7JUQL;105;1;25/05/2023 07:16;38283;Operator_8
C0000016            ;107457;12;LXJQVG;105;12;25/05/2023 07:16;38283;Operator_8
C0000016            ;107457;8;WRRW1W;105;6;25/05/2023 07:16;38283;Operator_8
C0000016            ;107457;6;JEGRCL;11;5;25/05/2023 07:16;38283;Operator_8
C0000016            ;107457;23;2T1DJM;10;1;25/05/2023 07:16;38282;Operator_14
C0000016            ;107457;18;V7JUQL;105;11;25/05/2023 07:16;38282;Operator_14
C0000016            ;107457;17;V7JUQL;10;12;25/05/2023 07:16;38282;Operator_14
C0000016            ;107457;29;8N10W9;10;6;25/05/2023 07:16;38281;Operator_2
C0000016            ;107457;23;2T1DJM;10;5;25/05/2023 07:16;38281;Operator_2
C0000016            ;107457;7;WRRW1W;10;13;25/05/2023 07:16;38281;Operator_2
C0000016            ;107457;7;WRRW1W;10;5;25/05/2023 07:16;38280;Operator_8
C0000016            ;107457;5;JEGRCL;10;12;25/05/2023 07:16;38280;Operator_8
C0000016            ;107457;3;M8W7TS;95;6;25/05/2023 07:16;38280;Operator_8
C0000016            ;107457;4;JEGRCL;95;1;25/05/2023 07:16;38280;Operator_8
C0000016            ;107457;21;CD1NU9;95;6;25/05/2023 07:16;38279;Operator_14
C0000016            ;107457;11;LXJQVG;95;12;25/05/2023 07:16;38279;Operator_14
C0000016            ;107457;4;JEGRCL;95;5;25/05/2023 07:16;38279;Operator_14
C0000016            ;107457;28;8N10W9;95;1;25/05/2023 07:16;38279;Operator_14
C0000016            ;107457;28;8N10W9;95;5;25/05/2023 07:16;38278;Operator_8
C0000016            ;107457;27;8N10W9;9;6;25/05/2023 07:16;38278;Operator_8
C0000016            ;107457;19;QVFB0Q;9;6;25/05/2023 07:16;38278;Operator_8
C0000016            ;107457;16;V7JUQL;9;6;25/05/2023 07:16;38278;Operator_8
C0000016            ;107457;10;LXJQVG;9;1;25/05/2023 07:16;38278;Operator_8
C0000016            ;107457;26;8N10W9;85;1;25/05/2023 07:16;38277;Operator_8
C0000016            ;107457;15;V7JUQL;85;6;25/05/2023 07:16;38277;Operator_8
C0000016            ;107457;10;LXJQVG;9;11;25/05/2023 07:16;38277;Operator_8
C0000016            ;107457;2;M8W7TS;85;6;25/05/2023 07:16;38277;Operator_8
C0000016            ;107457;26;8N10W9;85;5;25/05/2023 07:16;38276;Operator_14
C0000016            ;107457;22;2T1DJM;8;6;25/05/2023 07:16;38276;Operator_14
C0000016            ;107457;1;M8W7TS;8;6;25/05/2023 07:16;38276;Operator_14
C0000016            ;107456;1;05W6TK;115;6;25/05/2023 07:16;38276;Operator_14
C0000016            ;107455;3;XPZSZ1;105;1;25/05/2023 07:16;38276;Operator_14
C0000016            ;107455;2;XPZSZ1;8;4;25/05/2023 07:16;38275;Operator_3
C0000016            ;107455;1;XPZSZ1;7;5;25/05/2023 07:16;38275;Operator_3
C0000016            ;107454;1;EYEOXS;8;1;25/05/2023 07:16;38275;Operator_3
C0000016            ;107453;4;V6K6JX;95;1;25/05/2023 07:16;38275;Operator_3
C0000016            ;107453;3;XPZSZ1;95;1;25/05/2023 07:16;38275;Operator_3
C0000016            ;107453;2;05W6TK;115;6;25/05/2023 07:16;38275;Operator_3
C0000016            ;107453;1;05W6TK;105;4;25/05/2023 07:16;38275;Operator_3
C0000016            ;107452;1;XPZSZ1;10;2;25/05/2023 07:16;38275;Operator_3
C0000997            ;107451;1;IYV9SV;12;1;25/05/2023 07:15;38274;Operator_8
C0000997            ;107450;1;HXQR4L;11;1;25/05/2023 07:15;38274;Operator_8
C0000996            ;107449;1;56TC1Z;11;1;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;10;HXQR4L;12;1;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;9;HXQR4L;11;1;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;8;HXQR4L;105;1;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;7;HXQR4L;10;2;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;6;HXQR4L;95;2;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;5;HXQR4L;9;2;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;4;HXQR4L;85;1;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;3;HXQR4L;8;1;25/05/2023 07:15;38274;Operator_8
C0000988            ;107448;3;HXQR4L;8;1;25/05/2023 07:15;38273;Operator_14
C0000988            ;107448;2;HXQR4L;75;2;25/05/2023 07:15;38273;Operator_14
C0000988            ;107448;1;HXQR4L;7;3;25/05/2023 07:15;38273;Operator_14
C0000983            ;107447;3;37VA62;8;2;25/05/2023 07:15;38273;Operator_14
C0000983            ;107447;2;37VA62;75;2;25/05/2023 07:15;38273;Operator_14
C0000983            ;107447;1;37VA62;6;2;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;11;HXQR4L;13;1;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;10;HXQR4L;12;1;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;9;HXQR4L;11;1;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;8;HXQR4L;105;1;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;7;HXQR4L;10;2;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;6;HXQR4L;95;2;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;5;HXQR4L;9;2;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;4;HXQR4L;85;1;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;3;HXQR4L;8;1;25/05/2023 07:15;38273;Operator_14
C0000983            ;107446;2;HXQR4L;75;2;25/05/2023 07:15;38272;Operator_3
C0000983            ;107446;1;HXQR4L;7;2;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;11;HXQR4L;13;1;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;10;HXQR4L;12;1;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;9;HXQR4L;11;1;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;8;HXQR4L;105;1;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;7;HXQR4L;10;2;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;6;HXQR4L;95;2;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;5;HXQR4L;9;2;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;4;HXQR4L;85;1;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;3;HXQR4L;8;1;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;2;HXQR4L;75;2;25/05/2023 07:15;38272;Operator_3
C0000980            ;107445;1;HXQR4L;7;2;25/05/2023 07:15;38272;Operator_3
C0000957            ;107444;1;NM6C73;105;2;25/05/2023 07:15;38272;Operator_3
C0000956            ;107443;1;IYV9SV;12;1;25/05/2023 07:15;38272;Operator_3
C0000952            ;107442;1;HXQR4L;11;1;25/05/2023 07:15;38272;Operator_3
C0000935            ;107441;8;HXQR4L;12;1;25/05/2023 07:15;38271;Operator_14
C0000935            ;107441;7;HXQR4L;11;1;25/05/2023 07:15;38271;Operator_14
C0000935            ;107441;6;HXQR4L;105;1;25/05/2023 07:15;38271;Operator_14
C0000935            ;107441;5;HXQR4L;10;2;25/05/2023 07:15;38271;Operator_14
C0000935            ;107441;4;HXQR4L;95;1;25/05/2023 07:15;38271;Operator_14
C0000935            ;107441;3;HXQR4L;9;1;25/05/2023 07:15;38271;Operator_14
C0000935            ;107441;2;HXQR4L;85;1;25/05/2023 07:15;38271;Operator_14
C0000935            ;107441;1;IYV9SV;12;1;25/05/2023 07:15;38271;Operator_14
C0000923            ;107440;7;HXQR4L;12;1;25/05/2023 07:15;38271;Operator_14
C0000923            ;107440;6;HXQR4L;11;1;25/05/2023 07:15;38271;Operator_14
C0000923            ;107440;5;HXQR4L;105;1;25/05/2023 07:15;38271;Operator_14
C0000923            ;107440;4;HXQR4L;10;1;25/05/2023 07:15;38271;Operator_14
C0000923            ;107440;3;HXQR4L;95;1;25/05/2023 07:15;38271;Operator_14
C0000923            ;107440;2;HXQR4L;9;1;25/05/2023 07:15;38271;Operator_14
C0000923            ;107440;1;IYV9SV;12;1;25/05/2023 07:15;38271;Operator_14
C0000919            ;107439;1;IYV9SV;12;1;25/05/2023 07:15;38271;Operator_14
C0000917            ;107438;12;HXQR4L;13;1;25/05/2023 07:15;38271;Operator_14
C0000917            ;107438;11;HXQR4L;12;1;25/05/2023 07:15;38271;Operator_14
C0000917            ;107438;10;HXQR4L;11;2;25/05/2023 07:15;38271;Operator_14
C0000917            ;107438;9;HXQR4L;105;2;25/05/2023 07:15;38271;Operator_14
C0000917            ;107438;1;IYV9SV;12;1;25/05/2023 07:15;38271;Operator_14
C0000917            ;107438;8;HXQR4L;10;3;25/05/2023 07:15;38270;Operator_3
C0000917            ;107438;7;HXQR4L;95;3;25/05/2023 07:15;38270;Operator_3
C0000917            ;107438;6;HXQR4L;9;2;25/05/2023 07:15;38270;Operator_3
C0000917            ;107438;5;HXQR4L;85;1;25/05/2023 07:15;38270;Operator_3
C0000917            ;107438;4;HXQR4L;8;1;25/05/2023 07:15;38270;Operator_3
C0000917            ;107438;3;HXQR4L;75;1;25/05/2023 07:15;38270;Operator_3
C0000917            ;107438;2;HXQR4L;7;1;25/05/2023 07:15;38270;Operator_3
C0000906            ;107437;5;8N10W9;12;1;25/05/2023 07:15;38270;Operator_3
C0000906            ;107437;4;8N10W9;11;2;25/05/2023 07:15;38270;Operator_3
C0000906            ;107437;3;8N10W9;105;2;25/05/2023 07:15;38270;Operator_3
C0000906            ;107437;2;8N10W9;95;1;25/05/2023 07:15;38270;Operator_3
C0000906            ;107437;1;8N10W9;9;2;25/05/2023 07:15;38270;Operator_3
C0000904            ;107436;10;8N10W9;11;2;25/05/2023 07:15;38270;Operator_3
C0000904            ;107436;2;LXJQVG;105;2;25/05/2023 07:15;38270;Operator_3
C0000904            ;107436;9;8N10W9;105;3;25/05/2023 07:15;38269;Operator_14
C0000904            ;107436;8;8N10W9;10;2;25/05/2023 07:15;38269;Operator_14
C0000904            ;107436;7;ZRCYSH;105;1;25/05/2023 07:15;38269;Operator_14
C0000904            ;107436;6;ZRCYSH;10;1;25/05/2023 07:15;38269;Operator_14
C0000904            ;107436;5;ZRCYSH;9;1;25/05/2023 07:15;38269;Operator_14
C0000904            ;107436;4;8D9SAW;105;2;25/05/2023 07:15;38269;Operator_14
C0000904            ;107436;3;8D9SAW;10;2;25/05/2023 07:15;38269;Operator_14
C0000904            ;107436;2;LXJQVG;105;3;25/05/2023 07:15;38269;Operator_14
C0000904            ;107436;1;LXJQVG;9;4;25/05/2023 07:15;38269;Operator_14
C0000849            ;107435;8;HXQR4L;12;1;25/05/2023 07:15;38269;Operator_14
C0000849            ;107435;7;HXQR4L;11;1;25/05/2023 07:15;38269;Operator_14
C0000849            ;107435;6;HXQR4L;105;1;25/05/2023 07:15;38269;Operator_14
C0000849            ;107435;5;HXQR4L;10;1;25/05/2023 07:15;38269;Operator_14
C0000849            ;107435;4;HXQR4L;95;1;25/05/2023 07:15;38269;Operator_14
C0000849            ;107435;3;HXQR4L;9;1;25/05/2023 07:15;38268;Operator_3
C0000849            ;107435;2;HXQR4L;85;1;25/05/2023 07:15;38268;Operator_3
C0000849            ;107435;1;HXQR4L;8;1;25/05/2023 07:15;38268;Operator_3
C0000849            ;107434;3;NM6C73;105;2;25/05/2023 07:15;38268;Operator_3
C0000849            ;107434;2;NM6C73;85;2;25/05/2023 07:15;38268;Operator_3
C0000849            ;107434;1;NM6C73;75;1;25/05/2023 07:15;38268;Operator_3
C0000849            ;107433;1;IJBSQT;7;1;25/05/2023 07:15;38268;Operator_3
C0000839            ;107432;1;JUUL5B;75;1;25/05/2023 07:15;38268;Operator_3
C0000831            ;107431;14;V6K6JX;12;2;25/05/2023 07:15;38268;Operator_3
C0000831            ;107431;9;05W6TK;12;10;25/05/2023 07:15;38268;Operator_3
C0000831            ;107431;8;05W6TK;115;2;25/05/2023 07:15;38268;Operator_3
C0000831            ;107431;13;V6K6JX;105;3;25/05/2023 07:15;38267;Operator_14
C0000831            ;107431;8;05W6TK;115;8;25/05/2023 07:15;38267;Operator_14
C0000831            ;107431;7;05W6TK;11;10;25/05/2023 07:15;38267;Operator_14
C0000831            ;107431;6;05W6TK;105;3;25/05/2023 07:15;38267;Operator_14
C0000831            ;107431;12;V6K6JX;10;1;25/05/2023 07:15;38266;Operator_14
C0000831            ;107431;11;V6K6JX;95;1;25/05/2023 07:15;38266;Operator_14
C0000831            ;107431;6;05W6TK;105;7;25/05/2023 07:15;38266;Operator_14
C0000831            ;107431;5;05W6TK;10;10;25/05/2023 07:15;38266;Operator_14
C0000831            ;107431;4;05W6TK;95;5;25/05/2023 07:15;38266;Operator_14
C0000831            ;107431;10;V6K6JX;9;4;25/05/2023 07:15;38265;Operator_3
C0000831            ;107431;4;05W6TK;95;5;25/05/2023 07:15;38265;Operator_3
C0000831            ;107431;3;05W6TK;9;10;25/05/2023 07:15;38265;Operator_3
C0000831            ;107431;2;05W6TK;85;5;25/05/2023 07:15;38265;Operator_3
C0000831            ;107431;1;05W6TK;8;5;25/05/2023 07:15;38264;Operator_14
C0000829            ;107430;4;IA7X1P;12;1;25/05/2023 07:15;38264;Operator_14
C0000829            ;107430;3;IA7X1P;9;2;25/05/2023 07:15;38264;Operator_14
C0000829            ;107430;2;IA7X1P;7;2;25/05/2023 07:15;38264;Operator_14
C0000829            ;107430;1;W25EZN;9;1;25/05/2023 07:15;38264;Operator_14
C0000820            ;107429;2;NM6C73;105;1;25/05/2023 07:15;38264;Operator_14
C0000820            ;107429;1;IJBSQT;7;1;25/05/2023 07:15;38264;Operator_14
C0000819            ;107428;1;37VA62;13;1;25/05/2023 07:15;38264;Operator_14
C0000810            ;107427;1;NM6C73;75;1;25/05/2023 07:15;38264;Operator_14
C0000808            ;107426;3;V6K6JX;9;1;25/05/2023 07:15;38264;Operator_14
C0000808            ;107426;2;05W6TK;95;2;25/05/2023 07:15;38264;Operator_14
C0000808            ;107426;1;05W6TK;9;1;25/05/2023 07:15;38264;Operator_14
C0000804            ;107425;5;IA7X1P;12;1;25/05/2023 07:15;38264;Operator_14
C0000804            ;107425;4;IA7X1P;11;1;25/05/2023 07:15;38264;Operator_14
C0000804            ;107425;3;IA7X1P;10;1;25/05/2023 07:15;38264;Operator_14
C0000804            ;107425;2;IA7X1P;9;1;25/05/2023 07:15;38264;Operator_14
C0000804            ;107425;1;IA7X1P;85;1;25/05/2023 07:15;38264;Operator_14
C0000770            ;107424;42;7BU1V7;12;1;25/05/2023 07:15;38264;Operator_14
C0000770            ;107424;41;7BU1V7;9;2;25/05/2023 07:15;38264;Operator_14
C0000770            ;107424;40;8N10W9;12;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;39;8N10W9;105;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;36;IA7X1P;105;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;31;W25EZN;12;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;30;W25EZN;105;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;28;SWN7AU;11;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;27;SWN7AU;105;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;26;KTDZY0;105;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;23;1ENECA;11;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;22;1ENECA;105;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;21;1ENECA;10;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;18;32ZKOX;10;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;16;WGHG3L;13;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;15;WGHG3L;12;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;14;WGHG3L;11;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;10;WRRW1W;12;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;9;WRRW1W;11;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;6;TNAHD4;11;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;5;TNAHD4;10;3;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;4;JEGRCL;12;2;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;2;AB9XBU;10;1;25/05/2023 07:15;38263;Operator_3
C0000770            ;107424;38;8N10W9;8;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;37;ZRCYSH;8;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;35;IA7X1P;10;3;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;34;IA7X1P;95;2;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;33;IA7X1P;9;2;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;32;IA7X1P;8;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;29;W25EZN;85;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;25;KTDZY0;9;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;24;KTDZY0;85;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;20;1ENECA;95;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;19;1ENECA;9;2;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;18;32ZKOX;10;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;17;G8ASPE;9;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;13;WGHG3L;95;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;12;WGHG3L;9;2;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;11;WGHG3L;8;2;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;8;WRRW1W;9;1;25/05/2023 07:15;38262;Operator_3
C0000770            ;107424;7;WRRW1W;6;1;25/05/2023 07:15;38261;Operator_17
C0000770            ;107424;3;JEGRCL;8;3;25/05/2023 07:15;38261;Operator_17
C0000770            ;107424;1;AB9XBU;8;1;25/05/2023 07:15;38261;Operator_17
C0000762            ;107423;3;Q164T6;11;1;25/05/2023 07:15;38261;Operator_17
C0000762            ;107423;2;7BU1V7;75;1;25/05/2023 07:15;38261;Operator_17
C0000762            ;107423;1;IYV9SV;12;1;25/05/2023 07:15;38261;Operator_17
C0000753            ;107422;1;HXQR4L;95;1;25/05/2023 07:15;38261;Operator_17
C0000747            ;107421;1;8N10W9;11;1;25/05/2023 07:15;38261;Operator_17
C0000747            ;107420;1;9KZ6W1;7;1;25/05/2023 07:15;38261;Operator_17
C0000747            ;107419;1;ZGYCSW;14;1;25/05/2023 07:15;38261;Operator_17
C0000747            ;107418;1;9KZ6W1;9;1;25/05/2023 07:15;38261;Operator_17
C0000747            ;107417;1;9KZ6W1;85;1;25/05/2023 07:15;38261;Operator_17
C0000747            ;107416;1;8N10W9;8;1;25/05/2023 07:15;38261;Operator_17
C0000747            ;107415;1;TBCCF7;105;1;25/05/2023 07:15;38261;Operator_17
C0000747            ;107414;1;8D9SAW;11;1;25/05/2023 07:15;38261;Operator_17
