codCustomer;orderNumber;orderToCollect;Reference;Size (US);quantity (units);creationDate;waveNumber;operator
C0000697            ;123644;1;M67GNC;10;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;11;8N10W9;12;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;10;8N10W9;11;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;9;8N10W9;105;2;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;8;8N10W9;10;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;7;8N10W9;95;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;6;8N10W9;9;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;5;8N10W9;85;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;4;8N10W9;8;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;3;WRRW1W;13;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;2;WRRW1W;95;2;12/10/2023 07:55;42949;Operator_4
C0000697            ;123643;1;WRRW1W;85;3;12/10/2023 07:55;42949;Operator_4
C0000697            ;123642;8;DGAONE;13;1;12/10/2023 07:55;42949;Operator_4
C0000697            ;123642;8;DGAONE;13;1;12/10/2023 07:55;42948;Operator_8
C0000697            ;123642;7;Z8KPP8;12;1;12/10/2023 07:55;42948;Operator_8
C0000697            ;123642;6;RUUOCB;95;1;12/10/2023 07:55;42948;Operator_8
C0000697            ;123642;5;WGHG3L;9;1;12/10/2023 07:55;42948;Operator_8
C0000697            ;123642;4;JEGRCL;11;1;12/10/2023 07:55;42948;Operator_8
C0000697            ;123642;3;JEGRCL;95;1;12/10/2023 07:55;42948;Operator_8
C0000697            ;123642;2;JEGRCL;9;1;12/10/2023 07:55;42948;Operator_8
C0000697            ;123642;1;JEGRCL;85;1;12/10/2023 07:55;42948;Operator_8
C0000697            ;123641;1;K3YA1X;9;1;12/10/2023 07:55;42948;Operator_8
C0000692            ;123640;3;Q164T6;95;1;12/10/2023 07:55;42948;Operator_8
C0000692            ;123640;2;9KHDG3;10;1;12/10/2023 07:55;42948;Operator_8
C0000692            ;123640;1;V7JUQL;8;1;12/10/2023 07:55;42948;Operator_8
C0000674            ;123639;2;U95NWB;105;1;12/10/2023 07:55;42948;Operator_8
C0000674            ;123639;1;8D9SAW;10;1;12/10/2023 07:55;42948;Operator_8
C0000660            ;123638;2;8N10W9;13;3;12/10/2023 07:55;42948;Operator_8
C0000660            ;123638;1;8N10W9;10;3;12/10/2023 07:55;42948;Operator_8
C0000646            ;123637;5;WRRW1W;12;1;12/10/2023 07:55;42948;Operator_8
C0000646            ;123637;4;WRRW1W;10;1;12/10/2023 07:55;42948;Operator_8
C0000646            ;123637;3;WRRW1W;9;1;12/10/2023 07:55;42948;Operator_8
C0000646            ;123637;2;WRRW1W;8;1;12/10/2023 07:55;42948;Operator_8
C0000646            ;123637;1;WRRW1W;75;1;12/10/2023 07:55;42947;Operator_6
C0000646            ;123636;1;8D9SAW;65;1;12/10/2023 07:55;42947;Operator_6
C0000646            ;123635;1;8D9SAW;65;1;12/10/2023 07:55;42947;Operator_6
C0000640            ;123634;3;XLTRGL;10;1;12/10/2023 07:55;42947;Operator_6
C0000640            ;123634;2;KZ5VR3;10;1;12/10/2023 07:55;42947;Operator_6
C0000640            ;123634;1;6WT73N;10;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123633;3;XUZJ74;11;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123633;2;2OAVPY;6;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123633;1;I1KDJ0;13;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;12;8E9F1P;7;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;11;SMMRK3;11;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;10;TBCCF7;10;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;9;J3FI7N;9;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;8;KTDZY0;7;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;7;0LNUOV;9;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;6;AHR20O;9;2;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;5;ZGYCSW;7;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;4;69L9MX;95;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;3;WRRW1W;13;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;2;WRRW1W;95;1;12/10/2023 07:55;42947;Operator_6
C0000639            ;123632;1;4SD17H;8;1;12/10/2023 07:55;42947;Operator_6
C0000630            ;123631;3;WH1BJI;13;1;12/10/2023 07:55;42947;Operator_6
C0000630            ;123631;2;WH1BJI;105;1;12/10/2023 07:55;42947;Operator_6
C0000630            ;123631;1;WH1BJI;10;1;12/10/2023 07:55;42946;Operator_4
C0000623            ;123630;2;8N10W9;13;2;12/10/2023 07:55;42946;Operator_4
C0000623            ;123630;1;WRRW1W;95;1;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;21;SMMRK3;12;2;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;20;SMMRK3;10;2;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;19;SMMRK3;8;1;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;18;8N10W9;11;2;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;17;8N10W9;105;3;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;12;2T1DJM;12;1;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;11;WRRW1W;12;1;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;8;TNAHD4;12;4;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;7;TNAHD4;11;2;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;6;TNAHD4;105;2;12/10/2023 07:55;42946;Operator_4
C0000566            ;123629;16;8N10W9;10;3;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;15;8N10W9;95;4;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;14;8N10W9;9;3;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;13;8N10W9;8;2;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;10;WRRW1W;9;1;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;5;TNAHD4;10;2;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;4;TNAHD4;95;4;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;3;TNAHD4;9;2;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;2;TNAHD4;85;3;12/10/2023 07:55;42945;Operator_8
C0000566            ;123629;9;WRRW1W;75;1;12/10/2023 07:55;42944;Operator_4
C0000566            ;123629;1;TNAHD4;7;2;12/10/2023 07:55;42944;Operator_4
C0000559            ;123628;1;O7AXAK;10;2;12/10/2023 07:55;42944;Operator_4
C0000559            ;123627;1;05W6TK;10;2;12/10/2023 07:55;42944;Operator_4
C0000559            ;123626;2;05W6TK;12;6;12/10/2023 07:55;42944;Operator_4
C0000559            ;123626;1;05W6TK;10;4;12/10/2023 07:55;42944;Operator_4
C0000559            ;123625;2;O7AXAK;105;1;12/10/2023 07:55;42944;Operator_4
C0000559            ;123625;1;O7AXAK;10;1;12/10/2023 07:55;42944;Operator_4
C0000559            ;123624;1;05W6TK;10;4;12/10/2023 07:55;42944;Operator_4
C0000557            ;123623;2;Q50W5L;12;1;12/10/2023 07:55;42944;Operator_4
C0000557            ;123623;1;Q50W5L;105;2;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;10;Q50W5L;14;1;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;9;Q50W5L;12;1;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;8;Q50W5L;11;1;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;7;Q50W5L;105;2;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;6;Q50W5L;10;1;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;5;Q50W5L;95;2;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;4;Q50W5L;9;1;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;3;Q50W5L;85;1;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;2;J2URNJ;105;1;12/10/2023 07:55;42943;Operator_5
C0000557            ;123622;1;J2URNJ;95;1;12/10/2023 07:55;42943;Operator_5
C0000553            ;123621;7;8N10W9;8;1;12/10/2023 07:55;42943;Operator_5
C0000553            ;123621;6;8N10W9;75;1;12/10/2023 07:55;42943;Operator_5
C0000553            ;123621;5;56TC1Z;11;1;12/10/2023 07:55;42943;Operator_5
C0000553            ;123621;4;56TC1Z;10;1;12/10/2023 07:55;42943;Operator_5
C0000553            ;123621;3;56TC1Z;95;1;12/10/2023 07:55;42943;Operator_5
C0000553            ;123621;2;ZRCYSH;105;1;12/10/2023 07:55;42943;Operator_5
C0000553            ;123621;1;ZRCYSH;8;1;12/10/2023 07:55;42943;Operator_5
C0000552            ;123620;2;XUZJ74;75;1;12/10/2023 07:55;42943;Operator_5
C0000552            ;123620;1;WGHG3L;9;2;12/10/2023 07:55;42943;Operator_5
C0000552            ;123619;47;SMMRK3;13;1;12/10/2023 07:55;42943;Operator_5
C0000552            ;123619;58;8E9F1P;105;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;57;8E9F1P;10;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;56;8E9F1P;95;2;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;55;XUZJ74;12;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;54;XUZJ74;11;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;53;XUZJ74;105;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;52;XUZJ74;10;2;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;51;XUZJ74;95;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;50;XUZJ74;9;2;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;49;2OAVPY;105;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;48;2OAVPY;10;2;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;46;SMMRK3;11;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;45;SMMRK3;95;3;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;44;SMMRK3;9;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;43;SMMRK3;85;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;18;KTDZY0;12;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;6;DGAONE;13;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;4;6M2FJM;13;1;12/10/2023 07:55;42942;Operator_5
C0000552            ;123619;42;8N10W9;12;2;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;41;8N10W9;11;5;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;33;2T1DJM;11;2;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;29;56TC1Z;11;1;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;27;U95NWB;11;2;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;21;IA7X1P;11;2;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;20;IA7X1P;105;3;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;13;AKP0A7;11;1;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;12;AKP0A7;105;2;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;9;KZ5VR3;105;2;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;2;WRRW1W;105;2;12/10/2023 07:55;42941;Operator_6
C0000552            ;123619;40;8N10W9;105;1;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;39;8N10W9;10;5;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;38;8N10W9;95;2;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;34;TBCCF7;10;1;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;32;2T1DJM;95;1;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;28;56TC1Z;95;1;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;26;U95NWB;105;2;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;25;U95NWB;10;2;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;24;U95NWB;95;2;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;19;IA7X1P;95;3;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;17;KTDZY0;105;1;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;16;KTDZY0;95;2;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;8;KZ5VR3;95;1;12/10/2023 07:55;42940;Operator_5
C0000552            ;123619;38;8N10W9;95;2;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;37;8N10W9;9;4;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;36;8N10W9;8;2;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;35;8N10W9;75;1;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;31;2T1DJM;8;1;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;30;2T1DJM;75;1;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;23;U95NWB;9;1;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;22;U95NWB;85;1;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;15;KTDZY0;9;2;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;14;KTDZY0;8;1;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;11;AKP0A7;9;3;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;10;AKP0A7;85;2;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;3;6M2FJM;75;1;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;1;WRRW1W;9;2;12/10/2023 07:55;42939;Operator_6
C0000552            ;123619;7;KZ5VR3;75;1;12/10/2023 07:55;42938;Operator_1
C0000552            ;123619;5;DGAONE;7;1;12/10/2023 07:55;42938;Operator_1
C0000552            ;123618;1;UNPPMJ;7;1;12/10/2023 07:55;42938;Operator_1
C0000552            ;123617;1;RUUOCB;9;2;12/10/2023 07:55;42938;Operator_1
C0000552            ;123616;1;DGAONE;8;2;12/10/2023 07:55;42938;Operator_1
C0000545            ;123615;2;32ZKOX;95;1;12/10/2023 07:55;42938;Operator_1
C0000545            ;123615;1;K3YA1X;11;1;12/10/2023 07:55;42938;Operator_1
C0000544            ;123614;1;EUMBM7;10;1;12/10/2023 07:55;42938;Operator_1
C0000544            ;123613;2;YE890X;11;1;12/10/2023 07:55;42938;Operator_1
C0000544            ;123613;1;EUMBM7;105;1;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;22;8N10W9;15;1;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;21;8N10W9;13;1;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;20;8N10W9;12;1;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;19;8N10W9;11;3;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;14;RAUDQ6;11;1;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;10;ZRCYSH;11;2;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;5;HA0BOB;12;1;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;4;HA0BOB;11;1;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;1;V7JUQL;12;1;12/10/2023 07:55;42938;Operator_1
C0000543            ;123612;18;8N10W9;105;3;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;17;8N10W9;10;3;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;16;8N10W9;95;3;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;15;8N10W9;9;1;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;13;RAUDQ6;105;1;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;12;RAUDQ6;10;1;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;11;RAUDQ6;95;1;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;9;ZRCYSH;10;2;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;8;ZRCYSH;95;1;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;7;ZRCYSH;85;1;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;6;ZRCYSH;8;2;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;3;HA0BOB;95;1;12/10/2023 07:55;42937;Operator_5
C0000543            ;123612;2;HA0BOB;9;2;12/10/2023 07:55;42937;Operator_5
C0000541            ;123611;1;800OVF;10;1;12/10/2023 07:55;42937;Operator_5
C0000532            ;123610;2;Q50W5L;13;1;12/10/2023 07:55;42937;Operator_5
C0000532            ;123610;1;Q50W5L;105;3;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;9;32ZKOX;105;2;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;8;32ZKOX;95;3;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;7;32ZKOX;85;3;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;6;8D9SAW;6;2;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;5;8D9SAW;55;1;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;4;8D9SAW;65;4;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;3;8D9SAW;55;1;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;2;8D9SAW;65;4;12/10/2023 07:55;42936;Operator_6
C0000526            ;123609;1;8D9SAW;65;2;12/10/2023 07:55;42936;Operator_6
C0000523            ;123608;1;LXJQVG;10;1;12/10/2023 07:55;42935;Operator_1
C0000521            ;123607;1;V7JUQL;8;3;12/10/2023 07:55;42935;Operator_1
C0000521            ;123606;1;V7JUQL;10;2;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;11;7BU1V7;13;1;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;10;7BU1V7;12;1;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;9;XUZJ74;10;1;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;8;8N10W9;13;2;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;7;8N10W9;12;5;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;6;8N10W9;105;3;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;5;8N10W9;9;3;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;4;56TC1Z;11;1;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;3;SWN7AU;11;1;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;2;AKP0A7;12;1;12/10/2023 07:55;42935;Operator_1
C0000517            ;123605;1;JCNON3;9;1;12/10/2023 07:55;42935;Operator_1
C0000517            ;123604;9;7BU1V7;13;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123604;8;7BU1V7;11;3;12/10/2023 07:55;42934;Operator_5
C0000517            ;123604;7;7BU1V7;105;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123604;6;7BU1V7;10;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123604;5;XUZJ74;13;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123604;4;XUZJ74;12;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123604;3;XUZJ74;95;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123604;2;NJVZEL;8;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123604;1;IA7X1P;95;2;12/10/2023 07:55;42934;Operator_5
C0000517            ;123603;3;Q50W5L;9;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123603;2;Q50W5L;85;1;12/10/2023 07:55;42934;Operator_5
C0000517            ;123603;1;Q50W5L;8;1;12/10/2023 07:55;42934;Operator_5
C0000505            ;123602;1;Q50W5L;105;2;12/10/2023 07:55;42934;Operator_5
C0000501            ;123601;4;RAUDQ6;10;1;12/10/2023 07:55;42934;Operator_5
C0000501            ;123601;3;56TC1Z;12;1;12/10/2023 07:55;42934;Operator_5
C0000501            ;123601;2;ZRCYSH;12;1;12/10/2023 07:55;42934;Operator_5
C0000501            ;123601;1;ZRCYSH;8;1;12/10/2023 07:55;42934;Operator_5
C0000497            ;123600;6;8N10W9;13;1;12/10/2023 07:55;42934;Operator_5
C0000497            ;123600;5;8N10W9;12;1;12/10/2023 07:55;42934;Operator_5
C0000497            ;123600;3;HA0BOB;95;1;12/10/2023 07:55;42934;Operator_5
C0000497            ;123600;4;8N10W9;8;1;12/10/2023 07:55;42933;Operator_6
C0000497            ;123600;2;EUMBM7;9;1;12/10/2023 07:55;42933;Operator_6
C0000497            ;123600;1;F29V5I;7;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;13;I1KDJ0;13;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;12;I1KDJ0;12;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;11;I1KDJ0;10;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;10;I1KDJ0;95;2;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;9;I1KDJ0;9;2;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;8;I1KDJ0;85;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;7;8N10W9;13;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;6;8N10W9;11;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;5;8N10W9;10;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;4;8N10W9;95;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;3;8N10W9;9;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;2;ZRCYSH;75;1;12/10/2023 07:55;42933;Operator_6
C0000494            ;123599;1;I1KDJ0;10;2;12/10/2023 07:55;42933;Operator_6
C0000482            ;123598;12;I1KDJ0;12;1;12/10/2023 07:55;42933;Operator_6
C0000482            ;123598;11;I1KDJ0;11;3;12/10/2023 07:55;42933;Operator_6
C0000482            ;123598;8;TNAHD4;10;1;12/10/2023 07:55;42933;Operator_6
C0000482            ;123598;10;I1KDJ0;10;2;12/10/2023 07:55;42932;Operator_1
C0000482            ;123598;9;I1KDJ0;75;1;12/10/2023 07:55;42932;Operator_1
C0000482            ;123598;7;TNAHD4;7;1;12/10/2023 07:55;42932;Operator_1
C0000482            ;123598;6;UNPPMJ;9;1;12/10/2023 07:55;42932;Operator_1
C0000482            ;123598;5;UNPPMJ;85;2;12/10/2023 07:55;42932;Operator_1
C0000482            ;123598;4;UNPPMJ;8;1;12/10/2023 07:55;42932;Operator_1
C0000482            ;123598;3;UNPPMJ;7;1;12/10/2023 07:55;42932;Operator_1
C0000482            ;123598;2;UNPPMJ;65;1;12/10/2023 07:55;42932;Operator_1
C0000482            ;123598;1;F29V5I;75;1;12/10/2023 07:55;42932;Operator_1
C0000482            ;123597;1;FJ25W1;11;1;12/10/2023 07:55;42932;Operator_1
C0000478            ;123596;4;8N10W9;11;1;12/10/2023 07:55;42932;Operator_1
C0000478            ;123596;3;U95NWB;12;1;12/10/2023 07:55;42932;Operator_1
C0000478            ;123596;2;U95NWB;10;1;12/10/2023 07:55;42932;Operator_1
C0000478            ;123596;1;QVFB0Q;12;1;12/10/2023 07:55;42932;Operator_1
C0000477            ;123595;16;SMMRK3;95;2;12/10/2023 07:55;42932;Operator_1
C0000477            ;123595;14;U95NWB;12;1;12/10/2023 07:55;42932;Operator_1
C0000477            ;123595;13;U95NWB;11;2;12/10/2023 07:55;42932;Operator_1
C0000477            ;123595;12;U95NWB;105;1;12/10/2023 07:55;42932;Operator_1
C0000477            ;123595;5;SWN7AU;13;1;12/10/2023 07:55;42932;Operator_1
C0000477            ;123595;3;TNAHD4;13;1;12/10/2023 07:55;42932;Operator_1
C0000477            ;123595;15;8N10W9;10;1;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;11;U95NWB;10;1;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;10;U95NWB;9;1;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;9;NJVZEL;10;1;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;8;IA7X1P;9;2;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;7;W25EZN;85;1;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;6;W25EZN;8;2;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;4;KTDZY0;85;1;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;2;JEGRCL;10;2;12/10/2023 07:55;42931;Operator_6
C0000477            ;123595;1;JEGRCL;95;1;12/10/2023 07:55;42931;Operator_6
C0000472            ;123594;1;TB6WIP;10;1;12/10/2023 07:55;42931;Operator_6
C0000460            ;123593;2;F29V5I;10;2;12/10/2023 07:55;42931;Operator_6
C0000460            ;123593;1;F29V5I;85;3;12/10/2023 07:55;42931;Operator_6
C0000459            ;123592;5;8N10W9;8;1;12/10/2023 07:55;42931;Operator_6
C0000459            ;123592;4;U95NWB;10;1;12/10/2023 07:55;42931;Operator_6
C0000459            ;123592;3;W25EZN;12;1;12/10/2023 07:55;42931;Operator_6
C0000459            ;123592;2;Y813MQ;8;1;12/10/2023 07:55;42931;Operator_6
C0000459            ;123592;1;Q50W5L;105;1;12/10/2023 07:55;42931;Operator_6
C0000453            ;123591;9;V6K6JX;12;1;12/10/2023 07:55;42930;Operator_6
C0000453            ;123591;8;V6K6JX;11;1;12/10/2023 07:55;42930;Operator_6
C0000453            ;123591;7;I1X92B;12;5;12/10/2023 07:55;42930;Operator_6
C0000453            ;123591;6;I1X92B;11;1;12/10/2023 07:55;42930;Operator_6
C0000453            ;123591;5;I1X92B;105;4;12/10/2023 07:55;42930;Operator_6
C0000453            ;123591;4;I1X92B;10;5;12/10/2023 07:55;42930;Operator_6
C0000453            ;123591;3;I1X92B;95;2;12/10/2023 07:55;42930;Operator_6
C0000453            ;123591;2;I1X92B;9;2;12/10/2023 07:55;42930;Operator_6
C0000453            ;123591;1;I1X92B;8;2;12/10/2023 07:55;42930;Operator_6
C0000453            ;123590;6;O7AXAK;13;1;12/10/2023 07:55;42930;Operator_6
C0000453            ;123590;5;O7AXAK;12;1;12/10/2023 07:55;42929;Operator_1
C0000453            ;123590;4;O7AXAK;11;1;12/10/2023 07:55;42929;Operator_1
C0000453            ;123590;3;O7AXAK;105;2;12/10/2023 07:55;42929;Operator_1
C0000453            ;123590;2;O7AXAK;95;2;12/10/2023 07:55;42929;Operator_1
C0000453            ;123590;1;O7AXAK;9;1;12/10/2023 07:55;42929;Operator_1
C0000437            ;123589;1;37VA62;105;1;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;17;XUZJ74;10;2;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;16;XUZJ74;9;1;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;15;XUZJ74;85;2;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;14;SMMRK3;11;1;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;13;SMMRK3;8;1;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;12;8N10W9;11;2;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;11;8N10W9;105;2;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;8;2T1DJM;12;1;12/10/2023 07:55;42929;Operator_1
C0000418            ;123588;7;CD1NU9;105;1;12/10/2023 07:55;42929;Operator_1
