node_id,x_m,y_m,location_count,pick_tasks,pick_units,task_share,unit_share
AISLE:x=3.520000:y=9.310000,3.52,9.31,8,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=3.680000:y=-0.290000,3.68,-0.29,2,0,0.0,0.0,0.0
AISLE:x=3.680000:y=0.610000,3.68,0.61,4,0,0.0,0.0,0.0
AISLE:x=3.680000:y=1.510000,3.68,1.51,4,0,0.0,0.0,0.0
AISLE:x=3.680000:y=10.210000,3.68,10.21,4,13,13.0,0.006513026052104208,0.006513026052104208
AISLE:x=3.680000:y=11.110000,3.68,11.11,4,16,16.0,0.008016032064128256,0.008016032064128256
AISLE:x=3.680000:y=12.010000,3.68,12.01,4,34,34.0,0.017034068136272545,0.017034068136272545
AISLE:x=3.680000:y=12.910000,3.68,12.91,4,22,22.0,0.011022044088176353,0.011022044088176353
AISLE:x=3.680000:y=13.810000,3.68,13.81,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=3.680000:y=14.710000,3.68,14.71,2,0,0.0,0.0,0.0
AISLE:x=3.680000:y=2.410000,3.68,2.41,4,0,0.0,0.0,0.0
AISLE:x=3.680000:y=3.310000,3.68,3.31,4,0,0.0,0.0,0.0
AISLE:x=3.680000:y=4.210000,3.68,4.21,4,0,0.0,0.0,0.0
AISLE:x=3.680000:y=5.110000,3.68,5.11,4,0,0.0,0.0,0.0
AISLE:x=3.680000:y=6.310000,3.68,6.31,4,8,8.0,0.004008016032064128,0.004008016032064128
AISLE:x=3.680000:y=7.510000,3.68,7.51,4,9,9.0,0.0045090180360721445,0.0045090180360721445
AISLE:x=3.680000:y=8.410000,3.68,8.41,4,15,15.0,0.00751503006012024,0.00751503006012024
AISLE:x=3.680000:y=9.310000,3.68,9.31,4,7,7.0,0.0035070140280561123,0.0035070140280561123
AISLE:x=4.030000:y=10.210000,4.03,10.21,4,0,0.0,0.0,0.0
AISLE:x=4.030000:y=11.110000,4.03,11.11,4,0,0.0,0.0,0.0
AISLE:x=4.030000:y=12.010000,4.03,12.01,4,0,0.0,0.0,0.0
AISLE:x=4.030000:y=12.910000,4.03,12.91,4,0,0.0,0.0,0.0
AISLE:x=4.030000:y=13.810000,4.03,13.81,4,0,0.0,0.0,0.0
AISLE:x=4.030000:y=14.710000,4.03,14.71,2,0,0.0,0.0,0.0
AISLE:x=4.030000:y=6.310000,4.03,6.31,2,0,0.0,0.0,0.0
AISLE:x=4.030000:y=7.510000,4.03,7.51,4,0,0.0,0.0,0.0
AISLE:x=4.030000:y=8.410000,4.03,8.41,4,0,0.0,0.0,0.0
AISLE:x=4.030000:y=9.310000,4.03,9.31,4,0,0.0,0.0,0.0
AISLE:x=4.340000:y=10.210000,4.34,10.21,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=4.340000:y=11.110000,4.34,11.11,4,28,28.0,0.014028056112224449,0.014028056112224449
AISLE:x=4.340000:y=12.010000,4.34,12.01,4,17,17.0,0.008517034068136272,0.008517034068136272
AISLE:x=4.340000:y=12.910000,4.34,12.91,4,12,12.0,0.006012024048096192,0.006012024048096192
AISLE:x=4.340000:y=13.810000,4.34,13.81,4,12,12.0,0.006012024048096192,0.006012024048096192
AISLE:x=4.340000:y=14.710000,4.34,14.71,2,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=4.340000:y=6.310000,4.34,6.31,2,0,0.0,0.0,0.0
AISLE:x=4.340000:y=7.510000,4.34,7.51,4,10,10.0,0.00501002004008016,0.00501002004008016
AISLE:x=4.340000:y=8.410000,4.34,8.41,4,22,22.0,0.011022044088176353,0.011022044088176353
AISLE:x=4.340000:y=9.310000,4.34,9.31,4,16,16.0,0.008016032064128256,0.008016032064128256
AISLE:x=4.500000:y=10.210000,4.5,10.21,8,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=4.500000:y=11.110000,4.5,11.11,8,28,28.0,0.014028056112224449,0.014028056112224449
AISLE:x=4.500000:y=12.010000,4.5,12.01,8,8,8.0,0.004008016032064128,0.004008016032064128
AISLE:x=4.500000:y=12.910000,4.5,12.91,8,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=4.500000:y=13.810000,4.5,13.81,8,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=4.500000:y=14.710000,4.5,14.71,4,0,0.0,0.0,0.0
AISLE:x=4.500000:y=6.310000,4.5,6.31,4,0,0.0,0.0,0.0
AISLE:x=4.500000:y=7.510000,4.5,7.51,8,0,0.0,0.0,0.0
AISLE:x=4.500000:y=8.410000,4.5,8.41,8,10,10.0,0.00501002004008016,0.00501002004008016
AISLE:x=4.500000:y=9.310000,4.5,9.31,8,12,12.0,0.006012024048096192,0.006012024048096192
AISLE:x=4.660000:y=10.210000,4.66,10.21,4,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=4.660000:y=11.110000,4.66,11.11,4,30,30.0,0.01503006012024048,0.01503006012024048
AISLE:x=4.660000:y=12.010000,4.66,12.01,4,26,26.0,0.013026052104208416,0.013026052104208416
AISLE:x=4.660000:y=12.910000,4.66,12.91,4,0,0.0,0.0,0.0
AISLE:x=4.660000:y=13.810000,4.66,13.81,4,7,7.0,0.0035070140280561123,0.0035070140280561123
AISLE:x=4.660000:y=14.710000,4.66,14.71,2,0,0.0,0.0,0.0
AISLE:x=4.660000:y=6.310000,4.66,6.31,2,0,0.0,0.0,0.0
AISLE:x=4.660000:y=7.510000,4.66,7.51,4,6,6.0,0.003006012024048096,0.003006012024048096
AISLE:x=4.660000:y=8.410000,4.66,8.41,4,4,4.0,0.002004008016032064,0.002004008016032064
AISLE:x=4.660000:y=9.310000,4.66,9.31,4,0,0.0,0.0,0.0
AISLE:x=4.840000:y=10.210000,4.84,10.21,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=4.840000:y=11.110000,4.84,11.11,4,21,21.0,0.010521042084168337,0.010521042084168337
AISLE:x=4.840000:y=12.010000,4.84,12.01,4,0,0.0,0.0,0.0
AISLE:x=4.840000:y=12.910000,4.84,12.91,4,4,4.0,0.002004008016032064,0.002004008016032064
AISLE:x=4.840000:y=13.810000,4.84,13.81,4,0,0.0,0.0,0.0
AISLE:x=4.840000:y=14.710000,4.84,14.71,2,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=4.840000:y=6.310000,4.84,6.31,2,0,0.0,0.0,0.0
AISLE:x=4.840000:y=7.510000,4.84,7.51,4,8,8.0,0.004008016032064128,0.004008016032064128
AISLE:x=4.840000:y=8.410000,4.84,8.41,4,9,9.0,0.0045090180360721445,0.0045090180360721445
AISLE:x=4.840000:y=9.310000,4.84,9.31,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=5.000000:y=10.210000,5.0,10.21,8,0,0.0,0.0,0.0
AISLE:x=5.000000:y=11.110000,5.0,11.11,8,4,4.0,0.002004008016032064,0.002004008016032064
AISLE:x=5.000000:y=12.010000,5.0,12.01,8,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=5.000000:y=12.910000,5.0,12.91,8,0,0.0,0.0,0.0
AISLE:x=5.000000:y=13.810000,5.0,13.81,8,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=5.000000:y=14.710000,5.0,14.71,4,0,0.0,0.0,0.0
AISLE:x=5.000000:y=6.310000,5.0,6.31,4,0,0.0,0.0,0.0
AISLE:x=5.000000:y=7.510000,5.0,7.51,8,10,10.0,0.00501002004008016,0.00501002004008016
AISLE:x=5.000000:y=8.410000,5.0,8.41,8,15,15.0,0.00751503006012024,0.00751503006012024
AISLE:x=5.000000:y=9.310000,5.0,9.31,8,0,0.0,0.0,0.0
AISLE:x=5.160000:y=10.210000,5.16,10.21,4,0,0.0,0.0,0.0
AISLE:x=5.160000:y=11.110000,5.16,11.11,4,13,13.0,0.006513026052104208,0.006513026052104208
AISLE:x=5.160000:y=12.010000,5.16,12.01,4,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=5.160000:y=12.910000,5.16,12.91,4,0,0.0,0.0,0.0
AISLE:x=5.160000:y=13.810000,5.16,13.81,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=5.160000:y=14.710000,5.16,14.71,2,0,0.0,0.0,0.0
AISLE:x=5.160000:y=6.310000,5.16,6.31,2,0,0.0,0.0,0.0
AISLE:x=5.160000:y=7.510000,5.16,7.51,4,9,9.0,0.0045090180360721445,0.0045090180360721445
AISLE:x=5.160000:y=8.410000,5.16,8.41,4,0,0.0,0.0,0.0
AISLE:x=5.160000:y=9.310000,5.16,9.31,4,0,0.0,0.0,0.0
AISLE:x=5.340000:y=10.210000,5.34,10.21,4,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=5.340000:y=11.110000,5.34,11.11,4,14,14.0,0.0070140280561122245,0.0070140280561122245
AISLE:x=5.340000:y=12.010000,5.34,12.01,4,0,0.0,0.0,0.0
AISLE:x=5.340000:y=12.910000,5.34,12.91,4,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=5.340000:y=13.810000,5.34,13.81,4,0,0.0,0.0,0.0
AISLE:x=5.340000:y=14.710000,5.34,14.71,2,0,0.0,0.0,0.0
AISLE:x=5.340000:y=6.310000,5.34,6.31,2,12,12.0,0.006012024048096192,0.006012024048096192
AISLE:x=5.340000:y=7.510000,5.34,7.51,4,11,11.0,0.005511022044088177,0.005511022044088177
AISLE:x=5.340000:y=8.410000,5.34,8.41,4,4,4.0,0.002004008016032064,0.002004008016032064
AISLE:x=5.340000:y=9.310000,5.34,9.31,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=5.500000:y=10.210000,5.5,10.21,8,0,0.0,0.0,0.0
AISLE:x=5.500000:y=11.110000,5.5,11.11,8,17,17.0,0.008517034068136272,0.008517034068136272
AISLE:x=5.500000:y=12.010000,5.5,12.01,8,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=5.500000:y=12.910000,5.5,12.91,8,4,4.0,0.002004008016032064,0.002004008016032064
AISLE:x=5.500000:y=13.810000,5.5,13.81,8,0,0.0,0.0,0.0
AISLE:x=5.500000:y=14.710000,5.5,14.71,4,0,0.0,0.0,0.0
AISLE:x=5.500000:y=6.310000,5.5,6.31,4,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=5.500000:y=7.510000,5.5,7.51,8,0,0.0,0.0,0.0
AISLE:x=5.500000:y=8.410000,5.5,8.41,8,0,0.0,0.0,0.0
AISLE:x=5.500000:y=9.310000,5.5,9.31,8,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=5.660000:y=10.210000,5.66,10.21,4,4,4.0,0.002004008016032064,0.002004008016032064
AISLE:x=5.660000:y=11.110000,5.66,11.11,4,13,13.0,0.006513026052104208,0.006513026052104208
AISLE:x=5.660000:y=12.010000,5.66,12.01,4,0,0.0,0.0,0.0
AISLE:x=5.660000:y=12.910000,5.66,12.91,4,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=5.660000:y=13.810000,5.66,13.81,4,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=5.660000:y=14.710000,5.66,14.71,2,0,0.0,0.0,0.0
AISLE:x=5.660000:y=6.310000,5.66,6.31,2,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=5.660000:y=7.510000,5.66,7.51,4,10,10.0,0.00501002004008016,0.00501002004008016
AISLE:x=5.660000:y=8.410000,5.66,8.41,4,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=5.660000:y=9.310000,5.66,9.31,4,0,0.0,0.0,0.0
AISLE:x=5.840000:y=10.210000,5.84,10.21,4,8,8.0,0.004008016032064128,0.004008016032064128
AISLE:x=5.840000:y=11.110000,5.84,11.11,4,29,29.0,0.014529058116232466,0.014529058116232466
AISLE:x=5.840000:y=12.010000,5.84,12.01,4,0,0.0,0.0,0.0
AISLE:x=5.840000:y=12.910000,5.84,12.91,4,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=5.840000:y=13.810000,5.84,13.81,4,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=5.840000:y=14.710000,5.84,14.71,2,0,0.0,0.0,0.0
AISLE:x=5.840000:y=6.310000,5.84,6.31,2,7,7.0,0.0035070140280561123,0.0035070140280561123
AISLE:x=5.840000:y=7.510000,5.84,7.51,4,0,0.0,0.0,0.0
AISLE:x=5.840000:y=8.410000,5.84,8.41,4,21,21.0,0.010521042084168337,0.010521042084168337
AISLE:x=5.840000:y=9.310000,5.84,9.31,4,0,0.0,0.0,0.0
AISLE:x=6.000000:y=10.210000,6.0,10.21,8,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.000000:y=11.110000,6.0,11.11,8,34,34.0,0.017034068136272545,0.017034068136272545
AISLE:x=6.000000:y=12.010000,6.0,12.01,8,0,0.0,0.0,0.0
AISLE:x=6.000000:y=12.910000,6.0,12.91,8,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.000000:y=13.810000,6.0,13.81,8,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=6.000000:y=14.710000,6.0,14.71,4,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=6.000000:y=6.310000,6.0,6.31,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.000000:y=7.510000,6.0,7.51,8,8,8.0,0.004008016032064128,0.004008016032064128
AISLE:x=6.000000:y=8.410000,6.0,8.41,8,16,16.0,0.008016032064128256,0.008016032064128256
AISLE:x=6.000000:y=9.310000,6.0,9.31,8,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.160000:y=10.210000,6.16,10.21,4,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=6.160000:y=11.110000,6.16,11.11,4,46,46.0,0.023046092184368736,0.023046092184368736
AISLE:x=6.160000:y=12.010000,6.16,12.01,4,4,4.0,0.002004008016032064,0.002004008016032064
AISLE:x=6.160000:y=12.910000,6.16,12.91,4,6,6.0,0.003006012024048096,0.003006012024048096
AISLE:x=6.160000:y=13.810000,6.16,13.81,4,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=6.160000:y=14.710000,6.16,14.71,2,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.160000:y=6.310000,6.16,6.31,2,0,0.0,0.0,0.0
AISLE:x=6.160000:y=7.510000,6.16,7.51,4,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=6.160000:y=8.410000,6.16,8.41,4,14,14.0,0.0070140280561122245,0.0070140280561122245
AISLE:x=6.160000:y=9.310000,6.16,9.31,4,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=6.340000:y=10.210000,6.34,10.21,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.340000:y=11.110000,6.34,11.11,4,30,30.0,0.01503006012024048,0.01503006012024048
AISLE:x=6.340000:y=12.010000,6.34,12.01,4,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=6.340000:y=12.910000,6.34,12.91,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.340000:y=13.810000,6.34,13.81,4,0,0.0,0.0,0.0
AISLE:x=6.340000:y=14.710000,6.34,14.71,2,0,0.0,0.0,0.0
AISLE:x=6.340000:y=6.310000,6.34,6.31,2,10,10.0,0.00501002004008016,0.00501002004008016
AISLE:x=6.340000:y=7.510000,6.34,7.51,4,8,8.0,0.004008016032064128,0.004008016032064128
AISLE:x=6.340000:y=8.410000,6.34,8.41,4,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=6.340000:y=9.310000,6.34,9.31,4,2,2.0,0.001002004008016032,0.001002004008016032
AISLE:x=6.500000:y=10.210000,6.5,10.21,8,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.500000:y=11.110000,6.5,11.11,8,50,50.0,0.025050100200400802,0.025050100200400802
AISLE:x=6.500000:y=12.010000,6.5,12.01,8,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=6.500000:y=12.910000,6.5,12.91,8,0,0.0,0.0,0.0
AISLE:x=6.500000:y=13.810000,6.5,13.81,8,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=6.500000:y=14.710000,6.5,14.71,4,0,0.0,0.0,0.0
AISLE:x=6.500000:y=6.310000,6.5,6.31,4,4,4.0,0.002004008016032064,0.002004008016032064
AISLE:x=6.500000:y=7.510000,6.5,7.51,8,14,14.0,0.0070140280561122245,0.0070140280561122245
AISLE:x=6.500000:y=8.410000,6.5,8.41,8,5,5.0,0.00250501002004008,0.00250501002004008
AISLE:x=6.500000:y=9.310000,6.5,9.31,8,0,0.0,0.0,0.0
AISLE:x=6.660000:y=10.210000,6.66,10.21,4,3,3.0,0.001503006012024048,0.001503006012024048
AISLE:x=6.660000:y=11.110000,6.66,11.11,4,30,30.0,0.01503006012024048,0.01503006012024048
AISLE:x=6.660000:y=12.010000,6.66,12.01,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.660000:y=12.910000,6.66,12.91,4,0,0.0,0.0,0.0
AISLE:x=6.660000:y=13.810000,6.66,13.81,4,0,0.0,0.0,0.0
AISLE:x=6.660000:y=14.710000,6.66,14.71,2,0,0.0,0.0,0.0
AISLE:x=6.660000:y=6.310000,6.66,6.31,2,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.660000:y=7.510000,6.66,7.51,4,14,14.0,0.0070140280561122245,0.0070140280561122245
AISLE:x=6.660000:y=8.410000,6.66,8.41,4,1,1.0,0.000501002004008016,0.000501002004008016
AISLE:x=6.660000:y=9.310000,6.66,9.31,4,1,1.0,0.000501002004008016,0.000501002004008016
