time_seconds,active_workers,occupied_cells,entropy_bits,entropy_normalized,max_concentration,congested_cells,workers_in_shared_cells,excess_workers,timestamp
310.0,7,7,2.807354922057604,1.0,0.14285714285714285,0,0,0,2023-01-05 07:47:10
315.0,7,7,2.807354922057604,1.0,0.14285714285714285,0,0,0,2023-01-05 07:47:15
320.0,7,7,2.807354922057604,1.0,0.14285714285714285,0,0,0,2023-01-05 07:47:20
325.0,7,7,2.807354922057604,1.0,0.14285714285714285,0,0,0,2023-01-05 07:47:25
330.0,7,7,2.807354922057604,1.0,0.14285714285714285,0,0,0,2023-01-05 07:47:30
335.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,2023-01-05 07:47:35
340.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,2023-01-05 07:47:40
345.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,2023-01-05 07:47:45
350.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,2023-01-05 07:47:50
355.0,6,5,2.2516291673878226,0.8710490642551527,0.3333333333333333,1,2,1,2023-01-05 07:47:55
360.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,2023-01-05 07:48:00
365.0,6,6,2.584962500721156,1.0,0.16666666666666666,0,0,0,2023-01-05 07:48:05
370.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:10
375.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:15
380.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:20
385.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:25
390.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:30
395.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:35
400.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:40
405.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:45
410.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:50
415.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:48:55
420.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:00
425.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:05
430.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:10
435.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:15
440.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:20
445.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:25
450.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:30
455.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:35
460.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:40
465.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:45
470.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:49:50
475.0,5,4,1.9219280948873623,0.8277293767706428,0.4,1,2,1,2023-01-05 07:49:55
480.0,5,4,1.9219280948873623,0.8277293767706428,0.4,1,2,1,2023-01-05 07:50:00
485.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:05
490.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:10
495.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:15
500.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:20
505.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:25
510.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:30
515.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:35
520.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:40
525.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:45
530.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:50
535.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:50:55
540.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:00
545.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:05
550.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:10
555.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:15
560.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:20
565.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:25
570.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:30
575.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:35
580.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:40
585.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:45
590.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:50
595.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:51:55
600.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:52:00
605.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:52:05
610.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:52:10
615.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:52:15
620.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 07:52:20
625.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:52:25
630.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:52:30
635.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:52:35
640.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:52:40
645.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:52:45
650.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:52:50
655.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:52:55
660.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:00
665.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:05
670.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:10
675.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:15
680.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:20
685.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:25
690.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:30
695.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:35
700.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:40
705.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:45
710.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:53:50
715.0,4,3,1.5,0.75,0.5,1,2,1,2023-01-05 07:53:55
720.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:00
725.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:05
730.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:10
735.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:15
740.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:20
745.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:25
750.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:30
755.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:35
760.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:40
765.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:45
770.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 07:54:50
775.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:54:55
780.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:00
785.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:05
790.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:10
795.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:15
800.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:20
805.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:25
810.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:30
815.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:35
820.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:40
825.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:45
830.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:50
835.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:55:55
840.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:00
845.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:05
850.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:10
855.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:15
860.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:20
865.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:25
870.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:30
875.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:35
880.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:40
885.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:45
890.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:50
895.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:56:55
900.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:57:00
905.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:57:05
910.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:57:10
915.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:57:15
920.0,3,2,0.9182958340544896,0.579380164285695,0.6666666666666666,1,2,1,2023-01-05 07:57:20
925.0,3,2,0.9182958340544896,0.579380164285695,0.6666666666666666,1,2,1,2023-01-05 07:57:25
930.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:57:30
935.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:57:35
940.0,3,2,0.9182958340544896,0.579380164285695,0.6666666666666666,1,2,1,2023-01-05 07:57:40
945.0,3,2,0.9182958340544896,0.579380164285695,0.6666666666666666,1,2,1,2023-01-05 07:57:45
950.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:57:50
955.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 07:57:55
960.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 07:58:00
965.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 07:58:05
970.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 07:58:10
975.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 07:58:15
980.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 07:58:20
985.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 07:58:25
990.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 07:58:30
14400.0,5,2,0.7219280948873623,0.31091750708257115,0.8,1,4,3,2023-01-05 11:42:00
14405.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:05
14410.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:10
14415.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:15
14420.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:20
14425.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:25
14430.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:30
14435.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:35
14440.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:40
14445.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:45
14450.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:50
14455.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:42:55
14460.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:00
14465.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:05
14470.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:10
14475.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:15
14480.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:20
14485.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:25
14490.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:30
14495.0,5,4,1.9219280948873623,0.8277293767706428,0.4,1,2,1,2023-01-05 11:43:35
14500.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:40
14505.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:45
14510.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:50
14515.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:43:55
14520.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:00
14525.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:05
14530.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:10
14535.0,5,4,1.9219280948873623,0.8277293767706428,0.4,1,2,1,2023-01-05 11:44:15
14540.0,5,4,1.9219280948873623,0.8277293767706428,0.4,1,2,1,2023-01-05 11:44:20
14545.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:25
14550.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:30
14555.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:35
14560.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:40
14565.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:45
14570.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:50
14575.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:44:55
14580.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:00
14585.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:05
14590.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:10
14595.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:15
14600.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:20
14605.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:25
14610.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:30
14615.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:35
14620.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:40
14625.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:45
14630.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:50
14635.0,5,5,2.3219280948873626,1.0,0.2,0,0,0,2023-01-05 11:45:55
14640.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:00
14645.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:05
14650.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:10
14655.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:15
14660.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:20
14665.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:25
14670.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:30
14675.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:35
14680.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:40
14685.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:45
14690.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:50
14695.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:46:55
14700.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:00
14705.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:05
14710.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:10
14715.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:15
14720.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:20
14725.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:25
14730.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:30
14735.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:35
14740.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:40
14745.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:45
14750.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:50
14755.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:47:55
14760.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:00
14765.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:05
14770.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:10
14775.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:15
14780.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:20
14785.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:25
14790.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:30
14795.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:35
14800.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:40
14805.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:45
14810.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:48:50
14815.0,4,3,1.5,0.75,0.5,1,2,1,2023-01-05 11:48:55
14820.0,4,3,1.5,0.75,0.5,1,2,1,2023-01-05 11:49:00
14825.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:05
14830.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:10
14835.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:15
14840.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:20
14845.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:25
14850.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:30
14855.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:35
14860.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:40
14865.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:45
14870.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:50
14875.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:49:55
14880.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:00
14885.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:05
14890.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:10
14895.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:15
14900.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:20
14905.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:25
14910.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:30
14915.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:35
14920.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:40
14925.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:45
14930.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:50
14935.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:50:55
14940.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:00
14945.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:05
14950.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:10
14955.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:15
14960.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:20
14965.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:25
14970.0,4,3,1.5,0.75,0.5,1,2,1,2023-01-05 11:51:30
14975.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:35
14980.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:40
14985.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:45
14990.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:50
14995.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:51:55
15000.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:00
15005.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:05
15010.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:10
15015.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:15
