selected_date,picking_lists,operators,pick_tasks,picked_units,warehouse_pick_nodes,demand_nodes_used,demand_task_entropy_bits,demand_task_entropy_normalized,demand_unit_entropy_bits,demand_unit_entropy_normalized,total_distance_m,movement_events,movement_seconds,congestion_conflicts,edge_conflicts,pick_node_conflicts,congestion_wait_seconds,mean_conflict_wait_seconds,p95_conflict_wait_seconds,max_conflict_wait_seconds,congestion_delay_ratio,mean_release_delay_seconds,max_release_delay_seconds,entropy_samples,mean_spatial_entropy_normalized,mean_spatial_entropy_multiworker,min_spatial_entropy_normalized,max_spatial_entropy_normalized,mean_max_concentration,shared_worker_ratio,occupied_spatial_cells,congested_cell_seconds,max_cell_occupancy,simulation_elapsed_seconds
2023-01-05,85,8,1996,1996.0,466,242,7.332787711580227,0.8272375593107787,7.332787711580227,0.8272375593107787,8053.1208000001,11512,6710.933999999715,174,149,25,244.72566666693373,1.4064693486605386,3.967966666671898,10.160000000003492,0.03518367464695312,521.2209215686258,1599.6126666666842,616,0.8975561669936818,0.9926294414149156,0.0,1.0,0.32301329622758196,0.014252696456086287,618,74.10383333332874,4,16113.709000000023
