cell_id,cell_type,interval_count,unique_workers,worker_seconds,move_worker_seconds,pick_worker_seconds,wait_worker_seconds,occupied_seconds,congested_seconds,max_concurrent_workers
EDGE:AISLE:x=11.836400:y=30.505400<->AISLE:x=12.293600:y=30.505400,edge,18,3,6.857999999996821,6.857999999996821,0.0,0.0,6.857999999996821,0.0,1
EDGE:AISLE:x=11.836400:y=32.791400<->AISLE:x=12.293600:y=32.791400,edge,29,6,11.048999999994322,11.048999999994322,0.0,0.0,11.048999999994322,0.0,1
EDGE:AISLE:x=11.836400:y=35.077400<->AISLE:x=12.293600:y=35.077400,edge,19,7,7.238999999997247,7.238999999997247,0.0,0.0,7.238999999997247,0.0,1
EDGE:AISLE:x=11.836400:y=37.363400<->AISLE:x=12.293600:y=37.363400,edge,3,2,1.142999999998807,1.142999999998807,0.0,0.0,1.142999999998807,0.0,1
EDGE:AISLE:x=12.293600:y=16.027400<->AISLE:x=12.700000:y=16.027400,edge,14,3,4.741333333333008,4.741333333333008,0.0,0.0,4.741333333333008,0.0,1
EDGE:AISLE:x=12.293600:y=19.075400<->AISLE:x=12.700000:y=19.075400,edge,51,6,17.271999999995728,17.271999999995728,0.0,0.0,17.271999999995728,0.0,1
EDGE:AISLE:x=12.293600:y=21.361400<->AISLE:x=12.700000:y=21.361400,edge,52,8,17.61066666666261,17.61066666666261,0.0,0.0,17.61066666666261,0.0,1
EDGE:AISLE:x=12.293600:y=23.647400<->AISLE:x=12.700000:y=23.647400,edge,12,5,4.063999999998714,4.063999999998714,0.0,0.0,4.063999999998714,0.0,1
EDGE:AISLE:x=12.293600:y=25.933400<->AISLE:x=12.700000:y=25.933400,edge,15,6,5.079999999999245,5.079999999999245,0.0,0.0,5.079999999999245,0.0,1
EDGE:AISLE:x=12.293600:y=28.219400<->AISLE:x=12.700000:y=28.219400,edge,101,8,34.205333333327395,34.205333333327395,0.0,0.0,34.205333333327395,0.0,1
EDGE:AISLE:x=12.293600:y=30.505400<->AISLE:x=12.700000:y=30.505400,edge,18,3,6.095999999999236,6.095999999999236,0.0,0.0,6.095999999999236,0.0,1
EDGE:AISLE:x=12.293600:y=32.791400<->AISLE:x=12.700000:y=32.791400,edge,21,6,7.111999999998943,7.111999999998943,0.0,0.0,7.111999999998943,0.0,1
EDGE:AISLE:x=12.293600:y=35.077400<->AISLE:x=12.700000:y=35.077400,edge,19,7,6.43466666666599,6.43466666666599,0.0,0.0,6.43466666666599,0.0,1
EDGE:AISLE:x=12.293600:y=37.363400<->AISLE:x=12.700000:y=37.363400,edge,3,2,1.0159999999997495,1.0159999999997495,0.0,0.0,1.0159999999997495,0.0,1
EDGE:AISLE:x=12.700000:y=16.027400<->AISLE:x=13.106400:y=16.027400,edge,14,3,4.741333333333008,4.741333333333008,0.0,0.0,4.741333333333008,0.0,1
EDGE:AISLE:x=12.700000:y=19.075400<->AISLE:x=13.106400:y=19.075400,edge,47,6,15.917333333329566,15.917333333329566,0.0,0.0,15.917333333329566,0.0,1
EDGE:AISLE:x=12.700000:y=21.361400<->AISLE:x=13.106400:y=21.361400,edge,40,7,13.546666666663782,13.546666666663782,0.0,0.0,13.546666666663782,0.0,1
EDGE:AISLE:x=12.700000:y=23.647400<->AISLE:x=13.106400:y=23.647400,edge,12,5,4.063999999998714,4.063999999998714,0.0,0.0,4.063999999998714,0.0,1
EDGE:AISLE:x=12.700000:y=25.933400<->AISLE:x=13.106400:y=25.933400,edge,15,6,5.079999999999245,5.079999999999245,0.0,0.0,5.079999999999245,0.0,1
EDGE:AISLE:x=12.700000:y=28.219400<->AISLE:x=13.106400:y=28.219400,edge,99,8,33.527999999994314,33.527999999994314,0.0,0.0,33.527999999994314,0.0,1
EDGE:AISLE:x=12.700000:y=30.505400<->AISLE:x=13.106400:y=30.505400,edge,16,3,5.418666666665928,5.418666666665928,0.0,0.0,5.418666666665928,0.0,1
EDGE:AISLE:x=12.700000:y=32.791400<->AISLE:x=13.106400:y=32.791400,edge,21,6,7.111999999998943,7.111999999998943,0.0,0.0,7.111999999998943,0.0,1
EDGE:AISLE:x=12.700000:y=35.077400<->AISLE:x=13.106400:y=35.077400,edge,15,6,5.079999999999373,5.079999999999373,0.0,0.0,5.079999999999373,0.0,1
EDGE:AISLE:x=12.700000:y=37.363400<->AISLE:x=13.106400:y=37.363400,edge,3,2,1.0159999999997495,1.0159999999997495,0.0,0.0,1.0159999999997495,0.0,1
EDGE:AISLE:x=13.106400:y=16.027400<->AISLE:x=13.563600:y=16.027400,edge,14,3,5.333999999998696,5.333999999998696,0.0,0.0,5.333999999998696,0.0,1
EDGE:AISLE:x=13.106400:y=19.075400<->AISLE:x=13.563600:y=19.075400,edge,43,6,16.382999999982502,16.382999999982502,0.0,0.0,16.382999999982502,0.0,1
EDGE:AISLE:x=13.106400:y=21.361400<->AISLE:x=13.563600:y=21.361400,edge,40,7,15.239999999985713,15.239999999985713,0.0,0.0,15.239999999985713,0.0,1
