cell_id,cell_type,interval_count,unique_workers,worker_seconds,move_worker_seconds,pick_worker_seconds,wait_worker_seconds,occupied_seconds,congested_seconds,max_concurrent_workers
EDGE:AISLE:x=16.510000:y=19.075400<->AISLE:x=16.916400:y=19.075400,edge,23,5,7.789333333331683,7.789333333331683,0.0,0.0,7.789333333331683,0.0,1
EDGE:AISLE:x=16.510000:y=21.361400<->AISLE:x=16.916400:y=21.361400,edge,22,7,7.450666666664915,7.450666666664915,0.0,0.0,7.450666666664915,0.0,1
EDGE:AISLE:x=16.510000:y=23.647400<->AISLE:x=16.916400:y=23.647400,edge,8,5,2.709333333332779,2.709333333332779,0.0,0.0,2.709333333332779,0.0,1
EDGE:AISLE:x=16.510000:y=25.933400<->AISLE:x=16.916400:y=25.933400,edge,15,6,5.07999999999879,5.07999999999879,0.0,0.0,5.07999999999879,0.0,1
EDGE:AISLE:x=16.510000:y=28.219400<->AISLE:x=16.916400:y=28.219400,edge,45,8,15.239999999996257,15.239999999996257,0.0,0.0,15.239999999996257,0.0,1
EDGE:AISLE:x=16.510000:y=30.505400<->AISLE:x=16.916400:y=30.505400,edge,6,2,2.0319999999995844,2.0319999999995844,0.0,0.0,2.0319999999995844,0.0,1
EDGE:AISLE:x=16.510000:y=32.791400<->AISLE:x=16.916400:y=32.791400,edge,3,3,1.015999999999849,1.015999999999849,0.0,0.0,1.015999999999849,0.0,1
EDGE:AISLE:x=16.510000:y=35.077400<->AISLE:x=16.916400:y=35.077400,edge,5,3,1.693333333333058,1.693333333333058,0.0,0.0,1.693333333333058,0.0,1
EDGE:AISLE:x=16.510000:y=37.363400<->AISLE:x=16.916400:y=37.363400,edge,3,2,1.0159999999997495,1.0159999999997495,0.0,0.0,1.0159999999997495,0.0,1
EDGE:AISLE:x=16.916400:y=19.075400<->SUP:RC-09,edge,13,5,5.503333333338674,5.503333333338674,0.0,0.0,5.503333333338674,0.0,1
EDGE:AISLE:x=16.916400:y=21.361400<->SUP:RC-10,edge,22,7,9.313333333343905,9.313333333343905,0.0,0.0,9.313333333343905,0.0,1
EDGE:AISLE:x=16.916400:y=23.647400<->SUP:RC-11,edge,8,5,3.386666666669612,3.386666666669612,0.0,0.0,3.386666666669612,0.0,1
EDGE:AISLE:x=16.916400:y=25.933400<->SUP:RC-12,edge,13,6,5.503333333338617,5.503333333338617,0.0,0.0,5.503333333338617,0.0,1
EDGE:AISLE:x=16.916400:y=28.219400<->SUP:RC-13,edge,25,8,10.583333333343944,10.583333333343944,0.0,0.0,10.583333333343944,0.0,1
EDGE:AISLE:x=16.916400:y=30.505400<->SUP:RC-14,edge,6,2,2.540000000002294,2.540000000002294,0.0,0.0,2.540000000002294,0.0,1
EDGE:AISLE:x=16.916400:y=32.791400<->SUP:RC-15,edge,3,3,1.2700000000007776,1.2700000000007776,0.0,0.0,1.2700000000007776,0.0,1
EDGE:AISLE:x=16.916400:y=35.077400<->SUP:RC-16,edge,5,3,2.116666666668195,2.116666666668195,0.0,0.0,2.116666666668195,0.0,1
EDGE:AISLE:x=16.916400:y=37.363400<->SUP:RC-17,edge,3,2,1.2700000000015024,1.2700000000015024,0.0,0.0,1.2700000000015024,0.0,1
EDGE:AISLE:x=2.184400:y=16.027400<->AISLE:x=2.590800:y=16.027400,edge,8,4,2.7093333333331344,2.7093333333331344,0.0,0.0,2.7093333333331344,0.0,1
EDGE:AISLE:x=2.184400:y=16.027400<->SUP:LC-08,edge,6,4,2.540000000001598,2.540000000001598,0.0,0.0,2.540000000001598,0.0,1
EDGE:AISLE:x=2.184400:y=19.075400<->AISLE:x=2.590800:y=19.075400,edge,12,4,4.0639999999986,4.0639999999986,0.0,0.0,4.0639999999986,0.0,1
EDGE:AISLE:x=2.184400:y=19.075400<->SUP:LC-09,edge,14,5,5.926666666674976,5.926666666674976,0.0,0.0,5.926666666674976,0.0,1
EDGE:AISLE:x=2.184400:y=21.361400<->AISLE:x=2.590800:y=21.361400,edge,19,8,6.434666666666104,6.434666666666104,0.0,0.0,6.434666666666104,0.0,1
EDGE:AISLE:x=2.184400:y=21.361400<->SUP:LC-10,edge,21,8,8.890000000005486,8.890000000005486,0.0,0.0,8.890000000005486,0.0,1
EDGE:AISLE:x=2.184400:y=23.647400<->AISLE:x=2.590800:y=23.647400,edge,36,8,12.191999999997577,12.191999999997577,0.0,0.0,12.191999999997577,0.0,1
EDGE:AISLE:x=2.184400:y=23.647400<->SUP:LC-11,edge,38,8,16.086666666682433,16.086666666682433,0.0,0.0,16.086666666682433,0.0,1
EDGE:AISLE:x=2.184400:y=25.933400<->AISLE:x=2.590800:y=25.933400,edge,22,6,7.450666666665711,7.450666666665711,0.0,0.0,7.450666666665711,0.0,1
EDGE:AISLE:x=2.184400:y=25.933400<->SUP:LC-12,edge,22,6,9.31333333334004,9.31333333334004,0.0,0.0,9.31333333334004,0.0,1
EDGE:AISLE:x=2.184400:y=28.219400<->AISLE:x=2.590800:y=28.219400,edge,23,7,7.789333333332181,7.789333333332181,0.0,0.0,7.789333333332181,0.0,1
EDGE:AISLE:x=2.184400:y=28.219400<->SUP:LC-13,edge,25,7,10.583333333340605,10.583333333340605,0.0,0.0,10.583333333340605,0.0,1
EDGE:AISLE:x=2.184400:y=30.505400<->AISLE:x=2.590800:y=30.505400,edge,24,8,8.127999999999034,8.127999999999034,0.0,0.0,8.127999999999034,0.0,1
EDGE:AISLE:x=2.184400:y=30.505400<->SUP:LC-14,edge,20,8,8.466666666670264,8.466666666670264,0.0,0.0,8.466666666670264,0.0,1
EDGE:AISLE:x=2.184400:y=32.791400<->AISLE:x=2.590800:y=32.791400,edge,21,7,7.111999999999085,7.111999999999085,0.0,0.0,7.111999999999085,0.0,1
EDGE:AISLE:x=2.184400:y=32.791400<->SUP:LC-15,edge,21,7,8.890000000004278,8.890000000004278,0.0,0.0,8.890000000004278,0.0,1
EDGE:AISLE:x=2.184400:y=35.077400<->AISLE:x=2.590800:y=35.077400,edge,11,5,3.7253333333328698,3.7253333333328698,0.0,0.0,3.7253333333328698,0.0,1
EDGE:AISLE:x=2.184400:y=35.077400<->SUP:LC-16,edge,11,5,4.6566666666688405,4.6566666666688405,0.0,0.0,4.6566666666688405,0.0,1
EDGE:AISLE:x=2.590800:y=16.027400<->AISLE:x=2.997200:y=16.027400,edge,8,4,2.7093333333331344,2.7093333333331344,0.0,0.0,2.7093333333331344,0.0,1
EDGE:AISLE:x=2.590800:y=19.075400<->AISLE:x=2.997200:y=19.075400,edge,12,4,4.0639999999986,4.0639999999986,0.0,0.0,4.0639999999986,0.0,1
EDGE:AISLE:x=2.590800:y=21.361400<->AISLE:x=2.997200:y=21.361400,edge,19,8,6.434666666666104,6.434666666666104,0.0,0.0,6.434666666666104,0.0,1
EDGE:AISLE:x=2.590800:y=23.647400<->AISLE:x=2.997200:y=23.647400,edge,36,8,12.191999999997805,12.191999999997805,0.0,0.0,12.191999999997805,0.0,1
EDGE:AISLE:x=2.590800:y=25.933400<->AISLE:x=2.997200:y=25.933400,edge,22,6,7.450666666665711,7.450666666665711,0.0,0.0,7.450666666665711,0.0,1
EDGE:AISLE:x=2.590800:y=28.219400<->AISLE:x=2.997200:y=28.219400,edge,23,7,7.789333333332181,7.789333333332181,0.0,0.0,7.789333333332181,0.0,1
EDGE:AISLE:x=2.590800:y=30.505400<->AISLE:x=2.997200:y=30.505400,edge,20,8,6.773333333332644,6.773333333332644,0.0,0.0,6.773333333332644,0.0,1
EDGE:AISLE:x=2.590800:y=32.791400<->AISLE:x=2.997200:y=32.791400,edge,19,6,6.434666666665777,6.434666666665777,0.0,0.0,6.434666666665777,0.0,1
EDGE:AISLE:x=2.590800:y=35.077400<->AISLE:x=2.997200:y=35.077400,edge,11,5,3.7253333333328698,3.7253333333328698,0.0,0.0,3.7253333333328698,0.0,1
EDGE:AISLE:x=2.997200:y=16.027400<->AISLE:x=3.454400:y=16.027400,edge,8,4,3.0479999999987797,3.0479999999987797,0.0,0.0,3.0479999999987797,0.0,1
EDGE:AISLE:x=2.997200:y=19.075400<->AISLE:x=3.454400:y=19.075400,edge,12,4,4.571999999993437,4.571999999993437,0.0,0.0,4.571999999993437,0.0,1
EDGE:AISLE:x=2.997200:y=21.361400<->AISLE:x=3.454400:y=21.361400,edge,21,8,8.00099999999486,8.00099999999486,0.0,0.0,8.00099999999486,0.0,1
EDGE:AISLE:x=2.997200:y=23.647400<->AISLE:x=3.454400:y=23.647400,edge,32,8,12.19199999999114,12.19199999999114,0.0,0.0,12.19199999999114,0.0,1
EDGE:AISLE:x=2.997200:y=25.933400<->AISLE:x=3.454400:y=25.933400,edge,22,6,8.38199999999469,8.38199999999469,0.0,0.0,8.38199999999469,0.0,1
EDGE:AISLE:x=2.997200:y=28.219400<->AISLE:x=3.454400:y=28.219400,edge,23,7,8.762999999994918,8.762999999994918,0.0,0.0,8.762999999994918,0.0,1
EDGE:AISLE:x=2.997200:y=30.505400<->AISLE:x=3.454400:y=30.505400,edge,20,8,7.619999999996793,7.619999999996793,0.0,0.0,7.619999999996793,0.0,1
EDGE:AISLE:x=2.997200:y=32.791400<->AISLE:x=3.454400:y=32.791400,edge,21,6,8.00099999999614,8.00099999999614,0.0,0.0,8.00099999999614,0.0,1
EDGE:AISLE:x=2.997200:y=35.077400<->AISLE:x=3.454400:y=35.077400,edge,11,5,4.190999999998041,4.190999999998041,0.0,0.0,4.190999999998041,0.0,1
EDGE:AISLE:x=3.454400:y=16.027400<->AISLE:x=3.860800:y=16.027400,edge,6,3,2.031999999999826,2.031999999999826,0.0,0.0,2.031999999999826,0.0,1
EDGE:AISLE:x=3.454400:y=19.075400<->AISLE:x=3.860800:y=19.075400,edge,12,4,4.0639999999986,4.0639999999986,0.0,0.0,4.0639999999986,0.0,1
EDGE:AISLE:x=3.454400:y=21.361400<->AISLE:x=3.860800:y=21.361400,edge,23,8,7.789333333332493,7.789333333332493,0.0,0.0,7.789333333332493,0.0,1
EDGE:AISLE:x=3.454400:y=23.647400<->AISLE:x=3.860800:y=23.647400,edge,28,8,9.482666666665025,9.482666666665025,0.0,0.0,9.482666666665025,0.0,1
EDGE:AISLE:x=3.454400:y=25.933400<->AISLE:x=3.860800:y=25.933400,edge,20,6,6.773333333332403,6.773333333332403,0.0,0.0,6.773333333332403,0.0,1
EDGE:AISLE:x=3.454400:y=28.219400<->AISLE:x=3.860800:y=28.219400,edge,23,7,7.789333333332181,7.789333333332181,0.0,0.0,7.789333333332181,0.0,1
EDGE:AISLE:x=3.454400:y=30.505400<->AISLE:x=3.860800:y=30.505400,edge,20,8,6.773333333332644,6.773333333332644,0.0,0.0,6.773333333332644,0.0,1
EDGE:AISLE:x=3.454400:y=32.791400<->AISLE:x=3.860800:y=32.791400,edge,23,6,7.789333333332394,7.789333333332394,0.0,0.0,7.789333333332394,0.0,1
EDGE:AISLE:x=3.454400:y=35.077400<->AISLE:x=3.860800:y=35.077400,edge,11,5,3.7253333333328698,3.7253333333328698,0.0,0.0,3.7253333333328698,0.0,1
EDGE:AISLE:x=3.860800:y=16.027400<->AISLE:x=4.267200:y=16.027400,edge,14,4,4.7413333333328325,4.7413333333328325,0.0,0.0,4.7413333333328325,0.0,1
EDGE:AISLE:x=3.860800:y=19.075400<->AISLE:x=4.267200:y=19.075400,edge,12,4,4.0639999999986,4.0639999999986,0.0,0.0,4.0639999999986,0.0,1
EDGE:AISLE:x=3.860800:y=21.361400<->AISLE:x=4.267200:y=21.361400,edge,21,7,7.111999999998957,7.111999999998957,0.0,0.0,7.111999999998957,0.0,1
EDGE:AISLE:x=3.860800:y=23.647400<->AISLE:x=4.267200:y=23.647400,edge,24,8,8.127999999998863,8.127999999998863,0.0,0.0,8.127999999998863,0.0,1
EDGE:AISLE:x=3.860800:y=25.933400<->AISLE:x=4.267200:y=25.933400,edge,24,6,8.12799999999902,8.12799999999902,0.0,0.0,8.12799999999902,0.0,1
EDGE:AISLE:x=3.860800:y=28.219400<->AISLE:x=4.267200:y=28.219400,edge,21,7,7.111999999998872,7.111999999998872,0.0,0.0,7.111999999998872,0.0,1
EDGE:AISLE:x=3.860800:y=30.505400<->AISLE:x=4.267200:y=30.505400,edge,22,8,7.450666666665953,7.450666666665953,0.0,0.0,7.450666666665953,0.0,1
EDGE:AISLE:x=3.860800:y=32.791400<->AISLE:x=4.267200:y=32.791400,edge,25,6,8.46666666666573,8.46666666666573,0.0,0.0,8.46666666666573,0.0,1
EDGE:AISLE:x=3.860800:y=35.077400<->AISLE:x=4.267200:y=35.077400,edge,13,5,4.402666666665951,4.402666666665951,0.0,0.0,4.402666666665951,0.0,1
EDGE:AISLE:x=4.267200:y=16.027400<->AISLE:x=4.724400:y=16.027400,edge,16,4,6.095999999997474,6.095999999997474,0.0,0.0,6.095999999997474,0.0,1
EDGE:AISLE:x=4.267200:y=19.075400<->AISLE:x=4.724400:y=19.075400,edge,12,4,4.571999999993437,4.571999999993437,0.0,0.0,4.571999999993437,0.0,1
EDGE:AISLE:x=4.267200:y=21.361400<->AISLE:x=4.724400:y=21.361400,edge,25,7,9.524999999994861,9.524999999994861,0.0,0.0,9.524999999994861,0.0,1
EDGE:AISLE:x=4.267200:y=23.647400<->AISLE:x=4.724400:y=23.647400,edge,24,8,9.143999999993582,9.143999999993582,0.0,0.0,9.143999999993582,0.0,1
EDGE:AISLE:x=4.267200:y=25.933400<->AISLE:x=4.724400:y=25.933400,edge,26,6,9.90599999999344,9.90599999999344,0.0,0.0,9.90599999999344,0.0,1
EDGE:AISLE:x=4.267200:y=28.219400<->AISLE:x=4.724400:y=28.219400,edge,23,7,8.762999999993838,8.762999999993838,0.0,0.0,8.762999999993838,0.0,1
EDGE:AISLE:x=4.267200:y=30.505400<->AISLE:x=4.724400:y=30.505400,edge,24,8,9.143999999996794,9.143999999996794,0.0,0.0,9.143999999996794,0.0,1
EDGE:AISLE:x=4.267200:y=32.791400<->AISLE:x=4.724400:y=32.791400,edge,25,6,9.524999999996197,9.524999999996197,0.0,0.0,9.524999999996197,0.0,1
EDGE:AISLE:x=4.267200:y=35.077400<->AISLE:x=4.724400:y=35.077400,edge,15,6,5.714999999995712,5.714999999995712,0.0,0.0,5.714999999995712,0.0,1
EDGE:AISLE:x=4.724400:y=16.027400<->AISLE:x=5.130800:y=16.027400,edge,20,4,6.773333333333014,6.773333333333014,0.0,0.0,6.773333333333014,0.0,1
EDGE:AISLE:x=4.724400:y=19.075400<->AISLE:x=5.130800:y=19.075400,edge,14,5,4.741333333331681,4.741333333331681,0.0,0.0,4.741333333331681,0.0,1
EDGE:AISLE:x=4.724400:y=21.361400<->AISLE:x=5.130800:y=21.361400,edge,27,7,9.143999999999352,9.143999999999352,0.0,0.0,9.143999999999352,0.0,1
EDGE:AISLE:x=4.724400:y=23.647400<->AISLE:x=5.130800:y=23.647400,edge,28,7,9.482666666665253,9.482666666665253,0.0,0.0,9.482666666665253,0.0,1
EDGE:AISLE:x=4.724400:y=25.933400<->AISLE:x=5.130800:y=25.933400,edge,24,6,8.127999999998792,8.127999999998792,0.0,0.0,8.127999999998792,0.0,1
EDGE:AISLE:x=4.724400:y=28.219400<->AISLE:x=5.130800:y=28.219400,edge,27,7,9.143999999998371,9.143999999998371,0.0,0.0,9.143999999998371,0.0,1
EDGE:AISLE:x=4.724400:y=30.505400<->AISLE:x=5.130800:y=30.505400,edge,20,8,6.773333333332673,6.773333333332673,0.0,0.0,6.773333333332673,0.0,1
EDGE:AISLE:x=4.724400:y=32.791400<->AISLE:x=5.130800:y=32.791400,edge,23,6,7.789333333332408,7.789333333332408,0.0,0.0,7.789333333332408,0.0,1
EDGE:AISLE:x=4.724400:y=35.077400<->AISLE:x=5.130800:y=35.077400,edge,17,6,5.757333333332113,5.757333333332113,0.0,0.0,5.757333333332113,0.0,1
EDGE:AISLE:x=5.130800:y=16.027400<->AISLE:x=5.537200:y=16.027400,edge,20,4,6.773333333333014,6.773333333333014,0.0,0.0,6.773333333333014,0.0,1
EDGE:AISLE:x=5.130800:y=19.075400<->AISLE:x=5.537200:y=19.075400,edge,14,5,4.741333333331909,4.741333333331909,0.0,0.0,4.741333333331909,0.0,1
EDGE:AISLE:x=5.130800:y=21.361400<->AISLE:x=5.537200:y=21.361400,edge,29,7,9.82133333333266,9.82133333333266,0.0,0.0,9.82133333333266,0.0,1
EDGE:AISLE:x=5.130800:y=23.647400<->AISLE:x=5.537200:y=23.647400,edge,34,7,11.514666666664496,11.514666666664496,0.0,0.0,11.514666666664496,0.0,1
EDGE:AISLE:x=5.130800:y=25.933400<->AISLE:x=5.537200:y=25.933400,edge,24,6,8.127999999998792,8.127999999998792,0.0,0.0,8.127999999998792,0.0,1
EDGE:AISLE:x=5.130800:y=28.219400<->AISLE:x=5.537200:y=28.219400,edge,31,7,10.498666666664533,10.498666666664533,0.0,0.0,10.498666666664533,0.0,1
EDGE:AISLE:x=5.130800:y=30.505400<->AISLE:x=5.537200:y=30.505400,edge,20,8,6.773333333332673,6.773333333332673,0.0,0.0,6.773333333332673,0.0,1
EDGE:AISLE:x=5.130800:y=32.791400<->AISLE:x=5.537200:y=32.791400,edge,25,6,8.466666666665716,8.466666666665716,0.0,0.0,8.466666666665716,0.0,1
EDGE:AISLE:x=5.130800:y=35.077400<->AISLE:x=5.537200:y=35.077400,edge,17,5,5.757333333332113,5.757333333332113,0.0,0.0,5.757333333332113,0.0,1
EDGE:AISLE:x=5.537200:y=16.027400<->AISLE:x=5.994400:y=16.027400,edge,20,4,7.6199999999976455,7.6199999999976455,0.0,0.0,7.6199999999976455,0.0,1
EDGE:AISLE:x=5.537200:y=19.075400<->AISLE:x=5.994400:y=19.075400,edge,18,5,6.857999999992188,6.857999999992188,0.0,0.0,6.857999999992188,0.0,1
EDGE:AISLE:x=5.537200:y=21.361400<->AISLE:x=5.994400:y=21.361400,edge,29,6,11.048999999995772,11.048999999995772,0.0,0.0,11.048999999995772,0.0,1
EDGE:AISLE:x=5.537200:y=23.647400<->AISLE:x=5.994400:y=23.647400,edge,38,7,14.477999999985173,14.477999999985173,0.0,0.0,14.477999999985173,0.0,1
EDGE:AISLE:x=5.537200:y=25.933400<->AISLE:x=5.994400:y=25.933400,edge,32,6,12.191999999990998,12.191999999990998,0.0,0.0,12.191999999990998,0.0,1
EDGE:AISLE:x=5.537200:y=28.219400<->AISLE:x=5.994400:y=28.219400,edge,29,7,11.048999999990201,11.048999999990201,0.0,0.0,11.048999999990201,0.0,1
EDGE:AISLE:x=5.537200:y=30.505400<->AISLE:x=5.994400:y=30.505400,edge,18,8,6.857999999998043,6.857999999998043,0.0,0.0,6.857999999998043,0.0,1
EDGE:AISLE:x=5.537200:y=32.791400<->AISLE:x=5.994400:y=32.791400,edge,25,6,9.524999999996112,9.524999999996112,0.0,0.0,9.524999999996112,0.0,1
EDGE:AISLE:x=5.537200:y=35.077400<->AISLE:x=5.994400:y=35.077400,edge,17,5,6.476999999994462,6.476999999994462,0.0,0.0,6.476999999994462,0.0,1
EDGE:AISLE:x=5.994400:y=16.027400<->AISLE:x=6.400800:y=16.027400,edge,20,4,6.773333333333014,6.773333333333014,0.0,0.0,6.773333333333014,0.0,1
EDGE:AISLE:x=5.994400:y=19.075400<->AISLE:x=6.400800:y=19.075400,edge,18,5,6.095999999998298,6.095999999998298,0.0,0.0,6.095999999998298,0.0,1
EDGE:AISLE:x=5.994400:y=21.361400<->AISLE:x=6.400800:y=21.361400,edge,31,6,10.498666666666196,10.498666666666196,0.0,0.0,10.498666666666196,0.0,1
EDGE:AISLE:x=5.994400:y=23.647400<->AISLE:x=6.400800:y=23.647400,edge,48,7,16.255999999996263,16.255999999996263,0.0,0.0,16.255999999996263,0.0,1
EDGE:AISLE:x=5.994400:y=25.933400<->AISLE:x=6.400800:y=25.933400,edge,34,6,11.514666666664652,11.514666666664652,0.0,0.0,11.514666666664652,0.0,1
EDGE:AISLE:x=5.994400:y=28.219400<->AISLE:x=6.400800:y=28.219400,edge,31,7,10.49866666666405,10.49866666666405,0.0,0.0,10.49866666666405,0.0,1
EDGE:AISLE:x=5.994400:y=30.505400<->AISLE:x=6.400800:y=30.505400,edge,18,8,6.0959999999995915,6.0959999999995915,0.0,0.0,6.0959999999995915,0.0,1
EDGE:AISLE:x=5.994400:y=32.791400<->AISLE:x=6.400800:y=32.791400,edge,27,6,9.143999999999025,9.143999999999025,0.0,0.0,9.143999999999025,0.0,1
EDGE:AISLE:x=5.994400:y=35.077400<->AISLE:x=6.400800:y=35.077400,edge,21,5,7.111999999998503,7.111999999998503,0.0,0.0,7.111999999998503,0.0,1
EDGE:AISLE:x=6.400800:y=16.027400<->AISLE:x=6.807200:y=16.027400,edge,22,5,7.450666666666351,7.450666666666351,0.0,0.0,7.450666666666351,0.0,1
EDGE:AISLE:x=6.400800:y=19.075400<->AISLE:x=6.807200:y=19.075400,edge,18,5,6.095999999998298,6.095999999998298,0.0,0.0,6.095999999998298,0.0,1
EDGE:AISLE:x=6.400800:y=21.361400<->AISLE:x=6.807200:y=21.361400,edge,31,6,10.498666666666196,10.498666666666196,0.0,0.0,10.498666666666196,0.0,1
EDGE:AISLE:x=6.400800:y=23.647400<->AISLE:x=6.807200:y=23.647400,edge,52,7,17.61066666666288,17.61066666666288,0.0,0.0,17.61066666666288,0.0,1
EDGE:AISLE:x=6.400800:y=25.933400<->AISLE:x=6.807200:y=25.933400,edge,44,6,14.901333333330513,14.901333333330513,0.0,0.0,14.901333333330513,0.0,1
EDGE:AISLE:x=6.400800:y=28.219400<->AISLE:x=6.807200:y=28.219400,edge,29,7,9.82133333333097,9.82133333333097,0.0,0.0,9.82133333333097,0.0,1
EDGE:AISLE:x=6.400800:y=30.505400<->AISLE:x=6.807200:y=30.505400,edge,22,8,7.450666666665981,7.450666666665981,0.0,0.0,7.450666666665981,0.0,1
EDGE:AISLE:x=6.400800:y=32.791400<->AISLE:x=6.807200:y=32.791400,edge,29,6,9.82133333333256,9.82133333333256,0.0,0.0,9.82133333333256,0.0,1
EDGE:AISLE:x=6.400800:y=35.077400<->AISLE:x=6.807200:y=35.077400,edge,21,5,7.111999999998503,7.111999999998503,0.0,0.0,7.111999999998503,0.0,1
EDGE:AISLE:x=6.807200:y=16.027400<->AISLE:x=7.264400:y=16.027400,edge,22,5,8.381999999997646,8.381999999997646,0.0,0.0,8.381999999997646,0.0,1
EDGE:AISLE:x=6.807200:y=19.075400<->AISLE:x=7.264400:y=19.075400,edge,22,5,8.381999999989802,8.381999999989802,0.0,0.0,8.381999999989802,0.0,1
EDGE:AISLE:x=6.807200:y=21.361400<->AISLE:x=7.264400:y=21.361400,edge,37,7,14.096999999992363,14.096999999992363,0.0,0.0,14.096999999992363,0.0,1
EDGE:AISLE:x=6.807200:y=23.647400<->AISLE:x=7.264400:y=23.647400,edge,50,7,19.04999999998148,19.04999999998148,0.0,0.0,19.04999999998148,0.0,1
EDGE:AISLE:x=6.807200:y=25.933400<->AISLE:x=7.264400:y=25.933400,edge,48,6,18.28799999998418,18.28799999998418,0.0,0.0,18.28799999998418,0.0,1
EDGE:AISLE:x=6.807200:y=28.219400<->AISLE:x=7.264400:y=28.219400,edge,35,7,13.334999999987815,13.334999999987815,0.0,0.0,13.334999999987815,0.0,1
EDGE:AISLE:x=6.807200:y=30.505400<->AISLE:x=7.264400:y=30.505400,edge,24,8,9.143999999996794,9.143999999996794,0.0,0.0,9.143999999996794,0.0,1
EDGE:AISLE:x=6.807200:y=32.791400<->AISLE:x=7.264400:y=32.791400,edge,29,6,11.04899999999617,11.04899999999617,0.0,0.0,11.04899999999617,0.0,1
EDGE:AISLE:x=6.807200:y=35.077400<->AISLE:x=7.264400:y=35.077400,edge,21,5,8.000999999993212,8.000999999993212,0.0,0.0,8.000999999993212,0.0,1
EDGE:AISLE:x=7.264400:y=16.027400<->AISLE:x=7.670800:y=16.027400,edge,26,5,8.805333333332968,8.805333333332968,0.0,0.0,8.805333333332968,0.0,1
EDGE:AISLE:x=7.264400:y=19.075400<->AISLE:x=7.670800:y=19.075400,edge,20,5,6.773333333331379,6.773333333331379,0.0,0.0,6.773333333331379,0.0,1
EDGE:AISLE:x=7.264400:y=21.361400<->AISLE:x=7.670800:y=21.361400,edge,39,8,13.207999999998293,13.207999999998293,0.0,0.0,13.207999999998293,0.0,1
EDGE:AISLE:x=7.264400:y=23.647400<->AISLE:x=7.670800:y=23.647400,edge,50,7,16.93333333332957,16.93333333332957,0.0,0.0,16.93333333332957,0.0,1
EDGE:AISLE:x=7.264400:y=25.933400<->AISLE:x=7.670800:y=25.933400,edge,58,7,19.642666666662763,19.642666666662763,0.0,0.0,19.642666666662763,0.0,1
EDGE:AISLE:x=7.264400:y=28.219400<->AISLE:x=7.670800:y=28.219400,edge,37,7,12.530666666664004,12.530666666664004,0.0,0.0,12.530666666664004,0.0,1
EDGE:AISLE:x=7.264400:y=30.505400<->AISLE:x=7.670800:y=30.505400,edge,30,8,10.159999999998789,10.159999999998789,0.0,0.0,10.159999999998789,0.0,1
EDGE:AISLE:x=7.264400:y=32.791400<->AISLE:x=7.670800:y=32.791400,edge,39,6,13.207999999998194,13.207999999998194,0.0,0.0,13.207999999998194,0.0,1
EDGE:AISLE:x=7.264400:y=35.077400<->AISLE:x=7.670800:y=35.077400,edge,25,5,8.46666666666512,8.46666666666512,0.0,0.0,8.46666666666512,0.0,1
EDGE:AISLE:x=7.670800:y=16.027400<->AISLE:x=8.077200:y=16.027400,edge,26,5,8.805333333332964,8.805333333332964,0.0,0.0,8.805333333332964,0.0,1
EDGE:AISLE:x=7.670800:y=19.075400<->AISLE:x=8.077200:y=19.075400,edge,20,5,6.773333333331379,6.773333333331379,0.0,0.0,6.773333333331379,0.0,1
EDGE:AISLE:x=7.670800:y=21.361400<->AISLE:x=8.077200:y=21.361400,edge,57,8,19.303999999998325,19.303999999998325,0.0,0.0,19.303999999998325,0.0,1
EDGE:AISLE:x=7.670800:y=23.647400<->AISLE:x=8.077200:y=23.647400,edge,58,7,19.642666666662578,19.642666666662578,0.0,0.0,19.642666666662578,0.0,1
EDGE:AISLE:x=7.670800:y=25.933400<->AISLE:x=8.077200:y=25.933400,edge,66,7,22.35199999999486,22.35199999999486,0.0,0.0,22.35199999999486,0.0,1
EDGE:AISLE:x=7.670800:y=28.219400<->AISLE:x=8.077200:y=28.219400,edge,39,7,13.207999999997085,13.207999999997085,0.0,0.0,13.207999999997085,0.0,1
EDGE:AISLE:x=7.670800:y=30.505400<->AISLE:x=8.077200:y=30.505400,edge,36,8,12.191999999998487,12.191999999998487,0.0,0.0,12.191999999998487,0.0,1
EDGE:AISLE:x=7.670800:y=32.791400<->AISLE:x=8.077200:y=32.791400,edge,45,6,15.239999999997437,15.239999999997437,0.0,0.0,15.239999999997437,0.0,1
EDGE:AISLE:x=7.670800:y=35.077400<->AISLE:x=8.077200:y=35.077400,edge,33,5,11.175999999998126,11.175999999998126,0.0,0.0,11.175999999998126,0.0,1
EDGE:AISLE:x=8.077200:y=16.027400<->AISLE:x=8.534400:y=16.027400,edge,26,5,9.90599999999759,9.90599999999759,0.0,0.0,9.90599999999759,0.0,1
EDGE:AISLE:x=8.077200:y=19.075400<->AISLE:x=8.534400:y=19.075400,edge,22,5,8.381999999989802,8.381999999989802,0.0,0.0,8.381999999989802,0.0,1
EDGE:AISLE:x=8.077200:y=21.361400<->AISLE:x=8.534400:y=21.361400,edge,65,8,24.76499999998805,24.76499999998805,0.0,0.0,24.76499999998805,0.0,1
EDGE:AISLE:x=8.077200:y=23.647400<->AISLE:x=8.534400:y=23.647400,edge,64,7,24.38399999997779,24.38399999997779,0.0,0.0,24.38399999997779,0.0,1
